UF,Ano,Grupo,Medida,N_universo,N_com_registro,N_sem_registro,Media_pct,Mediana_pct,P90_pct,P95_pct,P99_pct,Max_pct,N_ge10,Pct_ge10,N_ge50,Pct_ge50,N_ge80,Pct_ge80,N_ge90,Pct_ge90,N_ge95,Pct_ge95,N_ge99,Pct_ge99,N_ge100,Pct_ge100,N_igual100,N_acima100,Pct_observada_ge95_no_universo
MS,2022,Eleitos,gasto_pct,8.0,8.0,0.0,48.32808043895035,44.86840128910893,81.00820099958491,81.00820099958491,81.00820099958491,81.00820099958491,8.0,100.0,4.0,50.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,2022,Todos,gasto_pct,150.0,145.0,5.0,16.563439625677734,4.897144596285985,53.625567932491066,71.02917842080565,94.98442492669922,97.41464111949618,58.0,40.0,15.0,10.344827586206897,6.0,4.137931034482759,4.0,2.7586206896551726,1.0,0.6896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
MT,2022,Eleitos,gasto_pct,8.0,8.0,0.0,67.12675465810945,59.377383396311124,97.41464111949618,97.41464111949618,97.41464111949618,97.41464111949618,8.0,100.0,6.0,75.0,3.0,37.5,2.0,25.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5
PA,2022,Todos,gasto_pct,298.0,254.0,44.0,10.332007217567487,3.7320098590665585,30.727699770167064,50.982372185910705,81.7842928333829,86.12922526280236,65.0,25.590551181102363,14.0,5.511811023622047,3.0,1.1811023622047243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2022,Eleitos,gasto_pct,17.0,17.0,0.0,42.201669279354114,35.158323301372874,78.31820355129747,86.12922526280236,86.12922526280236,86.12922526280236,17.0,100.0,6.0,35.294117647058826,1.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PB,2022,Todos,gasto_pct,211.0,180.0,31.0,11.783097838194523,3.0355157670522326,36.17146276839459,60.30191068862514,87.36123774261814,92.64861835218352,52.0,28.88888888888889,12.0,6.666666666666667,4.0,2.2222222222222223,1.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PB,2022,Eleitos,gasto_pct,12.0,12.0,0.0,60.9084257238729,61.179250328655336,83.73892284461706,87.36123774261814,87.36123774261814,87.36123774261814,12.0,100.0,8.0,66.66666666666667,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2022,Todos,gasto_pct,417.0,363.0,54.0,12.661725330656498,3.145796579686471,41.03176325081424,81.24560373252362,96.7273871753843,99.54176459493593,88.0,24.242424242424242,31.0,8.539944903581267,19.0,5.234159779614325,7.0,1.9283746556473829,6.0,1.6528925619834711,1.0,0.27548209366391185,0.0,0.0,0.0,0.0,1.4388489208633093
PE,2022,Eleitos,gasto_pct,25.0,25.0,0.0,69.14895092919538,78.102492751834,97.74470347132292,98.2814782447294,99.54176459493593,99.54176459493593,24.0,96.0,19.0,76.0,12.0,48.0,6.0,24.0,5.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,20.0
PI,2022,Todos,gasto_pct,164.0,145.0,19.0,12.434639949102193,1.4917301447544786,48.599042377288335,72.62467040222123,90.11237089555767,94.19360715808999,35.0,24.137931034482758,14.0,9.655172413793103,4.0,2.7586206896551726,2.0,1.3793103448275863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI,2022,Eleitos,gasto_pct,10.0,10.0,0.0,55.385016378014214,54.34174928157552,81.01126877150197,87.309775357152,87.309775357152,87.309775357152,10.0,100.0,6.0,60.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PR,2022,Todos,gasto_pct,600.0,572.0,28.0,8.39235833898572,1.574023559285769,20.154772288482896,55.07097708233346,93.93676366017054,97.58897461724257,97.0,16.958041958041957,34.0,5.944055944055944,13.0,2.272727272727273,8.0,1.3986013986013985,4.0,0.6993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
PR,2022,Eleitos,gasto_pct,30.0,30.0,0.0,69.74618425182526,69.71362275175251,96.3774776456938,97.47919308488135,97.58897461724257,97.58897461724257,30.0,100.0,24.0,80.0,13.0,43.333333333333336,8.0,26.666666666666668,4.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334
RJ,2022,Todos,gasto_pct,1024.0,901.0,123.0,8.289579102045977,1.4481016745429076,23.49422507912955,44.422226682165515,89.17463219390115,98.88226037136953,181.0,20.088790233074363,42.0,4.661487236403995,19.0,2.108768035516093,8.0,0.8879023307436182,5.0,0.5549389567147613,0.0,0.0,0.0,0.0,0.0,0.0,0.48828125
RJ,2022,Eleitos,gasto_pct,46.0,46.0,0.0,51.04396380306495,44.422226682165515,89.17463219390115,91.56324946246387,98.88226037136953,98.88226037136953,44.0,95.65217391304348,21.0,45.65217391304348,9.0,19.565217391304348,3.0,6.521739130434782,2.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215
RN,2022,Todos,gasto_pct,175.0,153.0,22.0,11.72332023110958,3.1482045209274667,36.84915263055555,55.287919083025,84.11230578764717,90.49746646269715,44.0,28.758169934640524,9.0,5.882352941176471,3.0,1.9607843137254901,1.0,0.6535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN,2022,Eleitos,gasto_pct,8.0,8.0,0.0,51.10885548550658,49.124890593950965,90.49746646269715,90.49746646269715,90.49746646269715,90.49746646269715,7.0,87.5,4.0,50.0,2.0,25.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2022,Todos,gasto_pct,149.0,132.0,17.0,15.13138489743869,8.27692733337337,44.246577615528274,61.01652431024454,90.25689459072417,90.29303259762182,56.0,42.42424242424242,10.0,7.575757575757576,3.0,2.272727272727273,2.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2022,Eleitos,gasto_pct,8.0,8.0,0.0,62.98333077098038,48.59213272866778,90.29303259762182,90.29303259762182,90.29303259762182,90.29303259762182,8.0,100.0,4.0,50.0,3.0,37.5,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RR,2022,Todos,gasto_pct,146.0,123.0,23.0,9.712881062637566,5.351680101571615,21.453843523604355,29.6713332089414,55.691503445696554,58.72046907110917,45.0,36.58536585365854,3.0,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RR,2022,Eleitos,gasto_pct,8.0,8.0,0.0,31.318918995373924,28.475816039371217,55.691503445696554,55.691503445696554,55.691503445696554,55.691503445696554,8.0,100.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2022,Todos,gasto_pct,512.0,495.0,17.0,8.324897146900401,1.6047189075201127,26.872298426631552,51.45797820017036,91.34234753330188,98.7804386761476,85.0,17.171717171717173,26.0,5.252525252525253,6.0,1.2121212121212122,5.0,1.0101010101010102,3.0,0.6060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.5859375
RS,2022,Eleitos,gasto_pct,31.0,31.0,0.0,56.68153189037693,55.38065079219205,92.59612088882479,96.63458432035236,98.7804386761476,98.7804386761476,30.0,96.7741935483871,21.0,67.74193548387096,5.0,16.129032258064516,4.0,12.903225806451612,3.0,9.67741935483871,0.0,0.0,0.0,0.0,0.0,0.0,9.67741935483871
SC,2022,Todos,gasto_pct,292.0,278.0,14.0,10.04991926100847,3.116566647385823,32.853278498885714,52.9163607669931,91.46232842352258,95.5910945310605,73.0,26.258992805755394,16.0,5.755395683453237,3.0,1.079136690647482,3.0,1.079136690647482,1.0,0.3597122302158273,0.0,0.0,0.0,0.0,0.0,0.0,0.3424657534246575
SC,2022,Eleitos,gasto_pct,16.0,16.0,0.0,49.01833085171205,52.9163607669931,77.52244177468853,77.7439591470622,77.7439591470622,77.7439591470622,16.0,100.0,9.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2022,Todos,gasto_pct,148.0,130.0,18.0,10.4052961108707,1.8888282711429227,28.6472262605633,55.071200593678874,90.34637342280361,106.20162984284197,36.0,27.692307692307693,8.0,6.153846153846154,3.0,2.3076923076923075,2.0,1.5384615384615385,1.0,0.7692307692307693,1.0,0.7692307692307693,1.0,0.7692307692307693,0.0,1.0,0.6756756756756757
SE,2022,Eleitos,gasto_pct,8.0,8.0,0.0,58.271029388395554,55.071200593678874,106.20162984284197,106.20162984284197,106.20162984284197,106.20162984284197,8.0,100.0,6.0,75.0,2.0,25.0,1.0,12.5,1.0,12.5,1.0,12.5,1.0,12.5,0.0,1.0,12.5
SP,2022,Todos,gasto_pct,1429.0,1253.0,176.0,11.285632687797829,2.317346426212406,41.6785651042572,67.86172107331042,89.4290362701084,99.01282153315103,297.0,23.703112529928173,102.0,8.14046288906624,34.0,2.713487629688747,12.0,0.9577015163607342,4.0,0.3192338387869114,1.0,0.07980845969672785,0.0,0.0,0.0,0.0,0.27991602519244224
SP,2022,Eleitos,gasto_pct,70.0,70.0,0.0,59.85111280571687,61.49135684932716,87.61111870472544,97.08222371362004,99.01282153315103,99.01282153315103,69.0,98.57142857142857,46.0,65.71428571428571,19.0,27.142857142857142,7.0,10.0,4.0,5.714285714285714,1.0,1.4285714285714286,0.0,0.0,0.0,0.0,5.714285714285714
TO,2022,Todos,gasto_pct,145.0,136.0,9.0,14.268920908655115,7.868496552162781,28.47448378583064,62.959378421622255,85.10815586508897,90.88319982418284,55.0,40.44117647058823,10.0,7.352941176470588,3.0,2.2058823529411766,1.0,0.7352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TO,2022,Eleitos,gasto_pct,8.0,8.0,0.0,47.45371578214838,25.995841499013405,81.84715870473136,81.84715870473136,81.84715870473136,81.84715870473136,8.0,100.0,4.0,50.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
