Ano,Grupo,Medida,N_universo,N_com_registro,N_sem_registro,Media_pct,Mediana_pct,P90_pct,P95_pct,P99_pct,Max_pct,N_ge10,Pct_ge10,N_ge50,Pct_ge50,N_ge80,Pct_ge80,N_ge90,Pct_ge90,N_ge95,Pct_ge95,N_ge99,Pct_ge99,N_ge100,Pct_ge100,N_igual100,N_acima100,Pct_observada_ge95_no_universo
2018,Fora Top-NECr,gasto_pct,5312.0,3777.9288866930174,1534.0711133069826,1.8935589279480127,0.4205692,4.0,7.989568,21.5522736,94.492838,119.88888888888889,3.173402477510178,15.0,0.3970429420425153,5.0,0.1323476473475051,1.0,0.02646952946950102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Fora Top-NECr,bruto_pct,5312.0,3777.9288866930174,1534.0711133069826,1.8935589279480127,0.4205692,4.0,7.989568,21.5522736,94.492838,119.88888888888889,3.173402477510178,15.0,0.3970429420425153,5.0,0.1323476473475051,1.0,0.02646952946950102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Eleitos dentro Top-NECr,gasto_pct,445.0,445.0,0.0,47.437984017078655,44.584695599999996,84.8848,92.3273292,98.39001199999998,103.67432,410.5,92.24719101123596,199.0,44.71910112359551,59.0,13.258426966292134,33.0,7.415730337078652,14.0,3.146067415730337,2.0,0.449438202247191,1.0,0.2247191011235955,0.0,1.0,3.146067415730337
2018,Eleitos dentro Top-NECr,bruto_pct,445.0,445.0,0.0,47.437984017078655,44.584695599999996,84.8848,92.3273292,98.39001199999998,103.67432,410.5,92.24719101123596,199.0,44.71910112359551,59.0,13.258426966292134,33.0,7.415730337078652,14.0,3.146067415730337,2.0,0.449438202247191,1.0,0.2247191011235955,0.0,1.0,3.146067415730337
2018,Eleitos fora Top-NECr,gasto_pct,68.0,68.0,0.0,15.655604235294117,9.488676,47.6431196,69.3919976,84.0,84.0,29.5,43.38235294117647,6.0,8.823529411764707,2.0,2.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Eleitos fora Top-NECr,bruto_pct,68.0,68.0,0.0,15.655604235294117,9.488676,47.6431196,69.3919976,84.0,84.0,29.5,43.38235294117647,6.0,8.823529411764707,2.0,2.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Todos,gasto_pct,9675.0,8661.0,1014.0,10.832974382482849,2.4517573348152077,35.000389240285976,60.759173976739014,91.31647467844847,106.20162984284197,2151.0,24.835469345341185,605.0,6.985336566216373,212.0,2.4477543008890428,99.0,1.14305507447177,40.0,0.4618404341300081,6.0,0.06927606511950121,1.0,0.011546010853250202,0.0,1.0,0.4134366925064599
2022,Todos,bruto_pct,9675.0,8661.0,1014.0,11.43812925143288,2.70184827166531,36.695775682477496,64.01354701634973,93.93676366017054,111.23850523255643,2243.0,25.897702343840205,638.0,7.366354924373629,252.0,2.9095947350190507,124.0,1.431705345803025,71.0,0.8197667705807643,34.0,0.3925643690105069,17.0,0.19628218450525345,0.0,17.0,0.7338501291989664
2022,Eleitos,gasto_pct,513.0,513.0,0.0,57.31587622073673,57.80029332432715,91.46056992440214,96.5052294902267,99.01282153315103,106.20162984284197,500.0,97.46588693957115,312.0,60.8187134502924,127.0,24.756335282651072,61.0,11.89083820662768,32.0,6.237816764132553,6.0,1.1695906432748537,1.0,0.1949317738791423,0.0,1.0,6.237816764132553
2022,Eleitos,bruto_pct,513.0,513.0,0.0,59.536574665913605,59.798700393596874,93.93676366017054,98.65937485771812,102.72570133948744,111.23850523255643,501.0,97.6608187134503,328.0,63.93762183235867,146.0,28.460038986354775,76.0,14.814814814814815,44.0,8.576998050682262,23.0,4.483430799220273,12.0,2.3391812865497075,0.0,12.0,8.576998050682262
2022,Não eleitos,gasto_pct,9162.0,8148.0,1014.0,7.906399929485275,2.0612782922982715,20.86935757767823,39.035784270287074,80.6147914400053,97.58876369808563,1651.0,20.262641138929798,293.0,3.595974472263132,85.0,1.0432007854688268,38.0,0.46637211585665195,8.0,0.09818360333824251,0.0,0.0,0.0,0.0,0.0,0.0,0.08731717965509714
2022,Não eleitos,bruto_pct,9162.0,8148.0,1014.0,8.409839794188326,2.2109141011806206,22.08506096978683,41.50699433266207,82.50197044926283,107.4178252747152,1742.0,21.379479626902306,310.0,3.804614629356897,106.0,1.3009327442317133,48.0,0.5891016200294551,27.0,0.33136966126656847,11.0,0.13500245459008345,5.0,0.06136475208640157,0.0,5.0,0.29469548133595286
2022,Competitivos prévios,gasto_pct,1287.0,1276.0,11.0,40.07684497584625,34.03315585556612,84.20920960366047,92.17721435121773,97.58876369808563,99.54176459493593,1039.0,81.42633228840126,479.0,37.539184952978054,175.0,13.714733542319749,85.0,6.661442006269592,36.0,2.8213166144200628,5.0,0.39184952978056425,0.0,0.0,0.0,0.0,2.797202797202797
2022,Competitivos prévios,bruto_pct,1287.0,1276.0,11.0,41.879892117716444,35.13407515363737,87.26133981899038,94.89183267601953,100.3227041064918,108.70880665835136,1058.0,82.91536050156739,501.0,39.26332288401254,205.0,16.065830721003135,101.0,7.915360501567398,60.0,4.702194357366771,30.0,2.3510971786833856,15.0,1.1755485893416928,0.0,15.0,4.662004662004662
2022,Dentro Top-NECr,gasto_pct,3824.0,3680.7091510713103,143.29084892868968,21.703794988992424,10.515081801075702,66.3134123369127,81.7842928333829,95.3666771776812,106.20162984284197,1885.0588235294117,51.21455529787636,599.5,16.287622178066123,210.5,5.719006619654577,98.5,2.676114736512949,39.5,1.0731627623579847,6.0,0.16301206516830147,1.0,0.027168677528050245,0.0,1.0,1.0329497907949792
2022,Dentro Top-NECr,bruto_pct,3824.0,3680.7091510713103,143.29084892868968,22.82933409676535,11.332394163844262,69.71071143777725,84.47412060193066,98.65937485771812,111.23850523255643,1931.5588235294117,52.477898802930696,631.5,17.15701985896373,250.5,6.805753720776586,123.5,3.355331674714205,70.5,1.915391765727542,33.5,0.9101506971896832,16.5,0.448283179212829,0.0,16.5,1.8436192468619246
2022,Fora Top-NECr,gasto_pct,5851.0,4980.29084892869,870.7091510713099,2.7988394092931976,1.2592188474286152,7.10468776861204,10.325594548914644,20.486064582318853,97.41464111949618,265.94117647058823,5.339872399777511,5.5,0.11043531727033783,1.5,0.030118722891910317,0.5,0.010039574297303438,0.5,0.010039574297303438,0.0,0.0,0.0,0.0,0.0,0.0,0.008545547769612033
2022,Fora Top-NECr,bruto_pct,5851.0,4980.29084892869,870.7091510713099,3.019401673511973,1.4008809677643344,7.800463791078619,11.277424539083325,21.66438806294154,104.65514949221073,311.44117647058823,6.253473660832124,6.5,0.1305144658649447,1.5,0.030118722891910317,0.5,0.010039574297303438,0.5,0.010039574297303438,0.5,0.010039574297303438,0.5,0.010039574297303438,0.0,0.5,0.008545547769612033
2022,Eleitos dentro Top-NECr,gasto_pct,475.1923076923077,475.1923076923077,0.0,59.951971653719724,59.481723844032615,91.75633996935686,96.53678519973855,99.09980301945129,106.20162984284197,471.6923076923077,99.26345609065156,307.5,64.71064346418454,125.5,26.41036017806556,60.5,12.73168757588021,31.5,6.628895184135978,6.0,1.2626467017401861,1.0,0.2104411169566977,0.0,1.0,6.628895184135978
2022,Eleitos dentro Top-NECr,bruto_pct,475.1923076923077,475.1923076923077,0.0,62.27600304800906,62.629770962604155,94.32176069343521,98.73851298462246,102.72570133948744,111.23850523255643,472.6923076923077,99.47389720760825,323.5,68.07770133549171,144.5,30.408741400242818,75.5,15.888304330230676,43.5,9.15418858761635,22.5,4.734925131525698,11.5,2.4200728450020237,0.0,11.5,9.15418858761635
2022,Eleitos fora Top-NECr,gasto_pct,37.80769230769231,37.80769230769231,0.0,24.18366963426189,15.928215874863088,52.35456814833062,69.66213266347172,97.41464111949618,97.41464111949618,28.307692307692307,74.87283825025432,4.5,11.902339776195321,1.5,3.967446592065107,0.5,1.3224821973550356,0.5,1.3224821973550356,0.0,0.0,0.0,0.0,0.0,0.0,1.3224821973550356
2022,Eleitos fora Top-NECr,bruto_pct,37.80769230769231,37.80769230769231,0.0,25.10561061628063,16.443335546945626,52.35456814833062,71.8657656464718,104.65514949221073,104.65514949221073,28.307692307692307,74.87283825025432,4.5,11.902339776195321,1.5,3.967446592065107,0.5,1.3224821973550356,0.5,1.3224821973550356,0.5,1.3224821973550356,0.5,1.3224821973550356,0.0,0.5,1.3224821973550356
