Ano,UF,Partido,Magnitude,Perturbação máxima %,N cenários,K original,C,Fronteira original válida,Jaccard médio,Jaccard P10,Cenários com K alterado %,Cenários com composição alterada %
2022,MG,UNIAO,39–70,10,200,21,53,True,0.9735173160173161,0.9090909090909091,20.5,37.5
2022,MG,UP,39–70,5,200,1,1,False,1.0,1.0,0.0,0.0
2022,MG,UP,39–70,10,200,1,1,False,1.0,1.0,0.0,0.0
2022,MS,AGIR,8–12,5,200,3,5,True,1.0,1.0,0.0,0.0
2022,MS,AGIR,8–12,10,200,3,5,True,1.0,1.0,0.0,0.0
2022,MS,AVANTE,8–12,5,200,4,8,True,0.7142857142857142,0.7142857142857143,0.0,100.0
2022,MS,AVANTE,8–12,10,200,4,8,True,0.7123076923076923,0.7142857142857143,2.0,100.0
2022,MS,DC,8–12,5,200,3,3,False,1.0,1.0,0.0,0.0
2022,MS,DC,8–12,10,200,3,3,False,1.0,1.0,0.0,0.0
2022,MS,MDB,8–12,5,200,2,9,True,1.0,1.0,0.0,0.0
2022,MS,MDB,8–12,10,200,2,9,True,0.97,1.0,6.0,6.0
2022,MS,NOVO,8–12,5,200,6,6,False,1.0,1.0,0.0,0.0
2022,MS,NOVO,8–12,10,200,6,6,False,0.98,0.8333333333333334,12.0,12.0
2022,MS,PC DO B,8–12,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,MS,PC DO B,8–12,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,MS,PDT,8–12,5,200,4,6,True,0.7777777777777779,0.7777777777777778,0.0,100.0
2022,MS,PDT,8–12,10,200,4,6,True,0.7777777777777779,0.7777777777777778,0.0,100.0
2022,MS,PL,8–12,5,200,5,8,True,1.0,1.0,0.0,0.0
2022,MS,PL,8–12,10,200,5,8,True,0.9930000000000001,1.0,3.5000000000000004,3.5000000000000004
2022,MS,PODE,8–12,5,200,7,7,False,1.0,1.0,0.0,0.0
2022,MS,PODE,8–12,10,200,7,7,False,1.0,1.0,0.0,0.0
2022,MS,PP,8–12,5,200,6,9,True,1.0,1.0,0.0,0.0
2022,MS,PP,8–12,10,200,6,9,True,1.0,1.0,0.0,0.0
2022,MS,PSB,8–12,5,200,1,5,True,1.0,1.0,0.0,0.0
2022,MS,PSB,8–12,10,200,1,5,True,1.0,1.0,0.0,0.0
2022,MS,PSD,8–12,5,200,3,9,True,1.0,1.0,0.0,0.0
2022,MS,PSD,8–12,10,200,3,9,True,0.9925,1.0,0.0,1.5
2022,MS,PSDB,8–12,5,200,6,9,True,1.0,1.0,0.0,0.0
2022,MS,PSDB,8–12,10,200,6,9,True,1.0,1.0,0.0,0.0
2022,MS,PSOL,8–12,5,200,4,5,True,0.9770000000000002,0.8,11.5,11.5
2022,MS,PSOL,8–12,10,200,4,5,True,0.955,0.8,22.5,22.5
2022,MS,PT,8–12,5,200,3,5,True,1.0,1.0,0.0,0.0
2022,MS,PT,8–12,10,200,3,5,True,0.9375,0.5,0.0,12.5
2022,MS,PTB,8–12,5,200,2,9,True,1.0,1.0,0.0,0.0
2022,MS,PTB,8–12,10,200,2,9,True,1.0,1.0,0.0,0.0
2022,MS,PV,8–12,5,200,2,2,False,1.0,1.0,0.0,0.0
2022,MS,PV,8–12,10,200,2,2,False,1.0,1.0,0.0,0.0
2022,MS,REDE,8–12,5,200,1,3,True,1.0,1.0,0.0,0.0
2022,MS,REDE,8–12,10,200,1,3,True,1.0,1.0,0.0,0.0
2022,MS,REPUBLICANOS,8–12,5,200,7,9,True,0.8136695652173911,0.8260869565217391,0.0,100.0
2022,MS,REPUBLICANOS,8–12,10,200,7,9,True,0.7951418972332014,0.68,0.5,100.0
2022,MS,SOLIDARIEDADE,8–12,5,200,4,7,True,1.0,1.0,0.0,0.0
2022,MS,SOLIDARIEDADE,8–12,10,200,4,7,True,0.9514999999999999,0.8,5.5,14.499999999999998
2022,MS,UNIAO,8–12,5,200,4,9,True,1.0,1.0,0.0,0.0
2022,MS,UNIAO,8–12,10,200,4,9,True,0.977,0.8,11.5,11.5
2022,MT,CIDADANIA,8–12,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,MT,CIDADANIA,8–12,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,MT,DC,8–12,5,200,7,8,True,1.0,1.0,0.0,0.0
2022,MT,DC,8–12,10,200,7,8,True,1.0,1.0,0.0,0.0
2022,MT,MDB,8–12,5,200,6,9,True,0.9641666666666667,0.8333333333333334,21.5,21.5
2022,MT,MDB,8–12,10,200,6,9,True,0.9333333333333335,0.8333333333333334,40.0,40.0
2022,MT,NOVO,8–12,5,200,5,5,False,1.0,1.0,0.0,0.0
2022,MT,NOVO,8–12,10,200,5,5,False,1.0,1.0,0.0,0.0
2022,MT,PATRIOTA,8–12,5,200,7,9,True,1.0,1.0,0.0,0.0
2022,MT,PATRIOTA,8–12,10,200,7,9,True,0.99875,1.0,1.0,1.0
2022,MT,PC DO B,8–12,5,200,2,2,False,1.0,1.0,0.0,0.0
2022,MT,PC DO B,8–12,10,200,2,2,False,1.0,1.0,0.0,0.0
2022,MT,PDT,8–12,5,200,9,9,False,1.0,1.0,0.0,0.0
2022,MT,PDT,8–12,10,200,9,9,False,0.9794444444444446,0.8888888888888888,18.5,18.5
2022,MT,PL,8–12,5,200,6,9,True,1.0,1.0,0.0,0.0
2022,MT,PL,8–12,10,200,6,9,True,0.9985714285714287,1.0,1.0,1.0
2022,MT,PODE,8–12,5,200,7,9,True,1.0,1.0,0.0,0.0
2022,MT,PODE,8–12,10,200,7,9,True,0.9925,1.0,6.0,6.0
2022,MT,PROS,8–12,5,200,6,9,True,0.8,0.7999999999999999,0.0,100.0
2022,MT,PROS,8–12,10,200,6,9,True,0.7930695488721804,0.7999999999999999,3.5000000000000004,100.0
2022,MT,PSB,8–12,5,200,8,9,True,1.0,1.0,0.0,0.0
2022,MT,PSB,8–12,10,200,8,9,True,0.998125,1.0,1.5,1.5
2022,MT,PSD,8–12,5,200,6,9,True,1.0,1.0,0.0,0.0
2022,MT,PSD,8–12,10,200,6,9,True,1.0,1.0,0.0,0.0
2022,MT,PSDB,8–12,5,200,5,7,True,1.0,1.0,0.0,0.0
2022,MT,PSDB,8–12,10,200,5,7,True,1.0,1.0,0.0,0.0
2022,MT,PSOL,8–12,5,200,3,5,True,0.765,0.5,0.0,47.0
2022,MT,PSOL,8–12,10,200,3,5,True,0.7275,0.5,0.0,54.50000000000001
2022,MT,PT,8–12,5,200,1,4,True,1.0,1.0,0.0,0.0
2022,MT,PT,8–12,10,200,1,4,True,1.0,1.0,0.0,0.0
2022,MT,PTB,8–12,5,200,3,9,True,0.9475,0.75,21.0,21.0
2022,MT,PTB,8–12,10,200,3,9,True,0.92,0.75,32.0,32.0
2022,MT,PV,8–12,5,200,1,3,True,1.0,1.0,0.0,0.0
2022,MT,PV,8–12,10,200,1,3,True,1.0,1.0,0.0,0.0
2022,MT,REDE,8–12,5,200,2,3,True,0.5999999999999999,0.6,0.0,100.0
2022,MT,REDE,8–12,10,200,2,3,True,0.5999999999999999,0.6,0.0,100.0
2022,MT,REPUBLICANOS,8–12,5,200,6,9,True,0.9917857142857143,1.0,1.5,3.5000000000000004
2022,MT,REPUBLICANOS,8–12,10,200,6,9,True,0.9169047619047618,0.7142857142857143,16.5,35.5
2022,MT,SOLIDARIEDADE,8–12,5,200,5,6,True,1.0,1.0,0.0,0.0
2022,MT,SOLIDARIEDADE,8–12,10,200,5,6,True,1.0,1.0,0.0,0.0
2022,MT,UNIAO,8–12,5,200,7,9,True,0.8095,0.75,0.0,100.0
2022,MT,UNIAO,8–12,10,200,7,9,True,0.8089166666666668,0.75,0.0,100.0
2022,PA,AGIR,16–31,5,200,7,13,True,0.8663333333333337,0.8666666666666667,3.5000000000000004,100.0
2022,PA,AGIR,16–31,10,200,7,13,True,0.8642857142857144,0.8571428571428571,25.0,100.0
2022,PA,CIDADANIA,16–31,5,200,1,3,True,1.0,1.0,0.0,0.0
2022,PA,CIDADANIA,16–31,10,200,1,3,True,1.0,1.0,0.0,0.0
2022,PA,MDB,16–31,5,200,5,14,True,0.6666666666666665,0.6666666666666666,0.0,100.0
2022,PA,MDB,16–31,10,200,5,14,True,0.6666666666666665,0.6666666666666666,0.0,100.0
2022,PA,PC DO B,16–31,5,200,5,5,False,1.0,1.0,0.0,0.0
2022,PA,PC DO B,16–31,10,200,5,5,False,1.0,1.0,0.0,0.0
2022,PA,PDT,16–31,5,200,4,18,True,0.836,0.6,27.500000000000004,54.0
2022,PA,PDT,16–31,10,200,4,18,True,0.8155,0.6,31.5,60.0
2022,PA,PL,16–31,5,200,2,18,True,1.0,1.0,0.0,0.0
2022,PA,PL,16–31,10,200,2,18,True,1.0,1.0,0.0,0.0
2022,PA,PODE,16–31,5,200,10,18,True,0.9968181818181818,1.0,3.5000000000000004,3.5000000000000004
2022,PA,PODE,16–31,10,200,10,18,True,0.9808636363636364,0.9090909090909091,21.0,21.0
2022,PA,PP,16–31,5,200,10,17,True,0.875,0.8749999999999999,0.0,100.0
2022,PA,PP,16–31,10,200,10,17,True,0.8754411764705883,0.8749999999999999,14.000000000000002,100.0
2022,PA,PROS,16–31,5,200,1,10,True,1.0,1.0,0.0,0.0
2022,PA,PROS,16–31,10,200,1,10,True,1.0,1.0,0.0,0.0
2022,PA,PRTB,16–31,5,200,1,10,True,1.0,1.0,0.0,0.0
2022,PA,PRTB,16–31,10,200,1,10,True,1.0,1.0,0.0,0.0
2022,PA,PSB,16–31,5,200,12,18,True,0.9413141025641026,0.8461538461538461,16.0,45.0
2022,PA,PSB,16–31,10,200,12,18,True,0.9027564102564102,0.8461538461538461,39.0,72.0
2022,PA,PSC,16–31,5,200,2,18,True,1.0,1.0,0.0,0.0
2022,PA,PSC,16–31,10,200,2,18,True,0.8966666666666667,0.3333333333333333,0.0,15.5
2022,PA,PSD,16–31,5,200,9,13,True,1.0,1.0,0.0,0.0
2022,PA,PSD,16–31,10,200,9,13,True,1.0,1.0,0.0,0.0
2022,PA,PSDB,16–31,5,200,7,14,True,0.911875,0.75,24.5,47.5
2022,PA,PSDB,16–31,10,200,7,14,True,0.875625,0.75,40.5,70.0
2022,PA,PSOL,16–31,5,200,4,15,True,1.0,1.0,0.0,0.0
2022,PA,PSOL,16–31,10,200,4,15,True,0.998,1.0,1.0,1.0
2022,PA,PSTU,16–31,5,200,1,1,False,1.0,1.0,0.0,0.0
2022,PA,PSTU,16–31,10,200,1,1,False,1.0,1.0,0.0,0.0
2022,PA,PT,16–31,5,200,5,11,True,1.0,1.0,0.0,0.0
2022,PA,PT,16–31,10,200,5,11,True,0.9519999999999998,0.6666666666666666,1.5,15.0
2022,PA,PTB,16–31,5,200,4,18,True,1.0,1.0,0.0,0.0
2022,PA,PTB,16–31,10,200,4,18,True,1.0,1.0,0.0,0.0
2022,PA,PV,16–31,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,PA,PV,16–31,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,PA,REDE,16–31,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,PA,REDE,16–31,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,PA,REPUBLICANOS,16–31,5,200,14,18,True,0.9939285714285714,1.0,8.5,8.5
2022,PA,REPUBLICANOS,16–31,10,200,14,18,True,0.9789285714285715,0.9285714285714286,29.5,29.5
2022,PA,SOLIDARIEDADE,16–31,5,200,2,10,True,1.0,1.0,0.0,0.0
2022,PA,SOLIDARIEDADE,16–31,10,200,2,10,True,1.0,1.0,0.0,0.0
2022,PA,UNIAO,16–31,5,200,9,18,True,0.9885,0.9,11.5,11.5
2022,PA,UNIAO,16–31,10,200,9,18,True,0.971,0.9,28.999999999999996,28.999999999999996
2022,PB,DC,8–12,5,200,2,2,False,1.0,1.0,0.0,0.0
2022,PB,DC,8–12,10,200,2,2,False,1.0,1.0,0.0,0.0
2022,PB,MDB,8–12,5,200,6,13,True,0.9875,1.0,7.5,7.5
2022,PB,MDB,8–12,10,200,6,13,True,0.9516666666666667,0.8333333333333334,28.999999999999996,28.999999999999996
2022,PB,PATRIOTA,8–12,5,200,9,10,True,0.992,1.0,0.0,4.0
2022,PB,PATRIOTA,8–12,10,200,9,10,True,0.934,0.8,0.0,33.0
2022,PB,PC DO B,8–12,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,PB,PC DO B,8–12,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,PB,PCO,8–12,5,200,3,3,False,1.0,1.0,0.0,0.0
2022,PB,PCO,8–12,10,200,3,3,False,1.0,1.0,0.0,0.0
2022,PB,PDT,8–12,5,200,7,8,True,0.866666666666667,0.8666666666666667,0.0,100.0
2022,PB,PDT,8–12,10,200,7,8,True,0.866666666666667,0.8666666666666667,0.0,100.0
2022,PB,PL,8–12,5,200,5,12,True,0.9716666666666667,0.8333333333333334,17.0,17.0
2022,PB,PL,8–12,10,200,5,12,True,0.9266666666666665,0.8333333333333334,34.0,39.0
2022,PB,PP,8–12,5,200,6,11,True,1.0,1.0,0.0,0.0
2022,PB,PP,8–12,10,200,6,11,True,1.0,1.0,0.0,0.0
2022,PB,PROS,8–12,5,200,3,3,False,1.0,1.0,0.0,0.0
2022,PB,PROS,8–12,10,200,3,3,False,1.0,1.0,0.0,0.0
2022,PB,PRTB,8–12,5,200,3,11,True,0.7142857142857142,0.7142857142857143,0.0,100.0
2022,PB,PRTB,8–12,10,200,3,11,True,0.7142857142857142,0.7142857142857143,0.0,100.0
2022,PB,PSB,8–12,5,200,6,13,True,0.905,0.8333333333333334,45.0,52.0
2022,PB,PSB,8–12,10,200,6,13,True,0.8614285714285714,0.7142857142857143,48.0,68.5
2022,PB,PSC,8–12,5,200,4,13,True,1.0,1.0,0.0,0.0
2022,PB,PSC,8–12,10,200,4,13,True,0.9580000000000001,0.8,7.000000000000001,14.000000000000002
2022,PB,PSDB,8–12,5,200,2,5,True,1.0,1.0,0.0,0.0
2022,PB,PSDB,8–12,10,200,2,5,True,1.0,1.0,0.0,0.0
2022,PB,PSOL,8–12,5,200,2,2,False,1.0,1.0,0.0,0.0
2022,PB,PSOL,8–12,10,200,2,2,False,1.0,1.0,0.0,0.0
2022,PB,PT,8–12,5,200,4,8,True,1.0,1.0,0.0,0.0
2022,PB,PT,8–12,10,200,4,8,True,1.0,1.0,0.0,0.0
2022,PB,PTB,8–12,5,200,4,12,True,1.0,1.0,0.0,0.0
2022,PB,PTB,8–12,10,200,4,12,True,0.985,1.0,6.0,6.0
2022,PB,PV,8–12,5,200,2,2,False,1.0,1.0,0.0,0.0
2022,PB,PV,8–12,10,200,2,2,False,1.0,1.0,0.0,0.0
2022,PB,REDE,8–12,5,200,7,11,True,0.9933928571428572,1.0,2.0,3.5000000000000004
2022,PB,REDE,8–12,10,200,7,11,True,0.916607142857143,0.75,16.5,39.5
2022,PB,REPUBLICANOS,8–12,5,200,9,13,True,0.8960526315789475,0.8947368421052632,25.0,100.0
2022,PB,REPUBLICANOS,8–12,10,200,9,13,True,0.8956578947368422,0.8947368421052632,35.5,100.0
2022,PB,SOLIDARIEDADE,8–12,5,200,5,12,True,1.0,1.0,0.0,0.0
2022,PB,SOLIDARIEDADE,8–12,10,200,5,12,True,0.9766666666666666,1.0,0.0,7.000000000000001
2022,PB,UNIAO,8–12,5,200,8,13,True,1.0,1.0,0.0,0.0
2022,PB,UNIAO,8–12,10,200,8,13,True,0.999375,1.0,0.5,0.5
2022,PB,UP,8–12,5,200,3,3,False,1.0,1.0,0.0,0.0
2022,PB,UP,8–12,10,200,3,3,False,1.0,1.0,0.0,0.0
2022,PE,AGIR,16–31,5,200,9,17,True,1.0,1.0,0.0,0.0
2022,PE,AGIR,16–31,10,200,9,17,True,0.996,1.0,4.0,4.0
2022,PE,AVANTE,16–31,5,200,8,26,True,0.7744152046783626,0.7777777777777778,33.5,100.0
2022,PE,AVANTE,16–31,10,200,8,26,True,0.7564649122807018,0.6842105263157895,40.0,100.0
2022,PE,CIDADANIA,16–31,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,PE,CIDADANIA,16–31,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,PE,DC,16–31,5,200,13,18,True,0.8828240058910163,0.8762886597938143,12.5,100.0
2022,PE,DC,16–31,10,200,13,18,True,0.8843924889543447,0.8762886597938143,15.5,100.0
2022,PE,MDB,16–31,5,200,7,20,True,0.999375,1.0,0.5,0.5
2022,PE,MDB,16–31,10,200,7,20,True,0.97625,0.875,19.0,19.0
2022,PE,NOVO,16–31,5,200,4,6,True,0.7082589285714286,0.6875000000000001,22.5,100.0
2022,PE,NOVO,16–31,10,200,4,6,True,0.7057142857142858,0.6875000000000001,32.0,100.0
2022,PE,PATRIOTA,16–31,5,200,9,21,True,0.8461538461538461,0.8461538461538461,0.0,100.0
2022,PE,PATRIOTA,16–31,10,200,9,21,True,0.8458704453441296,0.8461538461538461,0.5,100.0
2022,PE,PC DO B,16–31,5,200,1,3,True,1.0,1.0,0.0,0.0
2022,PE,PC DO B,16–31,10,200,1,3,True,1.0,1.0,0.0,0.0
2022,PE,PDT,16–31,5,200,6,24,True,0.9991666666666668,1.0,0.5,0.5
2022,PE,PDT,16–31,10,200,6,24,True,0.9725,0.8333333333333334,16.5,16.5
2022,PE,PL,16–31,5,200,3,26,True,1.0,1.0,0.0,0.0
2022,PE,PL,16–31,10,200,3,26,True,1.0,1.0,0.0,0.0
2022,PE,PMN,16–31,5,200,6,21,True,0.9858333333333335,1.0,8.5,8.5
2022,PE,PMN,16–31,10,200,6,21,True,0.9641666666666668,0.8333333333333334,21.5,21.5
2022,PE,PODE,16–31,5,200,5,22,True,0.8166666666666665,0.6666666666666666,0.0,55.00000000000001
2022,PE,PODE,16–31,10,200,5,22,True,0.8333333333333333,0.6666666666666666,1.0,50.5
2022,PE,PP,16–31,5,200,8,21,True,1.0,1.0,0.0,0.0
2022,PE,PP,16–31,10,200,8,21,True,1.0,1.0,0.0,0.0
2022,PE,PRTB,16–31,5,200,13,24,True,1.0,1.0,0.0,0.0
2022,PE,PRTB,16–31,10,200,13,24,True,0.9996428571428573,1.0,0.5,0.5
2022,PE,PSB,16–31,5,200,8,14,True,1.0,1.0,0.0,0.0
2022,PE,PSB,16–31,10,200,8,14,True,1.0,1.0,0.0,0.0
2022,PE,PSDB,16–31,5,200,8,13,True,0.8823529411764709,0.8823529411764706,0.0,100.0
2022,PE,PSDB,16–31,10,200,8,13,True,0.882279411764706,0.8823529411764706,1.0,100.0
2022,PE,PSOL,16–31,5,200,9,17,True,0.9580000000000001,0.9,42.0,42.0
2022,PE,PSOL,16–31,10,200,9,17,True,0.9560000000000001,0.9,44.0,44.0
2022,PE,PSTU,16–31,5,200,2,2,False,1.0,1.0,0.0,0.0
2022,PE,PSTU,16–31,10,200,2,2,False,1.0,1.0,0.0,0.0
2022,PE,PT,16–31,5,200,6,15,True,0.9814285714285715,0.8571428571428571,13.0,13.0
2022,PE,PT,16–31,10,200,6,15,True,0.9607142857142859,0.8571428571428571,27.500000000000004,27.500000000000004
2022,PE,PTB,16–31,5,200,4,10,True,0.6757142857142857,0.5,0.0,100.0
2022,PE,PTB,16–31,10,200,4,10,True,0.647126050420168,0.5,6.5,100.0
2022,PE,PV,16–31,5,200,2,3,True,1.0,1.0,0.0,0.0
2022,PE,PV,16–31,10,200,2,3,True,1.0,1.0,0.0,0.0
2022,PE,REDE,16–31,5,200,2,9,True,1.0,1.0,0.0,0.0
2022,PE,REDE,16–31,10,200,2,9,True,1.0,1.0,0.0,0.0
2022,PE,REPUBLICANOS,16–31,5,200,9,25,True,1.0,1.0,0.0,0.0
2022,PE,REPUBLICANOS,16–31,10,200,9,25,True,0.9916666666666667,1.0,7.5,7.5
2022,PE,SOLIDARIEDADE,16–31,5,200,3,13,True,1.0,1.0,0.0,0.0
2022,PE,SOLIDARIEDADE,16–31,10,200,3,13,True,0.9875,1.0,0.0,2.5
2022,PE,UNIAO,16–31,5,200,21,26,True,0.989848484848485,0.9523809523809523,7.000000000000001,14.499999999999998
2022,PE,UNIAO,16–31,10,200,21,26,True,0.9660497835497835,0.9090909090909091,25.5,49.0
2022,PE,UP,16–31,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,PE,UP,16–31,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,PI,AGIR,8–12,5,200,1,6,True,1.0,1.0,0.0,0.0
2022,PI,AGIR,8–12,10,200,1,6,True,1.0,1.0,0.0,0.0
2022,PI,CIDADANIA,8–12,5,200,9,9,False,1.0,1.0,0.0,0.0
2022,PI,CIDADANIA,8–12,10,200,9,9,False,0.9955555555555555,1.0,4.0,4.0
2022,PI,NOVO,8–12,5,200,3,6,True,0.724642857142857,0.7142857142857143,28.999999999999996,100.0
2022,PI,NOVO,8–12,10,200,3,6,True,0.7269642857142857,0.7142857142857143,35.5,100.0
2022,PI,PATRIOTA,8–12,5,200,5,9,True,1.0,1.0,0.0,0.0
2022,PI,PATRIOTA,8–12,10,200,5,9,True,0.9933333333333334,1.0,4.0,4.0
2022,PI,PDT,8–12,5,200,2,8,True,0.5999999999999999,0.6,0.0,100.0
2022,PI,PDT,8–12,10,200,2,8,True,0.5999999999999999,0.6,0.0,100.0
2022,PI,PL,8–12,5,200,1,10,True,1.0,1.0,0.0,0.0
2022,PI,PL,8–12,10,200,1,10,True,1.0,1.0,0.0,0.0
2022,PI,PMN,8–12,5,200,8,11,True,0.8823529411764709,0.8823529411764706,0.0,100.0
2022,PI,PMN,8–12,10,200,8,11,True,0.8823529411764709,0.8823529411764706,0.0,100.0
2022,PI,PODE,8–12,5,200,7,9,True,1.0,1.0,0.0,0.0
2022,PI,PODE,8–12,10,200,7,9,True,0.9857142857142859,0.985714285714286,10.0,10.0
2022,PI,PP,8–12,5,200,7,9,True,1.0,1.0,0.0,0.0
2022,PI,PP,8–12,10,200,7,9,True,1.0,1.0,0.0,0.0
2022,PI,PSD,8–12,5,200,6,10,True,1.0,1.0,0.0,0.0
2022,PI,PSD,8–12,10,200,6,10,True,0.9991666666666665,1.0,0.5,0.5
2022,PI,PSOL,8–12,5,200,4,4,False,0.99875,1.0,0.5,0.5
2022,PI,PSOL,8–12,10,200,4,4,False,0.96,0.75,16.0,16.0
2022,PI,PSTU,8–12,5,200,2,2,False,1.0,1.0,0.0,0.0
2022,PI,PSTU,8–12,10,200,2,2,False,1.0,1.0,0.0,0.0
2022,PI,PT,8–12,5,200,5,9,True,0.8816666666666666,0.6666666666666666,0.0,35.5
2022,PI,PT,8–12,10,200,5,9,True,0.8669999999999999,0.6666666666666666,6.5,42.5
2022,PI,PTB,8–12,5,200,7,10,True,0.8064516129032259,0.8064516129032258,0.0,100.0
2022,PI,PTB,8–12,10,200,7,10,True,0.8056166982922202,0.8064516129032258,2.0,100.0
2022,PI,PV,8–12,5,200,1,2,True,1.0,1.0,0.0,0.0
2022,PI,PV,8–12,10,200,1,2,True,1.0,1.0,0.0,0.0
2022,PI,REDE,8–12,5,200,3,3,False,1.0,1.0,0.0,0.0
2022,PI,REDE,8–12,10,200,3,3,False,1.0,1.0,0.0,0.0
2022,PI,REPUBLICANOS,8–12,5,200,2,11,True,1.0,1.0,0.0,0.0
2022,PI,REPUBLICANOS,8–12,10,200,2,11,True,1.0,1.0,0.0,0.0
2022,PI,SOLIDARIEDADE,8–12,5,200,3,11,True,1.0,1.0,0.0,0.0
2022,PI,SOLIDARIEDADE,8–12,10,200,3,11,True,1.0,1.0,0.0,0.0
2022,PI,UNIAO,8–12,5,200,7,10,True,0.999375,1.0,0.5,0.5
2022,PI,UNIAO,8–12,10,200,7,10,True,0.97625,0.875,9.0,14.000000000000002
2022,PI,UP,8–12,5,200,1,1,False,1.0,1.0,0.0,0.0
2022,PI,UP,8–12,10,200,1,1,False,1.0,1.0,0.0,0.0
2022,PR,AGIR,16–31,5,200,6,26,True,0.9658333333333334,0.8333333333333334,20.5,20.5
2022,PR,AGIR,16–31,10,200,6,26,True,0.9333333333333335,0.8333333333333334,40.0,40.0
2022,PR,CIDADANIA,16–31,5,200,2,12,True,0.9866666666666666,1.0,0.0,2.0
2022,PR,CIDADANIA,16–31,10,200,2,12,True,0.8733333333333333,0.3333333333333333,0.0,19.0
2022,PR,DC,16–31,5,200,12,25,True,0.8976923076923078,0.8461538461538461,0.0,66.5
2022,PR,DC,16–31,10,200,12,25,True,0.8830769230769232,0.8461538461538461,0.0,76.0
2022,PR,MDB,16–31,5,200,7,30,True,0.9873214285714286,1.0,4.5,7.000000000000001
2022,PR,MDB,16–31,10,200,7,30,True,0.9335714285714286,0.75,22.0,36.0
2022,PR,NOVO,16–31,5,200,7,26,True,0.925625,0.75,23.5,41.5
2022,PR,NOVO,16–31,10,200,7,26,True,0.8975,0.75,34.0,57.99999999999999
2022,PR,PATRIOTA,16–31,5,200,10,20,True,0.8176623376623376,0.8181818181818182,6.0,100.0
2022,PR,PATRIOTA,16–31,10,200,10,20,True,0.8161453039713911,0.8095238095238095,35.0,100.0
2022,PR,PC DO B,16–31,5,200,4,4,False,1.0,1.0,0.0,0.0
2022,PR,PC DO B,16–31,10,200,4,4,False,0.98,1.0,8.0,8.0
2022,PR,PCO,16–31,5,200,1,1,False,1.0,1.0,0.0,0.0
2022,PR,PCO,16–31,10,200,1,1,False,1.0,1.0,0.0,0.0
2022,PR,PDT,16–31,5,200,5,30,True,0.95,0.8,25.0,25.0
2022,PR,PDT,16–31,10,200,5,30,True,0.9320000000000002,0.8,34.0,34.0
2022,PR,PL,16–31,5,200,4,26,True,1.0,1.0,0.0,0.0
2022,PR,PL,16–31,10,200,4,26,True,1.0,1.0,0.0,0.0
2022,PR,PMB,16–31,5,200,18,27,True,0.9286654135338347,0.9285714285714285,0.5,100.0
2022,PR,PMB,16–31,10,200,18,27,True,0.9257117699274489,0.9285714285714285,9.5,100.0
2022,PR,PMN,16–31,5,200,14,18,True,0.7019843876801792,0.672566371681416,25.0,100.0
2022,PR,PMN,16–31,10,200,14,18,True,0.6949240638404761,0.6725663716814159,43.0,100.0
2022,PR,PODE,16–31,5,200,10,28,True,0.989090909090909,0.9,10.0,10.5
2022,PR,PODE,16–31,10,200,10,28,True,0.9270454545454547,0.8181818181818182,32.5,54.0
2022,PR,PP,16–31,5,200,17,31,True,1.0,1.0,0.0,0.0
2022,PR,PP,16–31,10,200,17,31,True,0.9976797385620916,1.0,4.0,4.0
2022,PR,PROS,16–31,5,200,8,30,True,1.0,1.0,0.0,0.0
2022,PR,PROS,16–31,10,200,8,30,True,0.966875,0.875,19.5,23.5
2022,PR,PRTB,16–31,5,200,7,15,True,0.7073170731707316,0.7073170731707318,0.0,100.0
2022,PR,PRTB,16–31,10,200,7,15,True,0.667893157050526,0.5909090909090908,11.5,100.0
2022,PR,PSB,16–31,5,200,6,22,True,0.9941666666666668,1.0,3.5000000000000004,3.5000000000000004
2022,PR,PSB,16–31,10,200,6,22,True,0.9502380952380953,0.8333333333333334,28.999999999999996,29.5
2022,PR,PSC,16–31,5,200,9,24,True,1.0,1.0,0.0,0.0
2022,PR,PSC,16–31,10,200,9,24,True,0.9829444444444445,0.8888888888888888,15.5,15.5
2022,PR,PSD,16–31,5,200,14,29,True,1.0,1.0,0.0,0.0
2022,PR,PSD,16–31,10,200,14,29,True,0.9933333333333333,1.0,0.0,5.0
2022,PR,PSDB,16–31,5,200,3,10,True,1.0,1.0,0.0,0.0
2022,PR,PSDB,16–31,10,200,3,10,True,1.0,1.0,0.0,0.0
2022,PR,PSOL,16–31,5,200,7,10,True,1.0,1.0,0.0,0.0
2022,PR,PSOL,16–31,10,200,7,10,True,0.994375,1.0,4.5,4.5
2022,PR,PT,16–31,5,200,8,23,True,1.0,1.0,0.0,0.0
2022,PR,PT,16–31,10,200,8,23,True,0.9955555555555555,1.0,0.0,2.0
