ano_eleicao,sg_uf,sg_partido_norm,C,NECr,total_recursos_partidarios,lista_sem_recursos,E,k_top_necr,proporcao_top_necr,empate_corte_top_necr,k_80,proporcao_nucleo_80,empate_corte_nucleo_80,k_acima_igual,proporcao_acima_divisao_igual,empate_corte_acima_divisao_igual,top_necr__nucleo_80__comum,top_necr__nucleo_80__uniao,top_necr__nucleo_80__jaccard,top_necr__nucleo_80__A_contida_B,top_necr__nucleo_80__B_contida_A,top_necr__nucleo_80__pesos_identicos,top_necr__nucleo_80__concordancia_candidaturas,top_necr__acima_divisao_igual__comum,top_necr__acima_divisao_igual__uniao,top_necr__acima_divisao_igual__jaccard,top_necr__acima_divisao_igual__A_contida_B,top_necr__acima_divisao_igual__B_contida_A,top_necr__acima_divisao_igual__pesos_identicos,top_necr__acima_divisao_igual__concordancia_candidaturas,nucleo_80__acima_divisao_igual__comum,nucleo_80__acima_divisao_igual__uniao,nucleo_80__acima_divisao_igual__jaccard,nucleo_80__acima_divisao_igual__A_contida_B,nucleo_80__acima_divisao_igual__B_contida_A,nucleo_80__acima_divisao_igual__pesos_identicos,nucleo_80__acima_divisao_igual__concordancia_candidaturas,C_ref,E_ref,F,F_validos,recebedores,k_ref,C_sobre_NECr,NECr_sobre_C_pct,k_sobre_C_pct,C_menos_NECr,sem_recursos_candidatos
2018,PA,PSOL,18,3.1088700648733223,977934.6799999999,False,1,3,0.16666666666666666,False,6,0.3333333333333333,False,2,0.1111111111111111,False,3.0,6.0,0.5,1.0,0.5,False,0.8333333333333334,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.9444444444444444,2.0,6.0,0.3333333333333333,0.3333333333333333,1.0,False,0.7777777777777778,18,1,1.0,18,18,3.0,5.789884949962825,17.271500360407344,16.666666666666668,14.891129935126678,0
2018,PA,PT,7,4.199652056642575,2411743.59,False,2,4,0.5714285714285714,False,4,0.5714285714285714,False,4,0.5714285714285714,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0,7,2,4.0,7,7,4.0,1.66680475086695,59.99502938060821,57.142857142857146,2.8003479433574254,0
2018,PA,PTB,2,1.3900667423513253,1383538.05,False,2,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,2,2,1.0,2,2,1.0,1.4387798362954576,69.50333711756626,50.0,0.6099332576486747,0
2018,PA,PTC,5,1.1245136186770428,2380.0,False,0,1,0.2,False,1,0.2,False,1,0.2,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,5,0,2.0,5,2,1.0,4.446366782006921,22.490272373540854,20.0,3.875486381322957,3
2018,PA,PV,2,1.1228459790087546,258283.39,False,0,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,2,0,1.0,2,2,1.0,1.781188192672333,56.14229895043773,50.0,0.8771540209912454,0
2018,PA,REDE,5,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,5,0,0.0,5,0,0.0,,,0.0,,5
2018,PA,SOLIDARIEDADE,3,1.1626794258373205,270000.0,False,0,1,0.3333333333333333,False,1,0.3333333333333333,False,1,0.3333333333333333,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,3,0,0.0,3,3,1.0,2.580246913580247,38.75598086124402,33.333333333333336,1.8373205741626795,0
2018,PB,AVANTE,11,1.6102099930439264,261750.0,False,0,2,0.18181818181818182,False,2,0.18181818181818182,False,2,0.18181818181818182,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,11,0,2.0,11,6,2.0,6.831407113059645,14.638272664035695,18.181818181818183,9.389790006956073,5
2018,PB,DC,1,1.0,11944.56,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0,1,0,0.0,1,1,1.0,1.0,100.0,100.0,0.0,0
2018,PB,DEM,2,1.0366688824026158,1110476.36,False,1,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,2,1,1.0,2,2,1.0,1.9292563266341498,51.83344412013079,50.0,0.9633311175973842,0
2018,PB,MDB,10,2.125647743878063,2269800.0,False,0,2,0.2,False,2,0.2,False,2,0.2,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,10,0,3.0,10,10,2.0,4.704448339947358,21.256477438780628,20.0,7.874352256121937,0
2018,PB,NOVO,2,1.9746101538070058,4848.0599999999995,False,0,2,1.0,False,2,1.0,False,1,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.5,1.0,2.0,0.5,0.5,1.0,False,0.5,2,0,0.0,2,2,2.0,1.0128581564031984,98.7305076903503,100.0,0.025389846192994225,0
2018,PB,PATRI,10,1.0,50000.0,False,0,1,0.1,False,1,0.1,False,1,0.1,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,10,0,1.0,10,1,1.0,10.0,10.0,10.0,9.0,9
2018,PB,PC DO B,4,1.7943790395099877,109590.0,False,0,2,0.5,False,2,0.5,False,1,0.25,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.75,1.0,2.0,0.5,0.5,1.0,False,0.75,4,0,0.0,4,4,2.0,2.229183417731143,44.85947598774969,50.0,2.2056209604900125,0
2018,PB,PDT,1,1.0,570000.0,False,1,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0,1,1,1.0,1,1,1.0,1.0,100.0,100.0,0.0,0
2018,PB,PHS,5,3.95095257397649,42750.0,False,0,4,0.8,True,4,0.8,True,2,0.4,False,3.9999999999999996,3.9999999999999996,1.0,0.9999999999999999,0.9999999999999999,True,1.0,2.0,3.9999999999999996,0.5000000000000001,0.5,1.0,False,0.6,2.0,3.9999999999999996,0.5000000000000001,0.5,1.0,False,0.6,5,0,0.0,5,5,4.0,1.2655175951574842,79.0190514795298,80.0,1.04904742602351,0
