ano_eleicao,sg_uf,sg_partido_norm,limiar,C,k,proporcao,lista_sem_recursos,massa_financeira,empate_corte
2018,MG,PTB,60,20,2,0.1,False,0.7312893744274952,False
2018,MG,PTB,70,20,2,0.1,False,0.7312893744274952,False
2018,MG,PTB,80,20,3,0.15,False,0.8135680987827125,False
2018,MG,PTB,90,20,5,0.25,False,0.9076069759439217,False
2018,MG,PTB,95,20,7,0.35,False,0.9504675024354357,False
2018,MG,PTC,50,25,1,0.04,False,0.8688151612133683,False
2018,MG,PTC,60,25,1,0.04,False,0.8688151612133683,False
2018,MG,PTC,70,25,1,0.04,False,0.8688151612133683,False
2018,MG,PTC,80,25,1,0.04,False,0.8688151612133683,False
2018,MG,PTC,90,25,2,0.08,False,0.9260232573794153,False
2018,MG,PTC,95,25,4,0.16,False,0.9525182336504504,False
2018,MG,PV,50,14,4,0.2857142857142857,False,0.5626743202728984,False
2018,MG,PV,60,14,5,0.35714285714285715,False,0.643150625503047,False
2018,MG,PV,70,14,6,0.42857142857142855,False,0.7236269307331957,False
2018,MG,PV,80,14,8,0.5714285714285714,False,0.8222126249520468,False
2018,MG,PV,90,14,10,0.7142857142857143,False,0.9141789400107281,False
2018,MG,PV,95,14,11,0.7857142857142857,False,0.9550826804905888,False
2018,MG,REDE,50,25,1,0.04,False,0.9467362778619487,False
2018,MG,REDE,60,25,1,0.04,False,0.9467362778619487,False
2018,MG,REDE,70,25,1,0.04,False,0.9467362778619487,False
2018,MG,REDE,80,25,1,0.04,False,0.9467362778619487,False
2018,MG,REDE,90,25,1,0.04,False,0.9467362778619487,False
2018,MG,REDE,95,25,2,0.08,False,0.9580318760360766,False
2018,MG,SOLIDARIEDADE,50,8,1,0.125,False,0.9987274975531079,False
2018,MG,SOLIDARIEDADE,60,8,1,0.125,False,0.9987274975531079,False
2018,MG,SOLIDARIEDADE,70,8,1,0.125,False,0.9987274975531079,False
2018,MG,SOLIDARIEDADE,80,8,1,0.125,False,0.9987274975531079,False
2018,MG,SOLIDARIEDADE,90,8,1,0.125,False,0.9987274975531079,False
2018,MG,SOLIDARIEDADE,95,8,1,0.125,False,0.9987274975531079,False
2018,MS,AVANTE,50,1,0,0.0,True,,False
2018,MS,AVANTE,60,1,0,0.0,True,,False
2018,MS,AVANTE,70,1,0,0.0,True,,False
2018,MS,AVANTE,80,1,0,0.0,True,,False
2018,MS,AVANTE,90,1,0,0.0,True,,False
2018,MS,AVANTE,95,1,0,0.0,True,,False
2018,MS,DC,50,1,1,1.0,False,1.0,False
2018,MS,DC,60,1,1,1.0,False,1.0,False
2018,MS,DC,70,1,1,1.0,False,1.0,False
2018,MS,DC,80,1,1,1.0,False,1.0,False
2018,MS,DC,90,1,1,1.0,False,1.0,False
2018,MS,DC,95,1,1,1.0,False,1.0,False
2018,MS,DEM,50,5,1,0.2,False,0.8709677419354839,False
2018,MS,DEM,60,5,1,0.2,False,0.8709677419354839,False
2018,MS,DEM,70,5,1,0.2,False,0.8709677419354839,False
2018,MS,DEM,80,5,1,0.2,False,0.8709677419354839,False
2018,MS,DEM,90,5,2,0.4,False,1.0,False
2018,MS,DEM,95,5,2,0.4,False,1.0,False
2018,MS,MDB,50,11,1,0.09090909090909091,False,0.5905207620477273,False
2018,MS,MDB,60,11,2,0.18181818181818182,False,0.7406344510916356,False
2018,MS,MDB,70,11,2,0.18181818181818182,False,0.7406344510916356,False
2018,MS,MDB,80,11,3,0.2727272727272727,False,0.8024459701097154,False
2018,MS,MDB,90,11,5,0.45454545454545453,False,0.9128016070994944,True
2018,MS,MDB,95,11,6,0.5454545454545454,False,0.9613678006137001,False
2018,MS,NOVO,50,5,2,0.4,False,0.5652590293317934,False
2018,MS,NOVO,60,5,3,0.6,False,0.73551817897447,False
2018,MS,NOVO,70,5,3,0.6,False,0.73551817897447,False
2018,MS,NOVO,80,5,4,0.8,False,0.867759089487235,True
2018,MS,NOVO,90,5,5,1.0,False,1.0,False
2018,MS,NOVO,95,5,5,1.0,False,1.0,False
2018,MS,PATRI,50,2,0,0.0,True,,False
2018,MS,PATRI,60,2,0,0.0,True,,False
2018,MS,PATRI,70,2,0,0.0,True,,False
2018,MS,PATRI,80,2,0,0.0,True,,False
2018,MS,PATRI,90,2,0,0.0,True,,False
2018,MS,PATRI,95,2,0,0.0,True,,False
2018,MS,PC DO B,50,4,1,0.25,False,1.0,False
2018,MS,PC DO B,60,4,1,0.25,False,1.0,False
2018,MS,PC DO B,70,4,1,0.25,False,1.0,False
2018,MS,PC DO B,80,4,1,0.25,False,1.0,False
2018,MS,PC DO B,90,4,1,0.25,False,1.0,False
2018,MS,PC DO B,95,4,1,0.25,False,1.0,False
2018,MS,PDT,50,8,1,0.125,False,0.7945205479452054,False
2018,MS,PDT,60,8,1,0.125,False,0.7945205479452054,False
2018,MS,PDT,70,8,1,0.125,False,0.7945205479452054,False
2018,MS,PDT,80,8,2,0.25,False,0.9315068493150684,False
2018,MS,PDT,90,8,2,0.25,False,0.9315068493150684,False
2018,MS,PDT,95,8,3,0.375,False,0.9726027397260274,False
2018,MS,PHS,50,4,2,0.5,False,0.7222222222222222,True
2018,MS,PHS,60,4,2,0.5,False,0.7222222222222222,True
2018,MS,PHS,70,4,2,0.5,False,0.7222222222222222,True
2018,MS,PHS,80,4,3,0.75,False,1.0,False
2018,MS,PHS,90,4,3,0.75,False,1.0,False
2018,MS,PHS,95,4,3,0.75,False,1.0,False
2018,MS,PMB,50,1,0,0.0,True,,False
2018,MS,PMB,60,1,0,0.0,True,,False
2018,MS,PMB,70,1,0,0.0,True,,False
2018,MS,PMB,80,1,0,0.0,True,,False
2018,MS,PMB,90,1,0,0.0,True,,False
2018,MS,PMB,95,1,0,0.0,True,,False
2018,MS,PMN,50,1,1,1.0,False,1.0,False
2018,MS,PMN,60,1,1,1.0,False,1.0,False
2018,MS,PMN,70,1,1,1.0,False,1.0,False
2018,MS,PMN,80,1,1,1.0,False,1.0,False
2018,MS,PMN,90,1,1,1.0,False,1.0,False
2018,MS,PMN,95,1,1,1.0,False,1.0,False
2018,MS,PODE,50,5,2,0.4,False,0.5,True
2018,MS,PODE,60,5,3,0.6,False,0.75,True
2018,MS,PODE,70,5,3,0.6,False,0.75,True
2018,MS,PODE,80,5,4,0.8,False,1.0,False
2018,MS,PODE,90,5,4,0.8,False,1.0,False
2018,MS,PODE,95,5,4,0.8,False,1.0,False
2018,MS,PPL,50,3,0,0.0,True,,False
2018,MS,PPL,60,3,0,0.0,True,,False
2018,MS,PPL,70,3,0,0.0,True,,False
2018,MS,PPL,80,3,0,0.0,True,,False
2018,MS,PPL,90,3,0,0.0,True,,False
2018,MS,PPL,95,3,0,0.0,True,,False
2018,MS,PPS,50,2,1,0.5,False,0.7087605128960359,False
2018,MS,PPS,60,2,1,0.5,False,0.7087605128960359,False
2018,MS,PPS,70,2,1,0.5,False,0.7087605128960359,False
2018,MS,PPS,80,2,2,1.0,False,1.0,False
2018,MS,PPS,90,2,2,1.0,False,1.0,False
2018,MS,PPS,95,2,2,1.0,False,1.0,False
2018,MS,PR,50,1,1,1.0,False,1.0,False
2018,MS,PR,60,1,1,1.0,False,1.0,False
2018,MS,PR,70,1,1,1.0,False,1.0,False
2018,MS,PR,80,1,1,1.0,False,1.0,False
2018,MS,PR,90,1,1,1.0,False,1.0,False
2018,MS,PR,95,1,1,1.0,False,1.0,False
2018,MS,PRB,50,3,1,0.3333333333333333,False,0.9312715068263739,False
2018,MS,PRB,60,3,1,0.3333333333333333,False,0.9312715068263739,False
2018,MS,PRB,70,3,1,0.3333333333333333,False,0.9312715068263739,False
2018,MS,PRB,80,3,1,0.3333333333333333,False,0.9312715068263739,False
2018,MS,PRB,90,3,1,0.3333333333333333,False,0.9312715068263739,False
2018,MS,PRB,95,3,2,0.6666666666666666,False,0.9850590232231248,False
2018,MS,PROS,50,4,2,0.5,False,0.6431689853891379,True
2018,MS,PROS,60,4,2,0.5,False,0.6431689853891379,True
2018,MS,PROS,70,4,3,0.75,False,0.8847430001746318,False
2018,MS,PROS,80,4,3,0.75,False,0.8847430001746318,False
2018,MS,PROS,90,4,4,1.0,False,1.0,False
2018,MS,PROS,95,4,4,1.0,False,1.0,False
2018,MS,PRP,50,2,1,0.5,False,1.0,False
2018,MS,PRP,60,2,1,0.5,False,1.0,False
2018,MS,PRP,70,2,1,0.5,False,1.0,False
2018,MS,PRP,80,2,1,0.5,False,1.0,False
2018,MS,PRP,90,2,1,0.5,False,1.0,False
2018,MS,PRP,95,2,1,0.5,False,1.0,False
2018,MS,PRTB,50,3,0,0.0,True,,False
2018,MS,PRTB,60,3,0,0.0,True,,False
2018,MS,PRTB,70,3,0,0.0,True,,False
2018,MS,PRTB,80,3,0,0.0,True,,False
2018,MS,PRTB,90,3,0,0.0,True,,False
2018,MS,PRTB,95,3,0,0.0,True,,False
2018,MS,PSB,50,1,1,1.0,False,1.0,False
2018,MS,PSB,60,1,1,1.0,False,1.0,False
2018,MS,PSB,70,1,1,1.0,False,1.0,False
2018,MS,PSB,80,1,1,1.0,False,1.0,False
2018,MS,PSB,90,1,1,1.0,False,1.0,False
2018,MS,PSB,95,1,1,1.0,False,1.0,False
2018,MS,PSC,50,2,0,0.0,True,,False
2018,MS,PSC,60,2,0,0.0,True,,False
2018,MS,PSC,70,2,0,0.0,True,,False
2018,MS,PSC,80,2,0,0.0,True,,False
2018,MS,PSC,90,2,0,0.0,True,,False
2018,MS,PSC,95,2,0,0.0,True,,False
2018,MS,PSD,50,2,1,0.5,False,0.873015873015873,False
2018,MS,PSD,60,2,1,0.5,False,0.873015873015873,False
2018,MS,PSD,70,2,1,0.5,False,0.873015873015873,False
2018,MS,PSD,80,2,1,0.5,False,0.873015873015873,False
2018,MS,PSD,90,2,2,1.0,False,1.0,False
2018,MS,PSD,95,2,2,1.0,False,1.0,False
2018,MS,PSDB,50,5,2,0.4,False,0.63379424572364,False
2018,MS,PSDB,60,5,2,0.4,False,0.63379424572364,False
2018,MS,PSDB,70,5,3,0.6,False,0.8531589694902735,False
2018,MS,PSDB,80,5,3,0.6,False,0.8531589694902735,False
2018,MS,PSDB,90,5,4,0.8,False,0.9268269070275115,False
2018,MS,PSDB,95,5,5,1.0,False,1.0,False
2018,MS,PSL,50,4,0,0.0,True,,False
2018,MS,PSL,60,4,0,0.0,True,,False
2018,MS,PSL,70,4,0,0.0,True,,False
2018,MS,PSL,80,4,0,0.0,True,,False
2018,MS,PSL,90,4,0,0.0,True,,False
2018,MS,PSL,95,4,0,0.0,True,,False
2018,MS,PSOL,50,6,3,0.5,False,0.6253986488912167,False
2018,MS,PSOL,60,6,3,0.5,False,0.6253986488912167,False
2018,MS,PSOL,70,6,4,0.6666666666666666,False,0.8302536021472452,False
2018,MS,PSOL,80,6,4,0.6666666666666666,False,0.8302536021472452,False
2018,MS,PSOL,90,6,5,0.8333333333333334,False,0.9190863649514188,False
2018,MS,PSOL,95,6,6,1.0,False,1.0,False
2018,MS,PT,50,16,2,0.125,False,0.5761177346583596,False
2018,MS,PT,60,16,3,0.1875,False,0.7677207391078064,False
2018,MS,PT,70,16,3,0.1875,False,0.7677207391078064,False
2018,MS,PT,80,16,4,0.25,False,0.831691233645362,False
2018,MS,PT,90,16,6,0.375,False,0.909492738657642,False
2018,MS,PT,95,16,10,0.625,False,0.9511183251870993,False
2018,MS,PTB,50,1,1,1.0,False,1.0,False
2018,MS,PTB,60,1,1,1.0,False,1.0,False
2018,MS,PTB,70,1,1,1.0,False,1.0,False
2018,MS,PTB,80,1,1,1.0,False,1.0,False
2018,MS,PTB,90,1,1,1.0,False,1.0,False
2018,MS,PTB,95,1,1,1.0,False,1.0,False
2018,MS,PTC,50,1,1,1.0,False,1.0,False
2018,MS,PTC,60,1,1,1.0,False,1.0,False
2018,MS,PTC,70,1,1,1.0,False,1.0,False
2018,MS,PTC,80,1,1,1.0,False,1.0,False
2018,MS,PTC,90,1,1,1.0,False,1.0,False
2018,MS,PTC,95,1,1,1.0,False,1.0,False
2018,MS,PV,50,8,3,0.375,False,0.6664701888038719,False
2018,MS,PV,60,8,3,0.375,False,0.6664701888038719,False
2018,MS,PV,70,8,4,0.5,False,0.8452154308184414,False
2018,MS,PV,80,8,4,0.5,False,0.8452154308184414,False
2018,MS,PV,90,8,6,0.75,False,0.9458283874474339,False
2018,MS,PV,95,8,7,0.875,False,0.9930001058907075,False
2018,MS,REDE,50,3,2,0.6666666666666666,False,0.6666666666666666,True
2018,MS,REDE,60,3,2,0.6666666666666666,False,0.6666666666666666,True
2018,MS,REDE,70,3,3,1.0,False,1.0,False
2018,MS,REDE,80,3,3,1.0,False,1.0,False
2018,MS,REDE,90,3,3,1.0,False,1.0,False
2018,MS,REDE,95,3,3,1.0,False,1.0,False
2018,MS,SOLIDARIEDADE,50,2,1,0.5,False,0.7,False
2018,MS,SOLIDARIEDADE,60,2,1,0.5,False,0.7,False
2018,MS,SOLIDARIEDADE,70,2,1,0.5,False,0.7,False
2018,MS,SOLIDARIEDADE,80,2,2,1.0,False,1.0,False
2018,MS,SOLIDARIEDADE,90,2,2,1.0,False,1.0,False
2018,MS,SOLIDARIEDADE,95,2,2,1.0,False,1.0,False
2018,MT,DEM,50,2,1,0.5,False,0.8888888888888888,False
2018,MT,DEM,60,2,1,0.5,False,0.8888888888888888,False
2018,MT,DEM,70,2,1,0.5,False,0.8888888888888888,False
2018,MT,DEM,80,2,1,0.5,False,0.8888888888888888,False
2018,MT,DEM,90,2,2,1.0,False,1.0,False
2018,MT,DEM,95,2,2,1.0,False,1.0,False
2018,MT,MDB,50,7,2,0.2857142857142857,False,0.6666733198938145,True
2018,MT,MDB,60,7,2,0.2857142857142857,False,0.6666733198938145,True
2018,MT,MDB,70,7,3,0.42857142857142855,False,0.9660685415460769,False
2018,MT,MDB,80,7,3,0.42857142857142855,False,0.9660685415460769,False
2018,MT,MDB,90,7,3,0.42857142857142855,False,0.9660685415460769,False
2018,MT,MDB,95,7,3,0.42857142857142855,False,0.9660685415460769,False
2018,MT,NOVO,50,13,7,0.5384615384615384,False,0.5564278674051387,True
2018,MT,NOVO,60,13,8,0.6153846153846154,False,0.6303565561709492,True
2018,MT,NOVO,70,13,9,0.6923076923076923,False,0.7042852449367591,True
2018,MT,NOVO,80,13,11,0.8461538461538461,False,0.8521426224683795,True
2018,MT,NOVO,90,13,12,0.9230769230769231,False,0.9260713112341901,True
2018,MT,NOVO,95,13,13,1.0,False,1.0,False
2018,MT,PATRI,50,3,2,0.6666666666666666,False,0.6666666666666665,True
2018,MT,PATRI,60,3,2,0.6666666666666666,False,0.6666666666666665,True
2018,MT,PATRI,70,3,3,1.0,False,1.0,False
2018,MT,PATRI,80,3,3,1.0,False,1.0,False
2018,MT,PATRI,90,3,3,1.0,False,1.0,False
2018,MT,PATRI,95,3,3,1.0,False,1.0,False
2018,MT,PC DO B,50,2,1,0.5,False,0.6470671278322863,False
2018,MT,PC DO B,60,2,1,0.5,False,0.6470671278322863,False
2018,MT,PC DO B,70,2,2,1.0,False,1.0,False
2018,MT,PC DO B,80,2,2,1.0,False,1.0,False
2018,MT,PC DO B,90,2,2,1.0,False,1.0,False
2018,MT,PC DO B,95,2,2,1.0,False,1.0,False
2018,MT,PDT,50,4,1,0.25,False,0.6579679144028718,False
2018,MT,PDT,60,4,1,0.25,False,0.6579679144028718,False
2018,MT,PDT,70,4,2,0.5,False,0.9422487402725378,False
2018,MT,PDT,80,4,2,0.5,False,0.9422487402725378,False
2018,MT,PDT,90,4,2,0.5,False,0.9422487402725378,False
2018,MT,PDT,95,4,3,0.75,False,0.9791782305568711,False
2018,MT,PHS,50,3,2,0.6666666666666666,False,0.9317647058823529,False
2018,MT,PHS,60,3,2,0.6666666666666666,False,0.9317647058823529,False
2018,MT,PHS,70,3,2,0.6666666666666666,False,0.9317647058823529,False
2018,MT,PHS,80,3,2,0.6666666666666666,False,0.9317647058823529,False
2018,MT,PHS,90,3,2,0.6666666666666666,False,0.9317647058823529,False
2018,MT,PHS,95,3,3,1.0,False,1.0,False
2018,MT,PMB,50,1,0,0.0,True,,False
2018,MT,PMB,60,1,0,0.0,True,,False
2018,MT,PMB,70,1,0,0.0,True,,False
2018,MT,PMB,80,1,0,0.0,True,,False
2018,MT,PMB,90,1,0,0.0,True,,False
2018,MT,PMB,95,1,0,0.0,True,,False
2018,MT,PMN,50,1,1,1.0,False,1.0,False
2018,MT,PMN,60,1,1,1.0,False,1.0,False
2018,MT,PMN,70,1,1,1.0,False,1.0,False
2018,MT,PMN,80,1,1,1.0,False,1.0,False
2018,MT,PMN,90,1,1,1.0,False,1.0,False
2018,MT,PMN,95,1,1,1.0,False,1.0,False
2018,MT,PODE,50,2,1,0.5,False,0.9703409784079462,False
2018,MT,PODE,60,2,1,0.5,False,0.9703409784079462,False
2018,MT,PODE,70,2,1,0.5,False,0.9703409784079462,False
2018,MT,PODE,80,2,1,0.5,False,0.9703409784079462,False
2018,MT,PODE,90,2,1,0.5,False,0.9703409784079462,False
2018,MT,PODE,95,2,1,0.5,False,0.9703409784079462,False
2018,MT,PP,50,1,1,1.0,False,1.0,False
2018,MT,PP,60,1,1,1.0,False,1.0,False
2018,MT,PP,70,1,1,1.0,False,1.0,False
2018,MT,PP,80,1,1,1.0,False,1.0,False
2018,MT,PP,90,1,1,1.0,False,1.0,False
2018,MT,PP,95,1,1,1.0,False,1.0,False
2018,MT,PPL,50,3,1,0.3333333333333333,False,0.5555555555555556,False
2018,MT,PPL,60,3,2,0.6666666666666666,False,1.0,False
2018,MT,PPL,70,3,2,0.6666666666666666,False,1.0,False
2018,MT,PPL,80,3,2,0.6666666666666666,False,1.0,False
2018,MT,PPL,90,3,2,0.6666666666666666,False,1.0,False
2018,MT,PPL,95,3,2,0.6666666666666666,False,1.0,False
2018,MT,PPS,50,6,1,0.16666666666666666,False,0.8947058321130003,False
2018,MT,PPS,60,6,1,0.16666666666666666,False,0.8947058321130003,False
2018,MT,PPS,70,6,1,0.16666666666666666,False,0.8947058321130003,False
2018,MT,PPS,80,6,1,0.16666666666666666,False,0.8947058321130003,False
2018,MT,PPS,90,6,2,0.3333333333333333,False,0.968844352306138,False
2018,MT,PPS,95,6,2,0.3333333333333333,False,0.968844352306138,False
2018,MT,PR,50,2,1,0.5,False,0.5067365981039222,False
2018,MT,PR,60,2,2,1.0,False,1.0,False
2018,MT,PR,70,2,2,1.0,False,1.0,False
2018,MT,PR,80,2,2,1.0,False,1.0,False
2018,MT,PR,90,2,2,1.0,False,1.0,False
2018,MT,PR,95,2,2,1.0,False,1.0,False
2018,MT,PRB,50,1,1,1.0,False,1.0,False
2018,MT,PRB,60,1,1,1.0,False,1.0,False
2018,MT,PRB,70,1,1,1.0,False,1.0,False
2018,MT,PRB,80,1,1,1.0,False,1.0,False
2018,MT,PRB,90,1,1,1.0,False,1.0,False
2018,MT,PRB,95,1,1,1.0,False,1.0,False
2018,MT,PROS,50,4,2,0.5,False,0.5739988209483268,False
2018,MT,PROS,60,4,3,0.75,False,0.8169788316556084,False
2018,MT,PROS,70,4,3,0.75,False,0.8169788316556084,False
2018,MT,PROS,80,4,3,0.75,False,0.8169788316556084,False
2018,MT,PROS,90,4,4,1.0,False,1.0,False
2018,MT,PROS,95,4,4,1.0,False,1.0,False
2018,MT,PRP,50,2,1,0.5,False,1.0,False
2018,MT,PRP,60,2,1,0.5,False,1.0,False
2018,MT,PRP,70,2,1,0.5,False,1.0,False
2018,MT,PRP,80,2,1,0.5,False,1.0,False
2018,MT,PRP,90,2,1,0.5,False,1.0,False
2018,MT,PRP,95,2,1,0.5,False,1.0,False
2018,MT,PSB,50,4,1,0.25,False,0.8418781071466936,False
2018,MT,PSB,60,4,1,0.25,False,0.8418781071466936,False
2018,MT,PSB,70,4,1,0.25,False,0.8418781071466936,False
2018,MT,PSB,80,4,1,0.25,False,0.8418781071466936,False
2018,MT,PSB,90,4,2,0.5,False,0.995997669095745,False
2018,MT,PSB,95,4,2,0.5,False,0.995997669095745,False
2018,MT,PSC,50,6,1,0.16666666666666666,False,0.6024000582159417,False
2018,MT,PSC,60,6,1,0.16666666666666666,False,0.6024000582159417,False
2018,MT,PSC,70,6,2,0.3333333333333333,False,0.7228959732206668,False
2018,MT,PSC,80,6,3,0.5,False,0.8192799825352175,True
2018,MT,PSC,90,6,4,0.6666666666666666,False,0.9156639918497682,False
2018,MT,PSC,95,6,5,0.8333333333333334,False,0.9759039976713624,False
2018,MT,PSD,50,2,1,0.5,False,0.5179459080974559,False
2018,MT,PSD,60,2,2,1.0,False,1.0,False
2018,MT,PSD,70,2,2,1.0,False,1.0,False
2018,MT,PSD,80,2,2,1.0,False,1.0,False
2018,MT,PSD,90,2,2,1.0,False,1.0,False
2018,MT,PSD,95,2,2,1.0,False,1.0,False
2018,MT,PSDB,50,4,2,0.5,False,0.8428616642350647,False
2018,MT,PSDB,60,4,2,0.5,False,0.8428616642350647,False
2018,MT,PSDB,70,4,2,0.5,False,0.8428616642350647,False
2018,MT,PSDB,80,4,2,0.5,False,0.8428616642350647,False
2018,MT,PSDB,90,4,3,0.75,False,0.9980159328466042,False
2018,MT,PSDB,95,4,3,0.75,False,0.9980159328466042,False
2018,MT,PSL,50,5,2,0.4,False,0.7750343291227937,False
2018,MT,PSL,60,5,2,0.4,False,0.7750343291227937,False
2018,MT,PSL,70,5,2,0.4,False,0.7750343291227937,False
2018,MT,PSL,80,5,3,0.6,False,0.9135649447074952,False
2018,MT,PSL,90,5,3,0.6,False,0.9135649447074952,False
2018,MT,PSL,95,5,4,0.8,False,1.0,False
2018,MT,PSOL,50,9,1,0.1111111111111111,False,0.718629902837078,False
2018,MT,PSOL,60,9,1,0.1111111111111111,False,0.718629902837078,False
2018,MT,PSOL,70,9,1,0.1111111111111111,False,0.718629902837078,False
2018,MT,PSOL,80,9,3,0.3333333333333333,False,0.8258960035230452,False
2018,MT,PSOL,90,9,5,0.5555555555555556,False,0.9031156255881873,False
2018,MT,PSOL,95,9,7,0.7777777777777778,False,0.9530536210727096,True
2018,MT,PT,50,2,1,0.5,False,0.7828076333265154,False
2018,MT,PT,60,2,1,0.5,False,0.7828076333265154,False
2018,MT,PT,70,2,1,0.5,False,0.7828076333265154,False
2018,MT,PT,80,2,2,1.0,False,1.0,False
2018,MT,PT,90,2,2,1.0,False,1.0,False
2018,MT,PT,95,2,2,1.0,False,1.0,False
2018,MT,PTB,50,2,1,0.5,False,0.8096867681537604,False
2018,MT,PTB,60,2,1,0.5,False,0.8096867681537604,False
2018,MT,PTB,70,2,1,0.5,False,0.8096867681537604,False
2018,MT,PTB,80,2,1,0.5,False,0.8096867681537604,False
2018,MT,PTB,90,2,2,1.0,False,1.0,False
2018,MT,PTB,95,2,2,1.0,False,1.0,False
2018,MT,PTC,50,2,1,0.5,False,1.0,False
2018,MT,PTC,60,2,1,0.5,False,1.0,False
2018,MT,PTC,70,2,1,0.5,False,1.0,False
2018,MT,PTC,80,2,1,0.5,False,1.0,False
2018,MT,PTC,90,2,1,0.5,False,1.0,False
2018,MT,PTC,95,2,1,0.5,False,1.0,False
2018,MT,PV,50,9,3,0.3333333333333333,False,0.539588299759352,False
2018,MT,PV,60,9,4,0.4444444444444444,False,0.6678209488086226,False
2018,MT,PV,70,9,5,0.5555555555555556,False,0.7638542102111602,False
2018,MT,PV,80,9,6,0.6666666666666666,False,0.8474765848312639,False
2018,MT,PV,90,9,7,0.7777777777777778,False,0.9039667385974625,False
2018,MT,PV,95,9,8,0.8888888888888888,False,0.9548078769870412,False
2018,MT,REDE,50,6,2,0.3333333333333333,False,0.5,True
2018,MT,REDE,60,6,3,0.5,False,0.75,True
2018,MT,REDE,70,6,3,0.5,False,0.75,True
2018,MT,REDE,80,6,4,0.6666666666666666,False,1.0,False
2018,MT,REDE,90,6,4,0.6666666666666666,False,1.0,False
2018,MT,REDE,95,6,4,0.6666666666666666,False,1.0,False
2018,MT,SOLIDARIEDADE,50,2,1,0.5,False,0.9565065602399772,False
2018,MT,SOLIDARIEDADE,60,2,1,0.5,False,0.9565065602399772,False
2018,MT,SOLIDARIEDADE,70,2,1,0.5,False,0.9565065602399772,False
2018,MT,SOLIDARIEDADE,80,2,1,0.5,False,0.9565065602399772,False
2018,MT,SOLIDARIEDADE,90,2,1,0.5,False,0.9565065602399772,False
2018,MT,SOLIDARIEDADE,95,2,1,0.5,False,0.9565065602399772,False
2018,PA,AVANTE,50,2,1,0.5,False,0.9677710455072838,False
2018,PA,AVANTE,60,2,1,0.5,False,0.9677710455072838,False
2018,PA,AVANTE,70,2,1,0.5,False,0.9677710455072838,False
2018,PA,AVANTE,80,2,1,0.5,False,0.9677710455072838,False
2018,PA,AVANTE,90,2,1,0.5,False,0.9677710455072838,False
2018,PA,AVANTE,95,2,1,0.5,False,0.9677710455072838,False
2018,PA,DC,50,1,1,1.0,False,1.0,False
2018,PA,DC,60,1,1,1.0,False,1.0,False
2018,PA,DC,70,1,1,1.0,False,1.0,False
2018,PA,DC,80,1,1,1.0,False,1.0,False
2018,PA,DC,90,1,1,1.0,False,1.0,False
2018,PA,DC,95,1,1,1.0,False,1.0,False
2018,PA,DEM,50,5,1,0.2,False,0.7039784221173297,False
2018,PA,DEM,60,5,1,0.2,False,0.7039784221173297,False
2018,PA,DEM,70,5,1,0.2,False,0.7039784221173297,False
2018,PA,DEM,80,5,2,0.4,False,0.9399865138233311,False
2018,PA,DEM,90,5,2,0.4,False,0.9399865138233311,False
2018,PA,DEM,95,5,3,0.6,False,0.9939312204989885,False
2018,PA,MDB,50,6,2,0.3333333333333333,False,0.7183391997701315,False
2018,PA,MDB,60,6,2,0.3333333333333333,False,0.7183391997701315,False
2018,PA,MDB,70,6,2,0.3333333333333333,False,0.7183391997701315,False
2018,PA,MDB,80,6,3,0.5,False,0.9877163996839308,False
2018,PA,MDB,90,6,3,0.5,False,0.9877163996839308,False
2018,PA,MDB,95,6,3,0.5,False,0.9877163996839308,False
2018,PA,PATRI,50,16,0,0.0,True,,False
2018,PA,PATRI,60,16,0,0.0,True,,False
2018,PA,PATRI,70,16,0,0.0,True,,False
2018,PA,PATRI,80,16,0,0.0,True,,False
2018,PA,PATRI,90,16,0,0.0,True,,False
2018,PA,PATRI,95,16,0,0.0,True,,False
2018,PA,PC DO B,50,1,1,1.0,False,1.0,False
2018,PA,PC DO B,60,1,1,1.0,False,1.0,False
2018,PA,PC DO B,70,1,1,1.0,False,1.0,False
2018,PA,PC DO B,80,1,1,1.0,False,1.0,False
2018,PA,PC DO B,90,1,1,1.0,False,1.0,False
2018,PA,PC DO B,95,1,1,1.0,False,1.0,False
2018,PA,PCB,50,1,1,1.0,False,1.0,False
2018,PA,PCB,60,1,1,1.0,False,1.0,False
2018,PA,PCB,70,1,1,1.0,False,1.0,False
2018,PA,PCB,80,1,1,1.0,False,1.0,False
2018,PA,PCB,90,1,1,1.0,False,1.0,False
2018,PA,PCB,95,1,1,1.0,False,1.0,False
2018,PA,PDT,50,4,1,0.25,False,0.8948545861297539,False
2018,PA,PDT,60,4,1,0.25,False,0.8948545861297539,False
2018,PA,PDT,70,4,1,0.25,False,0.8948545861297539,False
2018,PA,PDT,80,4,1,0.25,False,0.8948545861297539,False
2018,PA,PDT,90,4,2,0.5,False,0.9731543624161074,False
2018,PA,PDT,95,4,2,0.5,False,0.9731543624161074,False
2018,PA,PHS,50,5,1,0.2,False,1.0,False
2018,PA,PHS,60,5,1,0.2,False,1.0,False
2018,PA,PHS,70,5,1,0.2,False,1.0,False
2018,PA,PHS,80,5,1,0.2,False,1.0,False
2018,PA,PHS,90,5,1,0.2,False,1.0,False
2018,PA,PHS,95,5,1,0.2,False,1.0,False
2018,PA,PMB,50,1,1,1.0,False,1.0,False
2018,PA,PMB,60,1,1,1.0,False,1.0,False
