Ano,Partido,Perfil,Candidatos com perfil,Perfil no núcleo (ponderado),Núcleo válido (ponderado),Ausência no núcleo (ponderada),Composição do núcleo %,Composição fora %,Entrada no núcleo entre candidatos do perfil %
2018,MDB,Vitória anterior para deputado estadual/distrital,23,16.0,86.0,0.0,18.6046511627907,3.2110091743119265,69.56521739130434
2018,MDB,Vitória anterior para prefeito,0,0.0,86.0,0.0,0.0,0.0,
2018,MDB,Vitória anterior para vereador,14,3.0,86.0,0.0,3.488372093023256,5.045871559633028,21.428571428571427
2018,MDB,Votação histórica ≥ 10% do QE,71,58.0,86.0,0.0,67.44186046511628,5.963302752293578,81.69014084507042
2018,MDB,Alguma vitória eleitoral anterior,72,54.0,86.0,0.0,62.7906976744186,8.256880733944953,75.0
2018,MDB,Sem vitória nem votação relevante registrada,223,27.0,86.0,0.0,31.3953488372093,89.90825688073394,12.10762331838565
2018,MDB,Mulheres,111,25.0,86.0,0.0,29.069767441860463,39.44954128440367,22.52252252252252
2018,MDB,Pessoas pretas ou pardas,103,14.0,86.0,0.0,16.27906976744186,40.825688073394495,13.592233009708737
2018,NOVO,Eleito federal no pleito anterior,0,0.0,127.0,0.0,0.0,0.0,
2018,NOVO,"Vitória federal mais antiga, sem vitória no pleito anterior",0,0.0,127.0,0.0,0.0,0.0,
2018,NOVO,Vitória anterior para deputado estadual/distrital,0,0.0,127.0,0.0,0.0,0.0,
2018,NOVO,Vitória anterior para prefeito,0,0.0,127.0,0.0,0.0,0.0,
2018,NOVO,Vitória anterior para vereador,2,1.0,127.0,0.0,0.7874015748031497,1.0309278350515463,50.0
2018,NOVO,Votação histórica ≥ 10% do QE,2,1.0,127.0,0.0,0.7874015748031497,1.0309278350515463,50.0
2018,NOVO,Alguma vitória eleitoral anterior,2,1.0,127.0,0.0,0.7874015748031497,1.0309278350515463,50.0
2018,NOVO,Sem vitória nem votação relevante registrada,221,126.0,127.0,0.0,99.21259842519684,97.9381443298969,57.01357466063349
2018,NOVO,Mulheres,77,37.743478260869566,127.0,0.0,29.71927422115714,40.47064096817571,49.01750423489554
2018,NOVO,Pessoas pretas ou pardas,36,22.27173913043478,127.0,0.0,17.536802464909275,14.152846257283732,61.8659420289855
2018,PATRI,Eleito federal no pleito anterior,2,2.0,49.0,0.0,4.081632653061225,0.0,100.0
2018,PATRI,"Vitória federal mais antiga, sem vitória no pleito anterior",1,1.0,49.0,0.0,2.0408163265306123,0.0,100.0
2018,PATRI,Vitória anterior para deputado estadual/distrital,6,5.0,49.0,0.0,10.204081632653061,0.3257328990228013,83.33333333333333
2018,PATRI,Vitória anterior para prefeito,1,0.0,49.0,0.0,0.0,0.3257328990228013,0.0
2018,PATRI,Vitória anterior para vereador,14,5.0,49.0,0.0,10.204081632653061,2.9315960912052117,35.714285714285715
2018,PATRI,Votação histórica ≥ 10% do QE,13,9.0,49.0,0.0,18.367346938775512,1.3029315960912051,69.23076923076923
2018,PATRI,Alguma vitória eleitoral anterior,22,11.0,49.0,0.0,22.448979591836736,3.583061889250814,50.0
2018,PATRI,Sem vitória nem votação relevante registrada,331,37.0,49.0,0.0,75.51020408163265,95.76547231270358,11.178247734138973
2018,PATRI,Mulheres,108,20.0,49.0,0.0,40.816326530612244,28.664495114006513,18.51851851851852
2018,PATRI,Pessoas pretas ou pardas,176,18.0,49.0,0.0,36.734693877551024,51.465798045602604,10.227272727272727
2018,PC DO B,Eleito federal no pleito anterior,5,5.0,40.0,0.0,12.5,0.0,100.0
2018,PC DO B,"Vitória federal mais antiga, sem vitória no pleito anterior",6,6.0,40.0,0.0,15.0,0.0,100.0
2018,PC DO B,Vitória anterior para deputado estadual/distrital,6,5.0,40.0,0.0,12.5,1.2658227848101267,83.33333333333333
2018,PC DO B,Vitória anterior para prefeito,0,0.0,40.0,0.0,0.0,0.0,
2018,PC DO B,Vitória anterior para vereador,10,7.0,40.0,0.0,17.5,3.7974683544303796,70.0
2018,PC DO B,Votação histórica ≥ 10% do QE,18,17.0,40.0,0.0,42.5,1.2658227848101267,94.44444444444444
2018,PC DO B,Alguma vitória eleitoral anterior,24,20.0,40.0,0.0,50.0,5.063291139240507,83.33333333333333
2018,PC DO B,Sem vitória nem votação relevante registrada,94,19.0,40.0,0.0,47.5,94.9367088607595,20.21276595744681
2018,PC DO B,Mulheres,45,19.5,40.0,0.0,48.75,32.278481012658226,43.333333333333336
2018,PC DO B,Pessoas pretas ou pardas,55,21.0,40.0,0.0,52.5,43.037974683544306,38.18181818181818
2018,PCB,Eleito federal no pleito anterior,0,0.0,18.0,0.0,0.0,0.0,
2018,PCB,"Vitória federal mais antiga, sem vitória no pleito anterior",0,0.0,18.0,0.0,0.0,0.0,
2018,PCB,Vitória anterior para deputado estadual/distrital,0,0.0,18.0,0.0,0.0,0.0,
2018,PCB,Vitória anterior para prefeito,0,0.0,18.0,0.0,0.0,0.0,
2018,PCB,Vitória anterior para vereador,0,0.0,18.0,0.0,0.0,0.0,
2018,PCB,Votação histórica ≥ 10% do QE,0,0.0,18.0,0.0,0.0,0.0,
2018,PCB,Alguma vitória eleitoral anterior,0,0.0,18.0,0.0,0.0,0.0,
2018,PCB,Sem vitória nem votação relevante registrada,31,18.0,18.0,0.0,100.0,100.0,58.064516129032256
2018,PCB,Mulheres,9,8.0,18.0,0.0,44.44444444444444,7.6923076923076925,88.88888888888889
2018,PCB,Pessoas pretas ou pardas,13,8.5,18.0,0.0,47.22222222222222,34.61538461538461,65.38461538461539
2018,PCO,Eleito federal no pleito anterior,0,0.0,5.0,0.0,0.0,,
2018,PCO,"Vitória federal mais antiga, sem vitória no pleito anterior",0,0.0,5.0,0.0,0.0,,
2018,PCO,Vitória anterior para deputado estadual/distrital,0,0.0,5.0,0.0,0.0,,
2018,PCO,Vitória anterior para prefeito,0,0.0,5.0,0.0,0.0,,
2018,PCO,Vitória anterior para vereador,0,0.0,5.0,0.0,0.0,,
2018,PCO,Votação histórica ≥ 10% do QE,0,0.0,5.0,0.0,0.0,,
2018,PCO,Alguma vitória eleitoral anterior,0,0.0,5.0,0.0,0.0,,
2018,PCO,Sem vitória nem votação relevante registrada,5,5.0,5.0,0.0,100.0,,100.0
2018,PCO,Mulheres,3,3.0,5.0,0.0,60.0,,100.0
2018,PCO,Pessoas pretas ou pardas,1,1.0,5.0,0.0,20.0,,100.0
2018,PDT,Eleito federal no pleito anterior,13,13.0,62.0,0.0,20.967741935483872,0.0,100.0
2018,PDT,"Vitória federal mais antiga, sem vitória no pleito anterior",7,7.0,62.0,0.0,11.290322580645162,0.0,100.0
2018,PDT,Vitória anterior para deputado estadual/distrital,17,11.0,62.0,0.0,17.741935483870968,2.898550724637681,64.70588235294117
2018,PDT,Vitória anterior para prefeito,1,0.0,62.0,0.0,0.0,0.4830917874396135,0.0
2018,PDT,Vitória anterior para vereador,9,4.0,62.0,0.0,6.451612903225806,2.4154589371980677,44.44444444444444
2018,PDT,Votação histórica ≥ 10% do QE,49,32.0,62.0,0.0,51.61290322580645,8.21256038647343,65.3061224489796
2018,PDT,Alguma vitória eleitoral anterior,44,32.0,62.0,0.0,51.61290322580645,5.797101449275362,72.72727272727273
2018,PDT,Sem vitória nem votação relevante registrada,212,26.0,62.0,0.0,41.935483870967744,89.85507246376811,12.264150943396226
2018,PDT,Mulheres,83,16.0,62.0,0.0,25.806451612903224,32.367149758454104,19.27710843373494
2018,PDT,Pessoas pretas ou pardas,118,22.0,62.0,0.0,35.483870967741936,46.3768115942029,18.64406779661017
2018,PHS,Eleito federal no pleito anterior,1,1.0,79.0,0.0,1.2658227848101267,0.0,100.0
2018,PHS,"Vitória federal mais antiga, sem vitória no pleito anterior",2,1.0,79.0,0.0,1.2658227848101267,0.4608294930875576,50.0
2018,PHS,Vitória anterior para deputado estadual/distrital,5,2.0,79.0,0.0,2.5316455696202533,1.3824884792626728,40.0
2018,PHS,Vitória anterior para prefeito,0,0.0,79.0,0.0,0.0,0.0,
2018,PHS,Vitória anterior para vereador,9,6.0,79.0,0.0,7.594936708860759,1.3824884792626728,66.66666666666667
2018,PHS,Votação histórica ≥ 10% do QE,20,10.0,79.0,0.0,12.658227848101266,4.608294930875576,50.0
2018,PHS,Alguma vitória eleitoral anterior,15,9.0,79.0,0.0,11.39240506329114,2.7649769585253456,60.0
2018,PHS,Sem vitória nem votação relevante registrada,270,65.0,79.0,0.0,82.27848101265823,94.47004608294931,24.074074074074073
2018,PHS,Mulheres,89,21.0,79.0,0.0,26.582278481012658,31.336405529953918,23.59550561797753
2018,PHS,Pessoas pretas ou pardas,146,35.5,79.0,0.0,44.936708860759495,50.92165898617512,24.315068493150687
2018,PMB,Eleito federal no pleito anterior,0,0.0,14.0,0.0,0.0,0.0,
2018,PMB,"Vitória federal mais antiga, sem vitória no pleito anterior",0,0.0,14.0,0.0,0.0,0.0,
2018,PMB,Vitória anterior para deputado estadual/distrital,0,0.0,14.0,0.0,0.0,0.0,
2018,PMB,Vitória anterior para prefeito,0,0.0,14.0,0.0,0.0,0.0,
2018,PMB,Vitória anterior para vereador,2,2.0,14.0,0.0,14.285714285714286,0.0,100.0
2018,PMB,Votação histórica ≥ 10% do QE,3,2.0,14.0,0.0,14.285714285714286,1.2195121951219512,66.66666666666667
2018,PMB,Alguma vitória eleitoral anterior,2,2.0,14.0,0.0,14.285714285714286,0.0,100.0
2018,PMB,Sem vitória nem votação relevante registrada,93,12.0,14.0,0.0,85.71428571428571,98.78048780487805,12.903225806451612
2018,PMB,Mulheres,40,8.0,14.0,0.0,57.142857142857146,39.02439024390244,20.0
2018,PMB,Pessoas pretas ou pardas,42,8.0,14.0,0.0,57.142857142857146,41.46341463414634,19.047619047619047
2018,PMN,Eleito federal no pleito anterior,0,0.0,40.0,0.0,0.0,0.0,
2018,PMN,"Vitória federal mais antiga, sem vitória no pleito anterior",0,0.0,40.0,0.0,0.0,0.0,
2018,PMN,Vitória anterior para deputado estadual/distrital,3,3.0,40.0,0.0,7.5,0.0,100.0
2018,PMN,Vitória anterior para prefeito,2,2.0,40.0,0.0,5.0,0.0,100.0
2018,PMN,Vitória anterior para vereador,7,5.0,40.0,0.0,12.5,1.6129032258064515,71.42857142857143
2018,PMN,Votação histórica ≥ 10% do QE,9,8.0,40.0,0.0,20.0,0.8064516129032258,88.88888888888889
2018,PMN,Alguma vitória eleitoral anterior,11,9.0,40.0,0.0,22.5,1.6129032258064515,81.81818181818181
2018,PMN,Sem vitória nem votação relevante registrada,149,28.0,40.0,0.0,70.0,97.58064516129032,18.79194630872483
2018,PMN,Mulheres,45,11.0,40.0,0.0,27.5,27.419354838709676,24.444444444444443
2018,PMN,Pessoas pretas ou pardas,85,20.0,40.0,0.0,50.0,52.41935483870968,23.529411764705884
2018,PODE,Eleito federal no pleito anterior,11,11.0,48.0,0.0,22.916666666666668,0.0,100.0
2018,PODE,"Vitória federal mais antiga, sem vitória no pleito anterior",2,1.0,48.0,0.0,2.0833333333333335,0.6060606060606061,50.0
2018,PODE,Vitória anterior para deputado estadual/distrital,4,4.0,48.0,0.0,8.333333333333334,0.0,100.0
2018,PODE,Vitória anterior para prefeito,0,0.0,48.0,0.0,0.0,0.0,
2018,PODE,Vitória anterior para vereador,6,2.0,48.0,0.0,4.166666666666667,2.4242424242424243,33.333333333333336
2018,PODE,Votação histórica ≥ 10% do QE,21,18.0,48.0,0.0,37.5,1.8181818181818181,85.71428571428571
2018,PODE,Alguma vitória eleitoral anterior,21,16.0,48.0,0.0,33.333333333333336,3.0303030303030303,76.19047619047619
2018,PODE,Sem vitória nem votação relevante registrada,188,29.0,48.0,0.0,60.416666666666664,96.36363636363636,15.425531914893616
2018,PODE,Mulheres,61,15.0,48.0,0.0,31.25,27.87878787878788,24.59016393442623
2018,PODE,Pessoas pretas ou pardas,85,21.0,48.0,0.0,43.75,38.78787878787879,24.705882352941178
2018,PP,Eleito federal no pleito anterior,24,24.0,74.0,0.0,32.432432432432435,0.0,100.0
2018,PP,"Vitória federal mais antiga, sem vitória no pleito anterior",11,11.0,74.0,0.0,14.864864864864865,0.0,100.0
2018,PP,Vitória anterior para deputado estadual/distrital,18,17.0,74.0,0.0,22.972972972972972,1.5384615384615385,94.44444444444444
2018,PP,Vitória anterior para prefeito,0,0.0,74.0,0.0,0.0,0.0,
2018,PP,Vitória anterior para vereador,1,1.0,74.0,0.0,1.3513513513513513,0.0,100.0
2018,PP,Votação histórica ≥ 10% do QE,51,48.0,74.0,0.0,64.86486486486487,4.615384615384615,94.11764705882354
2018,PP,Alguma vitória eleitoral anterior,47,46.0,74.0,0.0,62.16216216216216,1.5384615384615385,97.87234042553192
2018,PP,Sem vitória nem votação relevante registrada,83,21.0,74.0,0.0,28.37837837837838,95.38461538461539,25.301204819277107
2018,PP,Mulheres,37,11.0,74.0,0.0,14.864864864864865,40.0,29.72972972972973
2018,PP,Pessoas pretas ou pardas,36,13.0,74.0,0.0,17.56756756756757,35.38461538461539,36.111111111111114
2018,PPL,Eleito federal no pleito anterior,0,0.0,100.0,0.0,0.0,0.0,
2018,PPL,"Vitória federal mais antiga, sem vitória no pleito anterior",1,1.0,100.0,0.0,1.0,0.0,100.0
2018,PPL,Vitória anterior para deputado estadual/distrital,1,0.0,100.0,0.0,0.0,0.684931506849315,0.0
2018,PPL,Vitória anterior para prefeito,0,0.0,100.0,0.0,0.0,0.0,
2018,PPL,Vitória anterior para vereador,7,4.0,100.0,0.0,4.0,2.0547945205479454,57.142857142857146
2018,PPL,Votação histórica ≥ 10% do QE,4,3.0,100.0,0.0,3.0,0.684931506849315,75.0
2018,PPL,Alguma vitória eleitoral anterior,8,4.0,100.0,0.0,4.0,2.73972602739726,50.0
2018,PPL,Sem vitória nem votação relevante registrada,237,95.0,100.0,0.0,95.0,97.26027397260275,40.08438818565401
2018,PPL,Mulheres,76,40.0,100.0,0.0,40.0,24.65753424657534,52.63157894736842
2018,PPL,Pessoas pretas ou pardas,122,43.93333333333334,100.0,0.0,43.93333333333334,53.470319634703195,36.01092896174864
2018,PPS,Eleito federal no pleito anterior,5,5.0,52.0,0.0,9.615384615384615,0.0,100.0
2018,PPS,"Vitória federal mais antiga, sem vitória no pleito anterior",5,5.0,52.0,0.0,9.615384615384615,0.0,100.0
2018,PPS,Vitória anterior para deputado estadual/distrital,7,7.0,52.0,0.0,13.461538461538462,0.0,100.0
2018,PPS,Vitória anterior para prefeito,1,1.0,52.0,0.0,1.9230769230769231,0.0,100.0
2018,PPS,Vitória anterior para vereador,7,4.0,52.0,0.0,7.6923076923076925,4.054054054054054,57.142857142857146
2018,PPS,Votação histórica ≥ 10% do QE,17,17.0,52.0,0.0,32.69230769230769,0.0,100.0
2018,PPS,Alguma vitória eleitoral anterior,20,17.0,52.0,0.0,32.69230769230769,4.054054054054054,85.0
2018,PPS,Sem vitória nem votação relevante registrada,104,33.0,52.0,0.0,63.46153846153846,95.94594594594595,31.73076923076923
2018,PPS,Mulheres,38,17.0,52.0,0.0,32.69230769230769,28.37837837837838,44.73684210526316
2018,PPS,Pessoas pretas ou pardas,39,17.0,52.0,0.0,32.69230769230769,29.72972972972973,43.58974358974359
2018,PR,Eleito federal no pleito anterior,22,22.0,69.0,0.0,31.884057971014492,0.0,100.0
2018,PR,"Vitória federal mais antiga, sem vitória no pleito anterior",14,14.0,69.0,0.0,20.28985507246377,0.0,100.0
2018,PR,Vitória anterior para deputado estadual/distrital,21,21.0,69.0,0.0,30.434782608695652,0.0,100.0
2018,PR,Vitória anterior para prefeito,0,0.0,69.0,0.0,0.0,0.0,
2018,PR,Vitória anterior para vereador,6,4.0,69.0,0.0,5.797101449275362,2.4096385542168677,66.66666666666667
2018,PR,Votação histórica ≥ 10% do QE,51,49.0,69.0,0.0,71.01449275362319,2.4096385542168677,96.07843137254902
2018,PR,Alguma vitória eleitoral anterior,49,47.0,69.0,0.0,68.1159420289855,2.4096385542168677,95.91836734693878
2018,PR,Sem vitória nem votação relevante registrada,97,18.0,69.0,0.0,26.08695652173913,95.18072289156626,18.556701030927837
2018,PR,Mulheres,48,13.5,69.0,0.0,19.565217391304348,41.566265060240966,28.125
2018,PR,Pessoas pretas ou pardas,54,19.5,69.0,0.0,28.26086956521739,41.566265060240966,36.111111111111114
2018,PRB,Eleito federal no pleito anterior,10,10.0,68.0,0.0,14.705882352941176,0.0,100.0
2018,PRB,"Vitória federal mais antiga, sem vitória no pleito anterior",3,3.0,68.0,0.0,4.411764705882353,0.0,100.0
2018,PRB,Vitória anterior para deputado estadual/distrital,20,18.0,68.0,0.0,26.470588235294116,1.1111111111111112,90.0
2018,PRB,Vitória anterior para prefeito,2,2.0,68.0,0.0,2.9411764705882355,0.0,100.0
2018,PRB,Vitória anterior para vereador,8,1.0,68.0,0.0,1.4705882352941178,3.888888888888889,12.5
2018,PRB,Votação histórica ≥ 10% do QE,37,33.0,68.0,0.0,48.529411764705884,2.2222222222222223,89.1891891891892
2018,PRB,Alguma vitória eleitoral anterior,39,30.0,68.0,0.0,44.11764705882353,5.0,76.92307692307692
2018,PRB,Sem vitória nem votação relevante registrada,202,33.0,68.0,0.0,48.529411764705884,93.88888888888889,16.336633663366335
2018,PRB,Mulheres,78,18.0,68.0,0.0,26.470588235294116,33.333333333333336,23.076923076923077
2018,PRB,Pessoas pretas ou pardas,84,20.0,68.0,0.0,29.41176470588235,35.55555555555556,23.80952380952381
2018,PROS,Eleito federal no pleito anterior,4,4.0,54.0,0.0,7.407407407407407,0.0,100.0
2018,PROS,"Vitória federal mais antiga, sem vitória no pleito anterior",4,4.0,54.0,0.0,7.407407407407407,0.0,100.0
2018,PROS,Vitória anterior para deputado estadual/distrital,11,10.0,54.0,0.0,18.51851851851852,0.4672897196261682,90.9090909090909
2018,PROS,Vitória anterior para prefeito,0,0.0,54.0,0.0,0.0,0.0,
2018,PROS,Vitória anterior para vereador,17,8.0,54.0,0.0,14.814814814814815,4.205607476635514,47.05882352941177
2018,PROS,Votação histórica ≥ 10% do QE,28,19.0,54.0,0.0,35.18518518518518,4.205607476635514,67.85714285714286
2018,PROS,Alguma vitória eleitoral anterior,33,22.0,54.0,0.0,40.74074074074074,5.140186915887851,66.66666666666667
2018,PROS,Sem vitória nem votação relevante registrada,227,30.0,54.0,0.0,55.55555555555556,92.05607476635514,13.215859030837004
2018,PROS,Mulheres,80,15.0,54.0,0.0,27.77777777777778,30.373831775700936,18.75
2018,PROS,Pessoas pretas ou pardas,97,16.0,54.0,0.0,29.62962962962963,37.850467289719624,16.49484536082474
2018,PRP,Eleito federal no pleito anterior,0,0.0,49.0,0.0,0.0,0.0,
2018,PRP,"Vitória federal mais antiga, sem vitória no pleito anterior",0,0.0,49.0,0.0,0.0,0.0,
2018,PRP,Vitória anterior para deputado estadual/distrital,0,0.0,49.0,0.0,0.0,0.0,
2018,PRP,Vitória anterior para prefeito,0,0.0,49.0,0.0,0.0,0.0,
2018,PRP,Vitória anterior para vereador,11,3.0,49.0,0.0,6.122448979591836,3.902439024390244,27.272727272727273
2018,PRP,Votação histórica ≥ 10% do QE,7,5.0,49.0,0.0,10.204081632653061,0.975609756097561,71.42857142857143
2018,PRP,Alguma vitória eleitoral anterior,12,4.0,49.0,0.0,8.16326530612245,3.902439024390244,33.333333333333336
2018,PRP,Sem vitória nem votação relevante registrada,237,42.0,49.0,0.0,85.71428571428571,95.1219512195122,17.72151898734177
2018,PRP,Mulheres,84,18.0,49.0,0.0,36.734693877551024,32.19512195121951,21.428571428571427
2018,PRP,Pessoas pretas ou pardas,119,23.0,49.0,0.0,46.93877551020408,46.829268292682926,19.327731092436974
2018,PRTB,Eleito federal no pleito anterior,0,0.0,73.0,0.0,0.0,0.0,
2018,PRTB,"Vitória federal mais antiga, sem vitória no pleito anterior",0,0.0,73.0,0.0,0.0,0.0,
2018,PRTB,Vitória anterior para deputado estadual/distrital,1,0.0,73.0,0.0,0.0,0.4716981132075472,0.0
2018,PRTB,Vitória anterior para prefeito,2,0.0,73.0,0.0,0.0,0.9433962264150944,0.0
2018,PRTB,Vitória anterior para vereador,5,2.5,73.0,0.0,3.4246575342465753,1.179245283018868,50.0
2018,PRTB,Votação histórica ≥ 10% do QE,8,3.0,73.0,0.0,4.109589041095891,2.358490566037736,37.5
2018,PRTB,Alguma vitória eleitoral anterior,8,2.5,73.0,0.0,3.4246575342465753,2.5943396226415096,31.25
2018,PRTB,Sem vitória nem votação relevante registrada,275,69.5,73.0,0.0,95.20547945205479,96.93396226415095,25.272727272727273
2018,PRTB,Mulheres,92,33.5,73.0,0.0,45.89041095890411,27.59433962264151,36.41304347826087
2018,PRTB,Pessoas pretas ou pardas,118,25.0,73.0,0.0,34.24657534246575,43.867924528301884,21.1864406779661
2018,PSB,Eleito federal no pleito anterior,14,13.0,70.0,2.0,18.571428571428573,0.6535947712418301,92.85714285714286
2018,PSB,"Vitória federal mais antiga, sem vitória no pleito anterior",10,10.0,70.0,2.0,14.285714285714286,0.0,100.0
2018,PSB,Vitória anterior para deputado estadual/distrital,18,17.0,70.0,2.0,24.285714285714285,0.6535947712418301,94.44444444444444
2018,PSB,Vitória anterior para prefeito,1,1.0,70.0,2.0,1.4285714285714286,0.0,100.0
2018,PSB,Vitória anterior para vereador,7,2.0,70.0,2.0,2.857142857142857,3.2679738562091503,28.571428571428573
2018,PSB,Votação histórica ≥ 10% do QE,47,41.0,70.0,2.0,58.57142857142857,3.9215686274509802,87.23404255319149
2018,PSB,Alguma vitória eleitoral anterior,43,36.0,70.0,2.0,51.42857142857143,4.57516339869281,83.72093023255815
2018,PSB,Sem vitória nem votação relevante registrada,168,26.0,70.0,2.0,37.142857142857146,92.81045751633987,15.476190476190476
2018,PSB,Mulheres,70,17.0,70.0,2.0,24.285714285714285,34.64052287581699,24.285714285714285
2018,PSB,Pessoas pretas ou pardas,71,13.0,70.0,2.0,18.571428571428573,37.908496732026144,18.309859154929576
2018,PSC,Eleito federal no pleito anterior,5,5.0,40.0,0.0,12.5,0.0,100.0
2018,PSC,"Vitória federal mais antiga, sem vitória no pleito anterior",2,2.0,40.0,0.0,5.0,0.0,100.0
2018,PSC,Vitória anterior para deputado estadual/distrital,11,11.0,40.0,0.0,27.5,0.0,100.0
2018,PSC,Vitória anterior para prefeito,0,0.0,40.0,0.0,0.0,0.0,
2018,PSC,Vitória anterior para vereador,7,2.0,40.0,0.0,5.0,3.7593984962406015,28.571428571428573
