Ano,Partido,UF,C,E,K,A,M,magnitude,esperado,amplitude,cobertura,precisao
2018,PODE,RN,3,0,1.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,PODE,RO,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PODE,RR,6,0,5.0,0.0,8,8–12,0.0,83.33333333333333,,0.0
2018,PODE,RS,1,0,1.0,0.0,31,16–31,0.0,100.0,,0.0
2018,PODE,SC,5,0,1.0,0.0,16,16–31,0.0,20.0,,0.0
2018,PODE,SE,4,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PODE,SP,73,3,5.0,3.0,70,39–70,0.2054794520547945,6.8493150684931505,100.0,60.0
2018,PODE,TO,1,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PP,AC,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PP,AL,5,1,2.0,1.0,9,8–12,0.4,40.0,100.0,50.0
2018,PP,AM,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PP,AP,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PP,BA,8,4,5.0,4.0,39,39–70,2.5,62.5,100.0,80.0
2018,PP,CE,3,1,2.0,1.0,22,16–31,0.6666666666666666,66.66666666666667,100.0,50.0
2018,PP,DF,2,1,2.0,1.0,8,8–12,1.0,100.0,100.0,50.0
2018,PP,ES,7,1,3.0,1.0,10,8–12,0.42857142857142855,42.857142857142854,100.0,33.333333333333336
2018,PP,GO,6,2,4.0,2.0,17,16–31,1.3333333333333333,66.66666666666667,100.0,50.0
2018,PP,MA,4,1,2.0,1.0,18,16–31,0.5,50.0,100.0,50.0
2018,PP,MG,8,2,5.0,2.0,53,39–70,1.25,62.5,100.0,40.0
2018,PP,MT,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PP,PA,1,0,1.0,0.0,17,16–31,0.0,100.0,,0.0
2018,PP,PB,7,1,4.0,1.0,12,8–12,0.5714285714285714,57.142857142857146,100.0,25.0
2018,PP,PE,8,2,4.0,2.0,25,16–31,1.0,50.0,100.0,50.0
2018,PP,PI,5,2,3.0,2.0,10,8–12,1.2,60.0,100.0,66.66666666666667
2018,PP,PR,10,2,6.0,2.0,30,16–31,1.2,60.0,100.0,33.333333333333336
2018,PP,RJ,13,2,4.0,2.0,46,39–70,0.6153846153846154,30.76923076923077,100.0,50.0
2018,PP,RN,3,1,2.0,1.0,8,8–12,0.6666666666666666,66.66666666666667,100.0,50.0
2018,PP,RO,4,1,1.0,1.0,8,8–12,0.25,25.0,100.0,100.0
2018,PP,RR,3,1,1.0,1.0,8,8–12,0.3333333333333333,33.333333333333336,100.0,100.0
2018,PP,RS,18,4,7.0,4.0,31,16–31,1.5555555555555556,38.888888888888886,100.0,57.142857142857146
2018,PP,SC,9,1,4.0,1.0,16,16–31,0.4444444444444444,44.44444444444444,100.0,25.0
2018,PP,SE,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PP,SP,6,4,5.0,4.0,70,39–70,3.3333333333333335,83.33333333333333,100.0,80.0
2018,PP,TO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PPL,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PPL,AL,2,0,2.0,0.0,9,8–12,0.0,100.0,,0.0
2018,PPL,AM,5,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PPL,AP,3,0,3.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PPL,BA,9,1,1.0,1.0,39,39–70,0.1111111111111111,11.11111111111111,100.0,100.0
2018,PPL,CE,2,0,0.0,0.0,22,16–31,0.0,0.0,,
2018,PPL,DF,13,0,6.0,0.0,8,8–12,0.0,46.15384615384615,,0.0
2018,PPL,ES,1,0,1.0,0.0,10,8–12,0.0,100.0,,0.0
2018,PPL,MA,1,0,0.0,0.0,18,16–31,0.0,0.0,,
2018,PPL,MG,28,0,1.0,0.0,53,39–70,0.0,3.5714285714285716,,0.0
2018,PPL,MS,3,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PPL,MT,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PPL,PA,7,0,4.0,0.0,17,16–31,0.0,57.142857142857146,,0.0
2018,PPL,PB,1,0,0.0,0.0,12,8–12,0.0,0.0,,
2018,PPL,PE,17,0,8.0,0.0,25,16–31,0.0,47.05882352941177,,0.0
2018,PPL,PR,25,0,20.0,0.0,30,16–31,0.0,80.0,,0.0
2018,PPL,RJ,40,0,10.0,0.0,46,39–70,0.0,25.0,,0.0
2018,PPL,RN,4,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PPL,RR,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PPL,RS,22,0,10.0,0.0,31,16–31,0.0,45.45454545454545,,0.0
2018,PPL,SC,2,0,1.0,0.0,16,16–31,0.0,50.0,,0.0
2018,PPL,SE,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PPL,SP,51,0,27.0,0.0,70,39–70,0.0,52.94117647058823,,0.0
2018,PPL,TO,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PPS,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PPS,AL,1,0,1.0,0.0,9,8–12,0.0,100.0,,0.0
2018,PPS,AM,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PPS,BA,1,0,1.0,0.0,39,39–70,0.0,100.0,,0.0
2018,PPS,CE,5,0,1.0,0.0,22,16–31,0.0,20.0,,0.0
2018,PPS,DF,4,1,2.0,1.0,8,8–12,0.5,50.0,100.0,50.0
2018,PPS,ES,5,1,3.0,1.0,10,8–12,0.6,60.0,100.0,33.333333333333336
2018,PPS,GO,1,0,1.0,0.0,17,16–31,0.0,100.0,,0.0
2018,PPS,MA,1,0,0.0,0.0,18,16–31,0.0,0.0,,
2018,PPS,MG,14,0,3.0,0.0,53,39–70,0.0,21.428571428571427,,0.0
2018,PPS,MS,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PPS,MT,6,0,1.0,0.0,8,8–12,0.0,16.666666666666668,,0.0
2018,PPS,PA,1,0,1.0,0.0,17,16–31,0.0,100.0,,0.0
2018,PPS,PB,3,0,1.0,0.0,12,8–12,0.0,33.333333333333336,,0.0
2018,PPS,PE,4,1,1.0,1.0,25,16–31,0.25,25.0,100.0,100.0
2018,PPS,PI,4,0,2.0,0.0,10,8–12,0.0,50.0,,0.0
2018,PPS,PR,4,1,1.0,1.0,30,16–31,0.25,25.0,100.0,100.0
2018,PPS,RJ,14,1,6.0,1.0,46,39–70,0.42857142857142855,42.857142857142854,100.0,16.666666666666668
2018,PPS,RN,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PPS,RO,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PPS,RR,4,0,3.0,0.0,8,8–12,0.0,75.0,,0.0
2018,PPS,RS,30,0,11.0,0.0,31,16–31,0.0,36.666666666666664,,0.0
2018,PPS,SC,2,1,1.0,1.0,16,16–31,0.5,50.0,100.0,100.0
2018,PPS,SE,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PPS,SP,11,2,4.0,2.0,70,39–70,0.7272727272727273,36.36363636363637,100.0,50.0
2018,PPS,TO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PR,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PR,AL,1,1,1.0,1.0,9,8–12,1.0,100.0,100.0,100.0
2018,PR,AM,3,1,2.0,1.0,8,8–12,0.6666666666666666,66.66666666666667,100.0,50.0
2018,PR,AP,7,1,3.0,1.0,8,8–12,0.42857142857142855,42.857142857142854,100.0,33.333333333333336
2018,PR,BA,3,2,3.0,2.0,39,39–70,2.0,100.0,100.0,66.66666666666667
2018,PR,CE,4,1,2.0,1.0,22,16–31,0.5,50.0,100.0,50.0
2018,PR,DF,5,1,2.0,1.0,8,8–12,0.4,40.0,100.0,50.0
2018,PR,ES,3,1,2.0,1.0,10,8–12,0.6666666666666666,66.66666666666667,100.0,50.0
2018,PR,GO,1,1,1.0,1.0,17,16–31,1.0,100.0,100.0,100.0
2018,PR,MA,4,2,3.0,2.0,18,16–31,1.5,75.0,100.0,66.66666666666667
2018,PR,MG,6,1,6.0,1.0,53,39–70,1.0,100.0,100.0,16.666666666666668
2018,PR,MS,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PR,MT,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PR,PA,1,1,1.0,1.0,17,16–31,1.0,100.0,100.0,100.0
2018,PR,PB,2,1,1.0,1.0,12,8–12,0.5,50.0,100.0,100.0
2018,PR,PE,11,1,2.0,1.0,25,16–31,0.18181818181818182,18.181818181818183,100.0,50.0
2018,PR,PI,1,1,1.0,1.0,10,8–12,1.0,100.0,100.0,100.0
2018,PR,PR,3,3,3.0,3.0,30,16–31,3.0,100.0,100.0,100.0
2018,PR,RJ,26,2,7.0,2.0,46,39–70,0.5384615384615384,26.923076923076923,100.0,28.571428571428573
2018,PR,RN,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PR,RO,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PR,RR,6,1,3.0,1.0,8,8–12,0.5,50.0,100.0,33.333333333333336
2018,PR,RS,7,1,1.0,1.0,31,16–31,0.14285714285714285,14.285714285714286,100.0,100.0
2018,PR,SC,1,0,1.0,0.0,16,16–31,0.0,100.0,,0.0
2018,PR,SE,4,1,2.0,1.0,8,8–12,0.5,50.0,100.0,50.0
2018,PR,SP,44,7,15.0,7.0,70,39–70,2.3863636363636362,34.09090909090909,100.0,46.666666666666664
2018,PR,TO,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PRB,AL,1,1,1.0,1.0,9,8–12,1.0,100.0,100.0,100.0
2018,PRB,AM,2,2,2.0,2.0,8,8–12,2.0,100.0,100.0,100.0
2018,PRB,AP,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PRB,BA,4,2,3.0,2.0,39,39–70,1.5,75.0,100.0,66.66666666666667
2018,PRB,CE,1,0,1.0,0.0,22,16–31,0.0,100.0,,0.0
2018,PRB,DF,3,1,1.0,1.0,8,8–12,0.3333333333333333,33.333333333333336,100.0,100.0
2018,PRB,ES,10,1,4.0,1.0,10,8–12,0.4,40.0,100.0,25.0
2018,PRB,GO,1,1,1.0,1.0,17,16–31,1.0,100.0,100.0,100.0
2018,PRB,MA,2,1,1.0,1.0,18,16–31,0.5,50.0,100.0,100.0
2018,PRB,MG,8,2,5.0,2.0,53,39–70,1.25,62.5,100.0,40.0
2018,PRB,MS,3,0,1.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,PRB,MT,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PRB,PA,1,1,1.0,1.0,17,16–31,1.0,100.0,100.0,100.0
2018,PRB,PB,3,1,2.0,1.0,12,8–12,0.6666666666666666,66.66666666666667,100.0,50.0
2018,PRB,PE,3,2,2.0,2.0,25,16–31,1.3333333333333333,66.66666666666667,100.0,100.0
2018,PRB,PI,5,0,2.0,0.0,10,8–12,0.0,40.0,,0.0
2018,PRB,PR,22,2,4.0,2.0,30,16–31,0.36363636363636365,18.181818181818183,100.0,50.0
2018,PRB,RJ,59,2,8.0,2.0,46,39–70,0.2711864406779661,13.559322033898304,100.0,25.0
2018,PRB,RN,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PRB,RO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PRB,RR,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PRB,RS,7,1,2.0,1.0,31,16–31,0.2857142857142857,28.571428571428573,100.0,50.0
2018,PRB,SC,5,1,2.0,1.0,16,16–31,0.4,40.0,100.0,50.0
2018,PRB,SE,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PRB,SP,97,6,17.0,6.0,70,39–70,1.0515463917525774,17.52577319587629,100.0,35.294117647058826
2018,PRB,TO,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PROS,AC,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PROS,AL,1,0,0.0,0.0,9,8–12,0.0,0.0,,
2018,PROS,AM,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PROS,AP,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PROS,BA,12,0,1.0,0.0,39,39–70,0.0,8.333333333333334,,0.0
2018,PROS,CE,30,2,6.0,2.0,22,16–31,0.4,20.0,100.0,33.333333333333336
2018,PROS,DF,7,0,3.0,0.0,8,8–12,0.0,42.857142857142854,,0.0
2018,PROS,ES,3,0,1.0,0.0,10,8–12,0.0,33.333333333333336,,0.0
2018,PROS,GO,1,0,1.0,0.0,17,16–31,0.0,100.0,,0.0
2018,PROS,MA,3,0,2.0,0.0,18,16–31,0.0,66.66666666666667,,0.0
2018,PROS,MG,33,2,4.0,2.0,53,39–70,0.24242424242424243,12.121212121212121,100.0,50.0
2018,PROS,MS,4,0,3.0,0.0,8,8–12,0.0,75.0,,0.0
2018,PROS,MT,4,0,4.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PROS,PA,1,0,1.0,0.0,17,16–31,0.0,100.0,,0.0
2018,PROS,PB,1,0,1.0,0.0,12,8–12,0.0,100.0,,0.0
2018,PROS,PE,19,0,1.0,0.0,25,16–31,0.0,5.2631578947368425,,0.0
2018,PROS,PI,6,0,1.0,0.0,10,8–12,0.0,16.666666666666668,,0.0
2018,PROS,PR,5,2,3.0,1.0,30,16–31,1.2,60.0,50.0,33.333333333333336
2018,PROS,RJ,11,1,2.0,1.0,46,39–70,0.18181818181818182,18.181818181818183,100.0,50.0
2018,PROS,RN,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PROS,RO,4,0,1.0,0.0,8,8–12,0.0,25.0,,0.0
2018,PROS,RR,6,0,1.0,0.0,8,8–12,0.0,16.666666666666668,,0.0
2018,PROS,RS,9,0,1.0,0.0,31,16–31,0.0,11.11111111111111,,0.0
2018,PROS,SC,2,0,1.0,0.0,16,16–31,0.0,50.0,,0.0
2018,PROS,SE,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PROS,SP,97,0,9.0,0.0,70,39–70,0.0,9.278350515463918,,0.0
2018,PROS,TO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PRP,AC,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PRP,AM,4,0,1.0,0.0,8,8–12,0.0,25.0,,0.0
2018,PRP,AP,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PRP,BA,11,1,1.0,0.0,39,39–70,0.09090909090909091,9.090909090909092,0.0,0.0
2018,PRP,CE,1,0,1.0,0.0,22,16–31,0.0,100.0,,0.0
2018,PRP,DF,9,1,2.0,1.0,8,8–12,0.2222222222222222,22.22222222222222,100.0,50.0
2018,PRP,ES,3,0,3.0,0.0,10,8–12,0.0,100.0,,0.0
2018,PRP,GO,4,1,1.0,1.0,17,16–31,0.25,25.0,100.0,100.0
2018,PRP,MA,1,0,0.0,0.0,18,16–31,0.0,0.0,,
2018,PRP,MG,5,0,2.0,0.0,53,39–70,0.0,40.0,,0.0
2018,PRP,MS,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PRP,MT,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PRP,PA,10,0,0.0,0.0,17,16–31,0.0,0.0,,
2018,PRP,PB,5,0,2.0,0.0,12,8–12,0.0,40.0,,0.0
2018,PRP,PE,14,0,1.0,0.0,25,16–31,0.0,7.142857142857143,,0.0
2018,PRP,PI,10,0,5.0,0.0,10,8–12,0.0,50.0,,0.0
2018,PRP,PR,5,0,2.0,0.0,30,16–31,0.0,40.0,,0.0
2018,PRP,RJ,57,1,2.0,0.0,46,39–70,0.03508771929824561,3.508771929824561,0.0,0.0
2018,PRP,RN,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PRP,RO,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PRP,RR,4,0,4.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PRP,RS,8,0,3.0,0.0,31,16–31,0.0,37.5,,0.0
2018,PRP,SC,9,0,3.0,0.0,16,16–31,0.0,33.333333333333336,,0.0
2018,PRP,SP,78,0,9.0,0.0,70,39–70,0.0,11.538461538461538,,0.0
2018,PRP,TO,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PRTB,AC,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PRTB,AL,2,0,1.0,0.0,9,8–12,0.0,50.0,,0.0
2018,PRTB,AM,3,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PRTB,BA,9,0,2.0,0.0,39,39–70,0.0,22.22222222222222,,0.0
2018,PRTB,CE,5,0,4.0,0.0,22,16–31,0.0,80.0,,0.0
2018,PRTB,DF,5,0,4.0,0.0,8,8–12,0.0,80.0,,0.0
2018,PRTB,ES,6,0,2.0,0.0,10,8–12,0.0,33.333333333333336,,0.0
2018,PRTB,GO,10,0,8.0,0.0,17,16–31,0.0,80.0,,0.0
2018,PRTB,MA,4,0,1.0,0.0,18,16–31,0.0,25.0,,0.0
2018,PRTB,MG,52,0,1.0,0.0,53,39–70,0.0,1.9230769230769231,,0.0
2018,PRTB,MS,3,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PRTB,PA,4,0,3.0,0.0,17,16–31,0.0,75.0,,0.0
2018,PRTB,PB,7,0,4.0,0.0,12,8–12,0.0,57.142857142857146,,0.0
2018,PRTB,PE,3,0,2.0,0.0,25,16–31,0.0,66.66666666666667,,0.0
2018,PRTB,PI,8,0,0.0,0.0,10,8–12,0.0,0.0,,
2018,PRTB,PR,37,0,11.0,0.0,30,16–31,0.0,29.72972972972973,,0.0
2018,PRTB,RJ,52,0,5.0,0.0,46,39–70,0.0,9.615384615384615,,0.0
2018,PRTB,RN,11,0,4.0,0.0,8,8–12,0.0,36.36363636363637,,0.0
2018,PRTB,RO,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PRTB,RR,4,0,3.0,0.0,8,8–12,0.0,75.0,,0.0
2018,PRTB,SC,5,0,2.0,0.0,16,16–31,0.0,40.0,,0.0
2018,PRTB,SE,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PRTB,SP,39,0,6.0,0.0,70,39–70,0.0,15.384615384615385,,0.0
2018,PRTB,TO,10,0,7.0,0.0,8,8–12,0.0,70.0,,0.0
2018,PSB,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSB,AL,2,1,1.0,1.0,9,8–12,0.5,50.0,100.0,100.0
2018,PSB,AM,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSB,AP,8,1,2.0,1.0,8,8–12,0.25,25.0,100.0,50.0
2018,PSB,BA,6,2,2.0,2.0,39,39–70,0.6666666666666666,33.333333333333336,100.0,100.0
2018,PSB,CE,3,1,2.0,1.0,22,16–31,0.6666666666666666,66.66666666666667,100.0,50.0
2018,PSB,DF,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSB,ES,10,2,3.0,1.0,10,8–12,0.6,30.0,50.0,33.333333333333336
2018,PSB,GO,2,1,1.0,1.0,17,16–31,0.5,50.0,100.0,100.0
2018,PSB,MA,4,1,1.0,1.0,18,16–31,0.25,25.0,100.0,100.0
2018,PSB,MG,26,3,7.0,3.0,53,39–70,0.8076923076923077,26.923076923076923,100.0,42.857142857142854
2018,PSB,MS,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSB,MT,4,0,1.0,0.0,8,8–12,0.0,25.0,,0.0
2018,PSB,PA,1,1,1.0,1.0,17,16–31,1.0,100.0,100.0,100.0
2018,PSB,PB,4,1,2.0,1.0,12,8–12,0.5,50.0,100.0,50.0
2018,PSB,PE,16,5,8.0,5.0,25,16–31,2.5,50.0,100.0,62.5
2018,PSB,PI,4,1,2.0,1.0,10,8–12,0.5,50.0,100.0,50.0
2018,PSB,PR,9,2,3.0,2.0,30,16–31,0.6666666666666666,33.333333333333336,100.0,66.66666666666667
2018,PSB,RJ,15,1,2.0,1.0,46,39–70,0.13333333333333333,13.333333333333334,100.0,50.0
2018,PSB,RN,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PSB,RO,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PSB,RR,5,0,2.0,0.0,8,8–12,0.0,40.0,,0.0
2018,PSB,RS,29,2,7.0,2.0,31,16–31,0.4827586206896552,24.137931034482758,100.0,28.571428571428573
2018,PSB,SC,13,1,4.0,1.0,16,16–31,0.3076923076923077,30.76923076923077,100.0,25.0
2018,PSB,SE,6,0,2.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,PSB,SP,48,4,9.0,2.0,70,39–70,0.75,18.75,50.0,22.22222222222222
2018,PSB,TO,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PSC,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSC,AL,2,0,2.0,0.0,9,8–12,0.0,100.0,,0.0
2018,PSC,AM,4,0,1.0,0.0,8,8–12,0.0,25.0,,0.0
2018,PSC,AP,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PSC,BA,9,0,2.0,0.0,39,39–70,0.0,22.22222222222222,,0.0
2018,PSC,CE,1,0,1.0,0.0,22,16–31,0.0,100.0,,0.0
2018,PSC,DF,4,0,3.0,0.0,8,8–12,0.0,75.0,,0.0
2018,PSC,ES,1,0,1.0,0.0,10,8–12,0.0,100.0,,0.0
2018,PSC,GO,6,1,1.0,1.0,17,16–31,0.16666666666666666,16.666666666666668,100.0,100.0
2018,PSC,MA,3,0,1.0,0.0,18,16–31,0.0,33.333333333333336,,0.0
2018,PSC,MG,34,1,4.0,1.0,53,39–70,0.11764705882352941,11.764705882352942,100.0,25.0
2018,PSC,MS,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSC,MT,6,0,2.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,PSC,PA,2,0,1.0,0.0,17,16–31,0.0,50.0,,0.0
2018,PSC,PB,3,0,2.0,0.0,12,8–12,0.0,66.66666666666667,,0.0
2018,PSC,PE,6,1,1.0,1.0,25,16–31,0.16666666666666666,16.666666666666668,100.0,100.0
2018,PSC,PI,6,0,1.0,0.0,10,8–12,0.0,16.666666666666668,,0.0
2018,PSC,PR,7,1,3.0,1.0,30,16–31,0.42857142857142855,42.857142857142854,100.0,33.333333333333336
2018,PSC,RJ,54,1,4.0,0.0,46,39–70,0.07407407407407407,7.407407407407407,0.0,0.0
2018,PSC,RN,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PSC,RO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSC,RR,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PSC,RS,9,0,1.0,0.0,31,16–31,0.0,11.11111111111111,,0.0
2018,PSC,SC,1,0,1.0,0.0,16,16–31,0.0,100.0,,0.0
2018,PSC,SE,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSC,SP,3,1,1.0,1.0,70,39–70,0.3333333333333333,33.333333333333336,100.0,100.0
2018,PSC,TO,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PSD,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSD,AL,2,1,2.0,1.0,9,8–12,1.0,100.0,100.0,50.0
2018,PSD,AM,4,1,3.0,1.0,8,8–12,0.75,75.0,100.0,33.333333333333336
2018,PSD,AP,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PSD,BA,10,5,9.0,5.0,39,39–70,4.5,90.0,100.0,55.55555555555556
2018,PSD,CE,5,1,2.0,1.0,22,16–31,0.4,40.0,100.0,50.0
2018,PSD,DF,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSD,ES,2,0,2.0,0.0,10,8–12,0.0,100.0,,0.0
2018,PSD,GO,5,1,3.0,1.0,17,16–31,0.6,60.0,100.0,33.333333333333336
2018,PSD,MA,2,1,2.0,1.0,18,16–31,1.0,100.0,100.0,50.0
2018,PSD,MG,11,3,5.0,3.0,53,39–70,1.3636363636363635,45.45454545454545,100.0,60.0
2018,PSD,MS,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PSD,MT,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSD,PA,4,3,2.0,2.0,17,16–31,1.5,50.0,66.66666666666667,100.0
2018,PSD,PB,2,0,0.0,0.0,12,8–12,0.0,0.0,,
2018,PSD,PE,1,1,1.0,1.0,25,16–31,1.0,100.0,100.0,100.0
2018,PSD,PI,1,1,1.0,1.0,10,8–12,1.0,100.0,100.0,100.0
2018,PSD,PR,22,4,7.0,3.0,30,16–31,1.2727272727272727,31.818181818181817,75.0,42.857142857142854
2018,PSD,RJ,56,3,9.0,3.0,46,39–70,0.48214285714285715,16.071428571428573,100.0,33.333333333333336
2018,PSD,RN,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PSD,RO,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PSD,RR,4,1,1.0,0.0,8,8–12,0.25,25.0,0.0,0.0
2018,PSD,RS,17,1,3.0,1.0,31,16–31,0.17647058823529413,17.647058823529413,100.0,33.333333333333336
2018,PSD,SC,9,2,3.0,2.0,16,16–31,0.6666666666666666,33.333333333333336,100.0,66.66666666666667
2018,PSD,SE,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PSD,SP,22,2,10.0,2.0,70,39–70,0.9090909090909091,45.45454545454545,100.0,20.0
2018,PSD,TO,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSDB,AC,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PSDB,AL,3,1,2.0,1.0,9,8–12,0.6666666666666666,66.66666666666667,100.0,50.0
2018,PSDB,AM,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSDB,AP,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PSDB,BA,8,1,3.0,1.0,39,39–70,0.375,37.5,100.0,33.333333333333336
2018,PSDB,CE,13,1,4.0,1.0,22,16–31,0.3076923076923077,30.76923076923077,100.0,25.0
2018,PSDB,DF,8,0,5.0,0.0,8,8–12,0.0,62.5,,0.0
2018,PSDB,ES,3,0,1.0,0.0,10,8–12,0.0,33.333333333333336,,0.0
2018,PSDB,GO,6,1,4.0,1.0,17,16–31,0.6666666666666666,66.66666666666667,100.0,25.0
2018,PSDB,MA,11,0,3.0,0.0,18,16–31,0.0,27.272727272727273,,0.0
2018,PSDB,MG,20,5,8.0,5.0,53,39–70,2.0,40.0,100.0,62.5
2018,PSDB,MS,5,2,4.0,2.0,8,8–12,1.6,80.0,100.0,50.0
2018,PSDB,MT,4,1,3.0,0.0,8,8–12,0.75,75.0,0.0,0.0
2018,PSDB,PA,6,2,3.0,1.0,17,16–31,1.0,50.0,50.0,33.333333333333336
2018,PSDB,PB,8,3,4.0,3.0,12,8–12,1.5,50.0,100.0,75.0
2018,PSDB,PE,4,0,2.0,0.0,25,16–31,0.0,50.0,,0.0
2018,PSDB,PI,5,0,2.0,0.0,10,8–12,0.0,40.0,,0.0
