ano,uf,partido,C,recebedores,R_l,NECr,k,soma_w,E,H_eleitos,esperado_eleitos,G_comp,H_comp,empate_fronteira,q,n_no_bloco,E_maior_k,k_igual_C,k_maior_recebedores
2018,DF,PTB,1,1,185000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,185000.0,1,False,True,False
2018,DF,PTC,6,6,250000.0,1.543209876543209,2,1.9999999999999998,0,0.0,0.0,1,1.0,True,10000.0,5,False,False,False
2018,DF,PV,2,2,584300.0,1.5480725661317998,2,2.0,1,1.0,1.0,1,1.0,False,134300.0,1,False,True,False
2018,DF,REDE,6,3,91600.0,1.0357079375111096,1,1.0,0,0.0,0.0,0,0.0,False,90000.0,1,False,False,False
2018,DF,SOLIDARIEDADE,1,1,641737.3200000001,1.0,1,1.0,0,0.0,0.0,1,1.0,False,641737.3200000001,1,False,True,False
2018,ES,AVANTE,2,2,35913.1,1.999973185488534,2,2.0,0,0.0,0.0,0,0.0,False,17890.8,1,False,True,False
2018,ES,DC,11,9,36826.97,8.980873830739938,9,9.0,0,0.0,0.0,0,0.0,False,3557.81,1,False,False,False
2018,ES,DEM,2,1,1650000.0,1.0,1,1.0,1,1.0,0.5,1,1.0,False,1650000.0,1,False,False,False
2018,ES,MDB,4,3,2514835.5,1.1075548826215342,1,1.0,0,0.0,0.0,1,1.0,False,2387918.8,1,False,False,False
2018,ES,NOVO,6,6,10880.64,5.999999999999999,6,6.0,0,0.0,0.0,0,0.0,True,1813.4399999999998,6,False,True,False
2018,ES,PATRI,1,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,ES,PC DO B,1,1,1063606.81,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1063606.81,1,False,True,False
2018,ES,PDT,5,5,759896.7,1.1762816331711787,1,1.0,1,1.0,0.2,2,1.0,False,699896.7,1,False,False,False
2018,ES,PHS,3,2,100000.0,2.0,2,2.0,0,0.0,0.0,0,0.0,True,50000.0,2,False,False,False
2018,ES,PMB,5,5,37486.0,3.6584590283211242,4,4.0,0,0.0,0.0,0,0.0,False,5000.0,1,False,False,False
2018,ES,PMN,1,1,300.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,300.0,1,False,True,False
2018,ES,PODE,6,6,1200.0,5.999999999999999,6,6.0,0,0.0,0.0,1,1.0,True,200.0,6,False,True,False
2018,ES,PP,7,7,2742747.81,3.432388164756608,3,3.0,1,1.0,0.42857142857142855,1,1.0,False,219383.81,1,False,False,False
2018,ES,PPL,1,1,16000.0,1.0,1,1.0,0,0.0,0.0,1,1.0,False,16000.0,1,False,True,False
2018,ES,PPS,5,4,1475646.22,3.3448573986858525,3,3.0,1,1.0,0.6,2,2.0,False,292032.03,1,False,False,False
2018,ES,PR,3,3,3857975.71,1.936422051236024,2,2.0,1,1.0,0.6666666666666666,2,2.0,False,1547975.71,1,False,False,False
2018,ES,PRB,10,10,3283391.369999999,3.5257091643356606,4,4.0,1,1.0,0.4,3,2.0,False,309900.99,1,False,False,False
2018,ES,PROS,3,2,412656.04,1.0245267943648109,1,1.0,0,0.0,0.0,1,1.0,False,407656.04,1,False,False,False
2018,ES,PRP,3,3,191365.05,2.5350114680334532,3,3.0,0,0.0,0.0,1,1.0,False,30362.55,1,False,True,False
2018,ES,PRTB,6,2,2000.0,2.0,2,2.0,0,0.0,0.0,0,0.0,True,1000.0,2,False,False,False
2018,ES,PSB,10,10,2351055.0,2.9299555364783654,3,3.0,2,1.0,0.6,2,2.0,False,250000.0,1,False,False,False
2018,ES,PSC,1,1,1040000.0,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1040000.0,1,False,True,False
2018,ES,PSD,2,2,1016500.0,1.5895952023180746,2,2.0,0,0.0,0.0,1,1.0,False,250000.0,1,False,True,False
2018,ES,PSDB,3,3,1110350.0,1.0685305127620035,1,1.0,0,0.0,0.0,1,1.0,False,1073800.0,1,False,False,False
2018,ES,PSL,7,5,310884.65,1.1717220965184063,1,1.0,1,1.0,0.14285714285714285,0,0.0,False,286884.65,1,False,False,False
2018,ES,PSOL,7,7,24604.119999999995,6.800004164200665,7,7.0,0,0.0,0.0,0,0.0,False,3114.92,1,False,True,False
2018,ES,PT,15,15,1594500.0,2.5892391628966362,3,3.0,1,1.0,0.2,2,2.0,True,74500.0,2,False,False,False
2018,ES,PTB,13,9,190815.0,3.400822893768848,3,3.0,0,0.0,0.0,1,1.0,False,13000.0,1,False,False,False
2018,ES,PTC,1,1,60000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,60000.0,1,False,True,False
2018,ES,PV,5,5,189457.68,4.382984334650654,4,4.0,0,0.0,0.0,0,0.0,False,29332.969999999998,1,False,False,False
2018,ES,REDE,6,2,190800.0,1.0084209033413256,1,1.0,0,0.0,0.0,1,0.0,False,190000.0,1,False,False,False
2018,ES,SOLIDARIEDADE,2,2,1278000.0,1.0480491579847075,1,1.0,0,0.0,0.0,1,1.0,False,1248000.0,1,False,False,False
2018,GO,AVANTE,6,0,0.0,,0,0.0,0,0.0,0.0,1,0.0,False,,0,False,False,False
2018,GO,DC,12,8,71489.11,1.7663041395334493,2,2.0,0,0.0,0.0,1,0.0,False,4390.0,1,False,False,False
2018,GO,DEM,6,6,1887150.2399999998,3.407298400883113,3,3.0,2,2.0,1.0,1,1.0,False,501577.74,1,False,False,False
2018,GO,MDB,14,6,1130250.0,1.811223441345992,2,2.0,0,0.0,0.0,2,1.0,False,250000.0,1,False,False,False
2018,GO,NOVO,6,6,10094.96,4.591900645271427,5,5.0,0,0.0,0.0,0,0.0,True,1099.1599999999999,4,False,False,False
2018,GO,PATRI,8,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,GO,PC DO B,3,3,175368.65,1.0045748488831083,1,1.0,0,0.0,0.0,1,1.0,False,174968.65,1,False,False,False
2018,GO,PCB,1,1,3835.98,1.0,1,1.0,0,0.0,0.0,0,0.0,False,3835.98,1,False,True,False
2018,GO,PCO,1,1,2350.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,2350.0,1,False,True,False
2018,GO,PDT,2,1,1518566.19,1.0,1,1.0,1,1.0,0.5,1,1.0,False,1518566.19,1,False,False,False
2018,GO,PHS,20,20,827935.6699999999,7.996844343058318,8,8.0,0,0.0,0.0,1,1.0,True,30600.0,2,False,False,False
2018,GO,PMN,4,2,81886.19,1.8995157623588004,2,2.0,0,0.0,0.0,2,2.0,False,31526.19,1,False,False,False
2018,GO,PODE,4,3,447846.19,1.6864950264666756,2,2.0,1,1.0,0.5,1,1.0,False,125206.19,1,False,False,False
2018,GO,PP,6,5,7050887.2,3.7176348269423087,4,4.0,2,2.0,1.3333333333333333,3,3.0,False,1156940.0,1,False,False,False
2018,GO,PPS,1,1,1168128.11,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1168128.11,1,False,True,False
2018,GO,PR,1,1,2000000.0,1.0,1,1.0,1,1.0,1.0,1,1.0,False,2000000.0,1,False,True,False
2018,GO,PRB,1,1,1315830.0,1.0,1,1.0,1,1.0,1.0,1,1.0,False,1315830.0,1,False,True,False
2018,GO,PROS,1,1,1793697.52,1.0,1,1.0,0,0.0,0.0,0,0.0,False,1793697.52,1,False,True,False
2018,GO,PRP,4,4,527987.3200000001,1.109293190649776,1,1.0,1,1.0,0.25,1,1.0,False,500898.33,1,False,False,False
2018,GO,PRTB,10,10,9910.98,7.63384745039461,8,8.0,0,0.0,0.0,0,0.0,True,500.31,4,False,False,False
2018,GO,PSB,2,1,572117.5,1.0,1,1.0,1,1.0,0.5,1,1.0,False,572117.5,1,False,False,False
2018,GO,PSC,6,3,182456.65999999997,1.39514106442264,1,1.0,1,1.0,0.16666666666666666,0,0.0,False,151528.33,1,False,False,False
2018,GO,PSD,5,5,1620000.0,2.7486384583158774,3,3.0,1,1.0,0.6,1,1.0,True,240000.0,2,False,False,False
2018,GO,PSDB,6,5,3204500.0,3.6435120803442356,4,4.0,1,1.0,0.6666666666666666,4,3.0,False,252250.0,1,False,False,False
2018,GO,PSL,9,4,457294.33,1.1790044895614054,1,1.0,2,1.0,0.2222222222222222,1,1.0,False,420208.33,1,True,False,False
2018,GO,PSOL,16,15,43886.33,13.14105051022461,13,13.0,0,0.0,0.0,0,0.0,False,1760.78,1,False,False,False
2018,GO,PT,15,14,1220715.15,1.791354459714147,2,2.0,1,1.0,0.13333333333333333,2,2.0,False,81310.0,1,False,False,False
2018,GO,PTB,3,3,1602845.0,1.7613378910819448,2,2.0,0,0.0,0.0,1,1.0,False,351170.0,1,False,False,False
2018,GO,PTC,11,7,283331.42000000004,1.461758957832192,1,1.0,0,0.0,0.0,0,0.0,False,231526.19,1,False,False,False
2018,GO,PV,5,5,367285.79000000004,4.361534424354454,4,4.0,0,0.0,0.0,0,0.0,False,73280.0,1,False,False,False
2018,GO,REDE,7,5,3576.4799999999996,4.896995264913722,5,5.0,0,0.0,0.0,0,0.0,True,588.24,2,False,False,False
2018,GO,SOLIDARIEDADE,1,1,650000.0,1.0,1,1.0,1,1.0,1.0,0,0.0,False,650000.0,1,False,True,False
2018,MA,AVANTE,1,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MA,DC,2,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MA,DEM,2,2,866000.0,1.4013782896949674,1,1.0,1,1.0,0.5,1,1.0,False,716000.0,1,False,False,False
2018,MA,MDB,8,8,4872500.0,3.486935241205785,3,3.0,2,2.0,0.75,3,3.0,True,1502500.0,3,False,False,False
2018,MA,PATRI,6,1,350000.0,1.0,1,1.0,1,1.0,0.16666666666666666,0,0.0,False,350000.0,1,False,False,False
2018,MA,PC DO B,4,4,1604300.0,2.010749922357006,2,2.0,2,2.0,1.0,1,1.0,True,800000.0,2,False,False,False
2018,MA,PCB,2,2,8119.1,2.0,2,2.0,0,0.0,0.0,0,0.0,True,4059.55,2,False,True,False
2018,MA,PDT,8,7,1237200.0,2.8911145811265877,3,3.0,1,1.0,0.375,4,2.0,False,152400.0,1,False,False,False
2018,MA,PHS,12,7,427300.0,6.051062020428784,6,6.0,0,0.0,0.0,0,0.0,True,70000.0,5,False,False,False
2018,MA,PMB,3,2,55000.0,1.095022624434389,1,1.0,0,0.0,0.0,0,0.0,False,52500.0,1,False,False,False
2018,MA,PMN,12,9,703000.0,2.7919992768729274,3,3.0,2,2.0,0.5,2,2.0,False,50000.0,1,False,False,False
2018,MA,PODE,5,4,885000.0,1.9559842667166136,2,2.0,1,1.0,0.4,1,1.0,False,140000.0,1,False,False,False
2018,MA,PP,4,4,3570528.0,1.8879293794206964,2,2.0,1,1.0,0.5,2,2.0,False,1192040.0,1,False,False,False
2018,MA,PPL,1,0,0.0,,0,0.0,0,0.0,0.0,1,0.0,False,,0,False,False,False
2018,MA,PPS,1,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MA,PR,4,4,4930000.0,2.972167532864567,3,3.0,2,2.0,1.5,2,2.0,False,1450000.0,1,False,False,False
2018,MA,PRB,2,2,975000.0,1.0634281399446264,1,1.0,1,1.0,0.5,1,1.0,False,945000.0,1,False,False,False
2018,MA,PROS,3,3,1093940.0,1.8759648455363747,2,2.0,0,0.0,0.0,1,1.0,False,373850.0,1,False,False,False
2018,MA,PRP,1,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MA,PRTB,4,1,29982.15,1.0,1,1.0,0,0.0,0.0,0,0.0,False,29982.15,1,False,False,False
2018,MA,PSB,4,3,600000.0,1.4117647058823528,1,1.0,1,1.0,0.25,1,1.0,False,500000.0,1,False,False,False
2018,MA,PSC,3,1,1400000.0,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1400000.0,1,False,False,False
2018,MA,PSD,2,2,1399800.0,1.9983518676324643,2,2.0,1,1.0,1.0,2,2.0,False,679800.0,1,False,True,False
2018,MA,PSDB,11,10,2296250.0,2.6181592338947115,3,3.0000000000000004,0,0.0,0.0,2,2.0,True,52250.0,3,False,False,False
2018,MA,PSL,23,2,180.0,2.0,2,2.0,0,0.0,0.0,4,0.0,True,90.0,2,False,False,False
2018,MA,PSOL,15,15,53514.90000000001,14.989544421430715,15,15.0,0,0.0,0.0,0,0.0,False,3270.66,1,False,True,False
2018,MA,PSTU,3,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MA,PT,22,21,1359846.0,2.296518024396556,2,2.0,1,1.0,0.09090909090909091,3,1.5,True,81500.0,2,False,False,False
2018,MA,PTB,3,3,1330000.0,1.2191743056034188,1,1.0,1,1.0,0.3333333333333333,0,0.0,False,1200000.0,1,False,False,False
2018,MA,PTC,3,3,30000.0,3.0,3,3.0,0,0.0,0.0,0,0.0,True,10000.0,3,False,True,False
2018,MA,PV,6,4,353000.0,2.4415663299795245,2,2.0,0,0.0,0.0,1,1.0,False,105000.0,1,False,False,False
2018,MA,REDE,5,2,1890.9,1.6963588787170087,2,2.0,0,0.0,0.0,0,0.0,False,545.45,1,False,False,False
2018,MA,SOLIDARIEDADE,2,2,1250500.0,1.1734578693047673,1,1.0,0,0.0,0.0,1,1.0,False,1150000.0,1,False,False,False
2018,MG,AVANTE,77,73,6280452.739999999,6.202472298517105,6,6.0,3,2.0,0.23376623376623376,4,2.0,False,204512.5,1,False,False,False
2018,MG,DC,11,8,19434.53,4.717812723557575,5,5.0,0,0.0,0.0,1,1.0,True,500.0,4,False,False,False
2018,MG,DEM,13,12,3706092.13,3.8383070023142576,4,4.0,1,1.0,0.3076923076923077,2,2.0,False,367176.2,1,False,False,False
2018,MG,MDB,20,19,11365693.78,8.120222671285726,8,8.0,4,3.0,1.6,8,6.0,False,131045.86,1,False,False,False
2018,MG,NOVO,36,36,113038.52,14.888526341174165,15,15.0,2,2.0,0.8333333333333334,0,0.0,True,1099.1599999999999,23,False,False,False
2018,MG,PATRI,33,16,1679267.4,1.992227028641935,2,2.0,2,1.0,0.12121212121212122,2,2.0,False,540000.0,1,False,False,False
2018,MG,PC DO B,8,1,1476948.46,1.0,1,1.0,0,0.0,0.0,2,1.0,False,1476948.46,1,False,False,False
2018,MG,PCB,12,12,164770.0,3.13026549147838,3,3.0,0,0.0,0.0,0,0.0,True,12963.89,2,False,False,False
2018,MG,PDT,24,24,1396833.18,3.611422180668848,4,4.0,2,2.0,0.3333333333333333,2,2.0,False,80000.0,1,False,False,False
2018,MG,PHS,71,60,2779157.16,2.1755198878304363,2,2.0,2,1.0,0.056338028169014086,4,1.0,False,165000.0,1,False,False,False
2018,MG,PMB,5,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MG,PMN,12,4,185030.0,1.4608769995222954,1,1.0,1,1.0,0.08333333333333333,0,0.0,False,150075.0,1,False,False,False
2018,MG,PODE,26,17,2755229.4199999995,3.68201525605569,4,4.0,1,0.0,0.15384615384615385,2,2.0,False,271416.66,1,False,False,False
2018,MG,PP,8,6,10335651.27,4.932780416872103,5,5.0,2,2.0,1.25,2,2.0,False,1843510.07,1,False,False,False
2018,MG,PPL,28,1,400.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,400.0,1,False,False,False
2018,MG,PPS,14,8,1473011.0,2.8291727568195455,3,3.0,0,0.0,0.0,1,1.0,False,90292.37,1,False,False,False
2018,MG,PR,6,6,10773013.129999999,5.830287347244083,6,6.0,1,1.0,1.0,6,6.0,False,1510580.0,1,False,True,False
2018,MG,PRB,8,8,6507577.279999999,4.591203211244668,5,5.0,2,2.0,1.25,2,2.0,False,467623.39,1,False,False,False
2018,MG,PROS,33,13,4083750.26,3.934154434231291,4,4.0,2,2.0,0.24242424242424243,4,2.0,False,295417.78,1,False,False,False
2018,MG,PRP,5,5,196135.75,2.066951353322148,2,2.0,0,0.0,0.0,0,0.0,False,59872.0,1,False,False,False
2018,MG,PRTB,52,22,224267.96,1.020555745155322,1,1.0,0,0.0,0.0,1,0.0,False,221996.81,1,False,False,False
2018,MG,PSB,26,14,4904350.0,6.616167971159441,7,7.0,3,3.0,0.8076923076923077,2,2.0,False,350000.0,1,False,False,False
2018,MG,PSC,34,13,3398561.2,4.173651687246089,4,4.0,1,1.0,0.11764705882352941,1,1.0,False,251800.0,1,False,False,False
2018,MG,PSD,11,11,5063166.06,5.223306199089714,5,5.0,3,3.0,1.3636363636363635,5,5.0,False,351603.75,1,False,False,False
2018,MG,PSDB,20,20,9865844.739999998,7.979559411491126,8,8.0,5,5.0,2.0,7,7.0,False,507426.03,1,False,False,False
2018,MG,PSL,76,44,376894.98,4.003611007259799,4,4.0,6,1.0,0.3157894736842105,3,0.0,False,24660.0,1,True,False,False
2018,MG,PSOL,33,32,184621.39,13.50737832964293,14,14.0,1,1.0,0.42424242424242425,0,0.0,False,4735.06,1,False,False,False
2018,MG,PSTU,5,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MG,PT,26,26,10045076.62,14.088227047997137,14,14.0,8,8.0,4.3076923076923075,13,11.0,False,394715.1,1,False,False,False
2018,MG,PTB,20,13,2750719.3600000003,3.56338954214995,4,4.0,0,0.0,0.0,4,3.0,False,176837.28,1,False,False,False
2018,MG,PTC,25,22,524401.3,1.3180125463428423,1,1.0,0,0.0,0.0,0,0.0,False,455607.8,1,False,False,False
2018,MG,PV,14,14,1245770.91,9.001610366883341,9,9.0,0,0.0,0.0,0,0.0,False,57500.479999999996,1,False,False,False
2018,MG,REDE,25,19,148058.56,1.1152118329671692,1,1.0,0,0.0,0.0,0,0.0,False,140172.41,1,False,False,False
2018,MG,SOLIDARIEDADE,8,4,1105105.93,1.0025493284264264,1,1.0,1,1.0,0.125,1,1.0,False,1103699.68,1,False,False,False
2018,MS,AVANTE,1,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MS,DC,1,1,17000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,17000.0,1,False,True,False
2018,MS,DEM,5,2,1550000.0,1.2899328859060404,1,1.0,1,1.0,0.2,1,1.0,False,1350000.0,1,False,False,False
2018,MS,MDB,11,11,1811960.0,2.6044711476938387,3,3.0,0,0.0,0.0,1,0.0,False,112000.0,1,False,False,False
2018,MS,NOVO,5,5,8311.8,4.433966123982481,4,4.0,0,0.0,0.0,0,0.0,True,1099.1599999999999,2,False,False,False
2018,MS,PATRI,2,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MS,PC DO B,4,1,22000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,22000.0,1,False,False,False
2018,MS,PDT,8,4,730000.0,1.5326430831176303,2,2.0,1,1.0,0.25,1,1.0,False,100000.0,1,False,False,False
2018,MS,PHS,4,3,36000.0,2.8421052631578947,3,3.0,0,0.0,0.0,0,0.0,True,10000.0,2,False,False,False
2018,MS,PMB,1,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MS,PMN,1,1,50000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,50000.0,1,False,True,False
2018,MS,PODE,5,4,800.0,4.0,4,4.0,0,0.0,0.0,0,0.0,True,200.0,4,False,False,False
2018,MS,PPL,3,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MS,PPS,2,2,103008.01,1.7031077698628982,2,2.0,0,0.0,0.0,0,0.0,False,30000.0,1,False,True,False
2018,MS,PR,1,1,100000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,100000.0,1,False,True,False
2018,MS,PRB,3,3,1673250.71,1.1489195658016333,1,1.0,0,0.0,0.0,1,1.0,False,1558250.71,1,False,False,False
2018,MS,PROS,4,4,858950.0,3.433138024034709,3,3.0,0,0.0,0.0,1,1.0,True,207500.0,2,False,False,False
2018,MS,PRP,2,1,35000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,35000.0,1,False,False,False
2018,MS,PRTB,3,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MS,PSB,1,1,1300000.0,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1300000.0,1,False,True,False
2018,MS,PSC,2,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MS,PSD,2,2,630000.0,1.2848818387827774,1,1.0,1,1.0,0.5,1,1.0,False,550000.0,1,False,False,False
2018,MS,PSDB,5,5,2745427.75,3.7845416563376597,4,4.0,2,2.0,1.6,3,3.0,False,202250.0,1,False,False,False
2018,MS,PSL,4,0,0.0,,0,0.0,2,0.0,0.0,0,0.0,False,,0,True,False,False
2018,MS,PSOL,6,6,23676.85,5.353472298493993,5,5.0,0,0.0,0.0,0,0.0,False,2103.28,1,False,False,False
2018,MS,PT,16,16,1915656.13,4.3680716742733035,4,4.0,1,1.0,0.25,2,2.0,False,122545.47,1,False,False,False
2018,MS,PTB,1,1,39496.7,1.0,1,1.0,0,0.0,0.0,0,0.0,False,39496.7,1,False,True,False
2018,MS,PTC,1,1,150000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,150000.0,1,False,True,False
2018,MS,PV,8,8,81026.94,5.063846539294533,5,5.0,0,0.0,0.0,0,0.0,False,4260.18,1,False,False,False
2018,MS,REDE,3,3,5280.0,3.0,3,3.0,0,0.0,0.0,0,0.0,True,1760.0,3,False,True,False
2018,MS,SOLIDARIEDADE,2,2,600000.0,1.7241379310344829,2,2.0,0,0.0,0.0,0,0.0,False,180000.0,1,False,True,False
2018,MT,DEM,2,2,450000.0,1.2461538461538462,1,1.0,0,0.0,0.0,1,1.0,False,400000.0,1,False,False,False
2018,MT,MDB,7,7,5010100.0,3.179843008567156,3,3.0,2,1.0,0.8571428571428571,3,2.0,True,1500000.0,2,False,False,False
2018,MT,NOVO,13,13,25689.079999999998,12.767832554958797,13,13.0,0,0.0,0.0,0,0.0,True,1899.1599999999999,12,False,True,False
2018,MT,PATRI,3,3,4800.0,3.0,3,3.0,0,0.0,0.0,0,0.0,True,1600.0,3,False,True,False
2018,MT,PC DO B,2,2,28334.0,1.840747778885517,2,2.0,0,0.0,0.0,0,0.0,False,10000.0,1,False,True,False
2018,MT,PDT,4,4,1200666.45,1.939733648399493,2,2.0,0,0.0,0.0,1,0.0,False,341326.45,1,False,False,False
2018,MT,PHS,3,3,85000.0,2.2792085704551477,2,2.0,0,0.0,0.0,0,0.0,True,39600.0,2,False,False,False
2018,MT,PMB,1,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,MT,PMN,1,1,40630.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,40630.0,1,False,True,False
2018,MT,PODE,2,2,1006574.0,1.061074074082154,1,1.0,1,1.0,0.5,1,1.0,False,976720.0,1,False,False,False
2018,MT,PP,1,1,2163379.83,1.0,1,1.0,0,0.0,0.0,1,1.0,False,2163379.83,1,False,True,False
2018,MT,PPL,3,2,1800.0,1.975609756097561,2,2.0,0,0.0,0.0,0,0.0,False,800.0,1,False,False,False
2018,MT,PPS,6,5,497377.88,1.2400848064347922,1,1.0,0,0.0,0.0,0,0.0,False,445006.89,1,False,False,False
2018,MT,PR,2,2,1977556.0,1.999637011860044,2,2.0,0,0.0,0.0,1,1.0,False,975456.0,1,False,True,False
2018,MT,PRB,1,1,1325875.64,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1325875.64,1,False,True,False
2018,MT,PROS,4,4,754776.08,3.873587287640396,4,4.0,0,0.0,0.0,0,0.0,False,138140.0,1,False,True,False
2018,MT,PRP,2,1,120000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,120000.0,1,False,False,False
2018,MT,PSB,4,4,778616.28,1.3651492772267728,1,1.0,0,0.0,0.0,0,0.0,False,655500.0,1,False,False,False
2018,MT,PSC,6,6,830013.2,2.4987860534772226,2,2.0,0,0.0,0.0,0,0.0,False,100013.2,1,False,False,False
2018,MT,PSD,2,2,762299.6799999999,1.9974268698245707,2,2.0,0,0.0,0.0,0,0.0,False,367469.68,1,False,True,False
2018,MT,PSDB,4,4,1095683.68,2.6282784077257224,3,3.0,1,0.0,0.75,0,0.0,False,170000.0,1,False,False,False
2018,MT,PSL,5,4,69416.28,2.8838248235879473,3,3.0,1,1.0,0.6,1,1.0,False,9616.28,1,False,False,False
2018,MT,PSOL,9,9,111040.30000000002,1.8955113302744468,2,2.0,0,0.0,0.0,0,0.0,False,6048.43,1,False,False,False
2018,MT,PT,2,2,1056666.97,1.5152426250020032,2,2.0,1,1.0,1.0,0,0.0,False,229500.0,1,False,True,False
2018,MT,PTB,2,2,1872353.68,1.4454798491114031,1,1.0,1,1.0,0.5,0,0.0,False,1516020.0,1,False,False,False
2018,MT,PTC,2,1,80000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,80000.0,1,False,False,False
2018,MT,PV,9,9,177022.0,7.15142525384827,7,7.0,0,0.0,0.0,0,0.0,False,10000.0,1,False,False,False
2018,MT,REDE,6,4,76.36,4.0,4,4.0,0,0.0,0.0,0,0.0,True,19.09,4,False,False,False
2018,MT,SOLIDARIEDADE,2,2,934048.91,1.0907546252782676,1,1.0,1,1.0,0.5,0,0.0,False,893423.91,1,False,False,False
2018,PA,AVANTE,2,2,155140.0,1.0665307172418992,1,1.0,0,0.0,0.0,0,0.0,False,150140.0,1,False,False,False
2018,PA,DC,1,1,20828.78,1.0,1,1.0,0,0.0,0.0,0,0.0,False,20828.78,1,False,True,False
2018,PA,DEM,5,4,1483000.0,1.8042975854795695,2,2.0,2,2.0,0.8,2,2.0,False,350000.0,1,False,False,False
2018,PA,MDB,6,4,5568400.0,3.0237006824327017,3,3.0,2,2.0,1.0,4,3.0,False,1500000.0,1,False,False,False
2018,PA,PATRI,16,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,PA,PC DO B,1,1,1237594.58,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1237594.58,1,False,True,False
2018,PA,PCB,1,1,10101.11,1.0,1,1.0,0,0.0,0.0,0,0.0,False,10101.11,1,False,True,False
2018,PA,PDT,4,3,447000.0,1.2382118002838216,1,1.0,0,0.0,0.0,1,1.0,False,400000.0,1,False,False,False
2018,PA,PHS,5,1,26250.0,1.0,1,1.0,0,0.0,0.0,1,1.0,False,26250.0,1,False,False,False
2018,PA,PMB,1,1,80000.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,80000.0,1,False,True,False
2018,PA,PMN,3,1,100000.0,1.0,1,1.0,0,0.0,0.0,1,0.0,False,100000.0,1,False,False,False
2018,PA,PODE,1,1,777400.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,777400.0,1,False,True,False
2018,PA,PP,1,1,1593372.0,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1593372.0,1,False,True,False
2018,PA,PPL,7,5,4800.0,3.5337423312883436,4,4.0,0,0.0,0.0,0,0.0,True,500.0,2,False,False,False
2018,PA,PPS,1,1,1168128.11,1.0,1,1.0,0,0.0,0.0,1,1.0,False,1168128.11,1,False,True,False
2018,PA,PR,1,1,888515.03,1.0,1,1.0,1,1.0,1.0,0,0.0,False,888515.03,1,False,True,False
2018,PA,PRB,1,1,789031.0,1.0,1,1.0,1,1.0,1.0,0,0.0,False,789031.0,1,False,True,False
2018,PA,PROS,1,1,513885.0,1.0,1,1.0,0,0.0,0.0,0,0.0,False,513885.0,1,False,True,False
2018,PA,PRP,10,0,0.0,,0,0.0,0,0.0,0.0,0,0.0,False,,0,False,False,False
2018,PA,PRTB,4,3,4890.0,3.0,3,3.0,0,0.0,0.0,0,0.0,True,1630.0,3,False,False,False
2018,PA,PSB,1,1,545600.0,1.0,1,1.0,1,1.0,1.0,1,1.0,False,545600.0,1,False,True,False
