desfecho,ano,universo,observado,esperado_analitico,media_perm,sd_perm,p2_5,p97_5,max_perm,lift_obs,lift_p2_5,lift_p97_5,p_valor,replicas
competitividade,2018,todos,716.75,382.5413834297511,382.5465996212121,10.635934902008373,361.6098611111111,402.81146464646463,421.38888888888897,1.8736534948816124,0.9452829857753579,1.0529879435134,0.0004997501249375312,2000
competitividade,2018,recebedores,716.75,425.04982796215967,424.8961055555556,10.381398647552393,403.8568055555555,444.3591666666667,461.1888888888889,1.686272885784603,0.9501399106353929,1.0454284119983834,0.0004997501249375312,2000
competitividade,2022,todos,1064.115233785822,563.0315686910831,563.2781214555052,14.133457125760875,534.9682975113122,590.3892269984916,608.5713423831071,1.8899743690387405,0.9501568424573219,1.0485899189827113,0.0004997501249375312,2000
competitividade,2022,recebedores,1064.115233785822,574.8163182505616,575.0033211915535,13.722100677490543,546.7851244343892,601.6479449472097,616.7239064856711,1.8512265570755349,0.9512345197480048,1.0466786099224,0.0004997501249375312,2000
eleicao,2018,todos,445.0,224.57235494333048,224.52423324549846,8.714428061045217,207.12761034255598,241.6866864295125,254.68502415458937,1.9815439888506898,0.9223201599984264,1.0762085408531281,0.0004997501249375312,2000
eleicao,2018,recebedores,445.0,249.6946466584356,249.65254625603865,8.562989363727386,232.10348429951688,266.2487137681159,275.7480676328502,1.782176774533449,0.9295493011390742,1.0662972447796413,0.0004997501249375312,2000
eleicao,2022,todos,475.1923076923077,224.41886437676425,224.72548216440418,9.42142094485232,206.13050904977376,243.15264140271492,264.6203619909502,2.1174347754230407,0.918507941042393,1.0834768372880614,0.0004997501249375312,2000
eleicao,2022,recebedores,475.1923076923077,231.98667713942743,231.87569087481143,9.468117093238234,213.68914404223227,250.0549773755656,265.689592760181,2.0483603349631587,0.9211267934744457,1.0778850771041428,0.0004997501249375312,2000
