ano,grupo,candidaturas,competitivos_pct,posicoes_nucleo,share_posicoes_nucleo,precisao_comp_no_grupo,precisao_eleitos_no_grupo
2018,mulheres,2414,4.473902236951118,761.9545893719807,0.3287120747937794,13.124141700153306,9.810295920864595
2018,homens,5212,14.927091327705295,1554.0454106280192,0.6704251124365915,39.686742471107046,23.76056693547836
2022,mulheres,3404,5.963572267920094,1383.8890580247107,0.3618956741696419,12.955488860941598,6.22270868578881
2022,homens,6268,17.294192724952136,2438.1109419752893,0.6375813132780568,36.291442927891545,15.958130386048138
