ano_eleicao,sg_uf,sg_partido,nr_candidato,nm_candidato,comp_rrd,comp_texto,comp_cod_ok,comp_cod_kf,vit_texto,qe_texto,vit_prefeito_rrd,vit_prefeito_ok,vit_distrital,qe_majoritario,qe_rrd,qe_prop_ok,eleito,vr_receita_recursos_partidos
2018,AC,PDT,1217,JONILSON CABRAL DOS SANTOS ,False,False,False,False,False,False,False,False,False,False,False,False,0,7083.66
2018,AC,PDT,1220,DINEIA ANDRADE PINHEIRO,False,False,False,False,False,False,False,False,False,False,False,False,0,9216.03
2018,AC,PDT,1222,PEDRO RAIMUNDO DE OLIVEIRA,False,False,False,False,False,False,False,False,False,False,False,False,0,
2018,AC,PDT,1223,DARLENE SILVA DE SOUZA,False,False,False,False,False,False,False,False,False,False,False,False,0,18042.05
2018,AC,PDT,1224,RAIMUNDO NONATO DE CASTRO,True,True,True,True,False,True,False,False,False,False,True,True,0,4354.26
2018,AC,PDT,1233,EBER SILVA MACHADO,True,True,True,True,True,True,False,False,False,False,True,True,0,50000.0
2018,AC,PDT,1234,JOSE ADRIANO RIBEIRO DA SILVA,True,True,True,True,False,True,False,False,False,False,True,True,0,
2018,AC,PDT,1244,JOSÉ ELISSANDRO LOPES REGO,False,False,False,False,False,False,False,False,False,False,False,False,0,4773.66
2018,AC,PDT,1250,SANDRA MARIA SILVA FERREIRA,False,False,False,False,False,False,False,False,False,False,False,False,0,6826.64
2018,AC,PDT,1255,CRISTOVAM PONTES DE MOURA,False,False,False,False,False,False,False,False,False,False,False,False,0,52325.0
2018,AC,PDT,1277,CLEIDE MARIA FERREIRA DE ARAUJO,False,False,False,False,False,False,False,False,False,False,False,False,0,16144.390000000001
2018,AC,PHS,3131,JEFFERSON BARROSO DE ARAÚJO ,False,False,False,False,False,False,False,False,False,False,False,False,0,19750.58
2018,AC,PHS,3133,SEBASTIAO ALVES RODRIGUES MANCHINERY ,False,False,False,False,False,False,False,False,False,False,False,False,0,7223.6900000000005
2018,AC,PMB,3535,SILVIA MONTEIRO E SILVA,False,False,False,False,False,False,False,False,False,False,False,False,0,30000.0
2018,AC,PMN,3333,EMILIO VIRGILIO LIMA DE OLIVEIRA,False,False,False,False,False,False,False,False,False,False,False,False,0,150000.0
2018,AC,PODE,1910,RAILSON CORREIA DA COSTA,False,False,False,False,False,False,False,False,False,False,False,False,0,100000.0
2018,AC,PODE,1944,MARIA JOSÉ DA SILVA LIMA,False,False,False,False,False,False,False,False,False,False,False,False,0,
2018,AC,PP,1111,JOSÉ CAVALCANTE DAMASCENO JÚNIOR,False,False,False,False,False,False,False,False,False,False,False,False,0,100000.0
2018,AC,PP,1122,RUDILEI SOARES DE SOUZA,False,False,False,False,False,False,False,False,False,False,False,False,0,400000.0
2018,AC,PP,1144,NELSON RODRIGUES SALES,True,True,True,True,True,True,False,False,False,False,True,True,0,822040.0
2018,AC,PPL,5454,FRANCISCO BRIGIDO DA COSTA,True,True,True,True,True,True,False,False,False,False,True,True,0,4637.5
2018,AC,PPS,2323,ROSANA SOUSA DO NASCIMENTO,False,False,False,False,False,False,False,False,False,False,False,False,0,498048.04
2018,AC,PR,2222,ANTÔNIA LUCILÉIA CRUZ RAMOS CÂMARA,True,True,True,True,True,True,False,False,False,False,True,True,0,1500000.0
2018,AC,PROS,9010,ANTONIO PAULINO DA SILVA,False,False,False,False,False,False,False,False,False,False,False,False,0,
2018,AC,PROS,9090,FERNANDO MELO DA COSTA,True,True,True,True,True,True,False,False,False,False,True,True,0,316985.0
2018,AC,PRP,4423,ROSE-LANE ALVES JARDIM,False,False,False,False,False,False,False,False,False,False,False,False,0,35100.0
2018,AC,PRP,4444,FRANCISCO CARLOS OLIVEIRA DE LIMA,True,True,True,True,False,True,False,False,False,False,True,True,0,20891.52
2018,AC,PRP,4466,GILMAR FONTES,False,False,False,False,False,False,False,False,False,False,False,False,0,5891.5199999999995
2018,AC,PRTB,2800,MARIA DO SOCORRO FIRMO DA SILVA,False,False,False,False,False,False,False,False,False,False,False,False,0,
2018,AC,PRTB,2828,FRANCISCO ANTONIO LIRA DA SILVA MONTEIRO,False,False,False,False,False,False,False,False,False,False,False,False,0,13715.0
2018,AC,PSB,4040,CARLOS CÉSAR CORREIA DE MESSIAS,True,True,True,True,True,True,False,True,False,False,True,True,0,1300000.0
2018,AC,PSC,2020,JAMYL ASFURY MARTINS OLIVEIRA,True,True,True,True,True,True,False,False,False,False,True,True,0,70000.0
2018,AC,PSD,5555,MARIVALDO GONÇALVES DE MELO,False,False,False,False,False,False,False,False,False,False,False,False,0,824450.0
