Ano,UF,Partido,Dentro: eleitos,Dentro: não eleitos,Fora: eleitos,Fora: não eleitos
2018,PI,PSD,1.0,0.0,0.0,0.0
2018,PI,PSDB,0.0,2.0,0.0,3.0
2018,PI,PSL,0.0,0.0,0.0,6.0
2018,PI,PSOL,0.0,6.0,0.0,1.0
2018,PI,PSTU,0.0,0.0,0.0,1.0
2018,PI,PT,2.0,2.0,0.0,3.0
2018,PI,PTB,0.0,1.0,0.0,0.0
2018,PI,PTC,1.0,0.0,0.0,0.0
2018,PI,PV,0.0,8.0,0.0,1.0
2018,PI,REDE,0.0,1.0,0.0,4.0
2018,PI,SOLIDARIEDADE,0.0,1.0,0.0,2.0
2018,PR,AVANTE,0.0,2.0,0.0,4.0
2018,PR,DC,0.0,3.0,0.0,4.0
2018,PR,DEM,1.0,1.0,0.0,2.0
2018,PR,MDB,2.0,1.0,0.0,15.0
2018,PR,NOVO,0.0,11.0,0.0,5.0
2018,PR,PATRI,0.0,1.0,0.0,3.0
2018,PR,PC DO B,0.0,1.0,0.0,14.0
2018,PR,PCO,0.0,1.0,0.0,0.0
2018,PR,PDT,1.0,2.0,0.0,6.0
2018,PR,PHS,0.0,2.0,0.0,9.0
2018,PR,PMB,0.0,0.0,0.0,2.0
2018,PR,PMN,0.0,1.0,0.0,2.0
2018,PR,PODE,1.0,1.0,0.0,7.0
2018,PR,PP,2.0,4.0,0.0,4.0
2018,PR,PPL,0.0,20.0,0.0,5.0
2018,PR,PPS,1.0,0.0,0.0,3.0
2018,PR,PR,3.0,0.0,0.0,0.0
2018,PR,PRB,2.0,2.0,0.0,18.0
2018,PR,PROS,1.0,2.0,1.0,1.0
2018,PR,PRP,0.0,2.0,0.0,3.0
2018,PR,PRTB,0.0,11.0,0.0,26.0
2018,PR,PSB,2.0,1.0,0.0,6.0
2018,PR,PSC,1.0,2.0,0.0,4.0
2018,PR,PSD,3.0,4.0,1.0,14.0
2018,PR,PSDB,0.0,4.0,0.0,6.0
2018,PR,PSL,0.0,2.0,3.0,24.0
2018,PR,PSOL,0.0,29.0,0.0,0.0
2018,PR,PT,3.0,2.0,0.0,28.0
2018,PR,PTB,1.0,0.0,0.0,0.0
2018,PR,PTC,0.0,2.0,0.0,5.0
2018,PR,PV,1.0,2.0,0.0,37.0
2018,PR,REDE,0.0,9.0,0.0,2.0
2018,PR,SOLIDARIEDADE,0.0,1.0,0.0,0.0
2018,RJ,AVANTE,1.0,1.0,0.0,46.0
2018,RJ,DC,0.0,10.0,1.0,33.0
2018,RJ,DEM,3.0,5.0,1.0,13.0
2018,RJ,MDB,2.0,7.0,1.0,8.0
2018,RJ,NOVO,1.0,10.0,0.0,8.0
2018,RJ,PATRI,0.0,2.0,0.0,29.0
2018,RJ,PC DO B,1.0,0.0,0.0,8.0
2018,RJ,PCB,0.0,1.0,0.0,0.0
2018,RJ,PDT,2.0,3.0,0.0,44.0
2018,RJ,PHS,0.0,2.0,1.0,60.0
2018,RJ,PMB,0.0,1.0,0.0,36.0
2018,RJ,PMN,0.0,1.0,0.0,18.0
2018,RJ,PODE,0.0,2.0,0.0,36.0
2018,RJ,PP,2.0,2.0,0.0,9.0
2018,RJ,PPL,0.0,10.0,0.0,30.0
2018,RJ,PPS,1.0,5.0,0.0,8.0
2018,RJ,PR,2.0,5.0,0.0,19.0
2018,RJ,PRB,2.0,6.0,0.0,51.0
2018,RJ,PROS,1.0,1.0,0.0,9.0
2018,RJ,PRP,0.0,2.0,1.0,54.0
2018,RJ,PRTB,0.0,5.0,0.0,47.0
2018,RJ,PSB,1.0,1.0,0.0,13.0
2018,RJ,PSC,0.0,4.0,1.0,49.0
2018,RJ,PSD,3.0,6.0,0.0,47.0
2018,RJ,PSDB,0.0,3.0,0.0,18.0
2018,RJ,PSL,4.0,3.0,8.0,48.0
2018,RJ,PSOL,4.0,4.0,0.0,36.0
2018,RJ,PT,1.0,7.0,0.0,16.0
2018,RJ,PTB,0.0,4.0,0.0,10.0
2018,RJ,PTC,0.0,1.0,0.0,28.0
2018,RJ,PV,0.0,4.0,0.0,10.0
2018,RJ,REDE,0.0,2.0,0.0,11.0
2018,RJ,SOLIDARIEDADE,1.0,1.0,0.0,27.0
2018,RN,AVANTE,0.0,1.0,0.0,1.0
2018,RN,DC,0.0,1.0,0.0,0.0
2018,RN,DEM,0.0,1.0,0.0,0.0
2018,RN,MDB,1.0,1.0,0.0,2.0
2018,RN,NOVO,0.0,5.0,0.0,0.0
2018,RN,PATRI,0.0,0.0,0.0,11.0
2018,RN,PC DO B,0.0,2.0,0.0,4.0
2018,RN,PCO,0.0,1.0,0.0,0.0
2018,RN,PDT,0.0,3.0,0.0,1.0
2018,RN,PHS,0.0,4.0,0.0,0.0
2018,RN,PMB,0.0,0.0,0.0,2.0
2018,RN,PMN,0.0,1.0,0.0,0.0
2018,RN,PODE,0.0,1.0,0.0,2.0
2018,RN,PP,1.0,1.0,0.0,1.0
2018,RN,PPL,0.0,0.0,0.0,4.0
2018,RN,PPS,0.0,1.0,0.0,0.0
2018,RN,PR,1.0,0.0,0.0,0.0
2018,RN,PRB,0.0,2.0,0.0,0.0
2018,RN,PROS,0.0,1.0,0.0,0.0
2018,RN,PRP,0.0,0.0,0.0,2.0
2018,RN,PRTB,0.0,4.0,0.0,7.0
2018,RN,PSB,1.0,0.0,0.0,0.0
2018,RN,PSC,0.0,1.0,0.0,1.0
2018,RN,PSD,1.0,0.0,0.0,1.0
2018,RN,PSDB,0.0,1.0,0.0,0.0
2018,RN,PSL,1.0,0.0,0.0,0.0
2018,RN,PSOL,0.0,11.0,0.0,0.0
2018,RN,PSTU,0.0,0.0,0.0,1.0
2018,RN,PT,1.0,2.0,0.0,3.0
2018,RN,PTB,0.0,0.0,0.0,1.0
2018,RN,PTC,1.0,0.0,0.0,1.0
2018,RN,PV,0.0,1.0,0.0,0.0
2018,RN,REDE,0.0,1.0,0.0,2.0
2018,RN,SOLIDARIEDADE,0.0,7.0,0.0,4.0
2018,RO,DEM,0.0,3.0,0.0,4.0
2018,RO,MDB,1.0,1.0,0.0,5.0
2018,RO,NOVO,0.0,3.0,0.0,0.0
2018,RO,PATRI,0.0,0.0,0.0,3.0
2018,RO,PC DO B,0.0,1.0,0.0,1.0
2018,RO,PDT,1.0,0.0,0.0,2.0
2018,RO,PHS,0.0,3.0,0.0,1.0
2018,RO,PMB,0.0,0.0,0.0,1.0
2018,RO,PMN,0.0,2.0,0.0,2.0
2018,RO,PODE,1.0,0.0,0.0,0.0
2018,RO,PP,1.0,0.0,0.0,3.0
2018,RO,PPS,0.0,1.0,0.0,1.0
2018,RO,PR,0.0,1.0,0.0,1.0
2018,RO,PRB,0.0,1.0,0.0,0.0
2018,RO,PROS,0.0,1.0,0.0,3.0
2018,RO,PRP,0.0,2.0,0.0,1.0
2018,RO,PRTB,0.0,0.0,0.0,2.0
2018,RO,PSB,1.0,0.0,0.0,0.0
2018,RO,PSC,0.0,1.0,0.0,0.0
2018,RO,PSD,1.0,0.0,0.0,1.0
2018,RO,PSDB,1.0,0.0,0.0,1.0
2018,RO,PSL,0.0,0.0,1.0,10.0
2018,RO,PSOL,0.0,1.0,0.0,2.0
2018,RO,PSTU,0.0,0.0,0.0,1.0
2018,RO,PT,0.0,2.0,0.0,2.0
2018,RO,PTB,0.0,1.0,0.0,0.0
2018,RO,PTC,0.0,1.0,0.0,0.0
2018,RO,PV,0.0,3.0,0.0,2.0
2018,RO,REDE,0.0,0.0,0.0,6.0
2018,RO,SOLIDARIEDADE,0.0,1.0,0.0,0.0
2018,RR,AVANTE,0.0,1.0,0.0,5.0
2018,RR,DC,0.0,2.0,0.0,1.0
2018,RR,DEM,0.0,1.0,0.0,4.0
2018,RR,MDB,0.0,1.0,0.0,2.0
2018,RR,PATRI,0.0,3.0,0.0,6.0
2018,RR,PC DO B,0.0,1.0,0.0,3.0
2018,RR,PCB,0.0,1.0,0.0,0.0
2018,RR,PDT,0.0,2.0,0.0,1.0
2018,RR,PHS,0.0,1.0,0.0,6.0
2018,RR,PMB,0.0,1.0,0.0,1.0
2018,RR,PODE,0.0,5.0,0.0,1.0
2018,RR,PP,1.0,0.0,0.0,2.0
2018,RR,PPL,0.0,1.0,0.0,0.0
2018,RR,PPS,0.0,3.0,0.0,1.0
2018,RR,PR,1.0,2.0,0.0,3.0
2018,RR,PRB,1.0,0.0,0.0,1.0
2018,RR,PROS,0.0,1.0,0.0,5.0
2018,RR,PRP,0.0,4.0,0.0,0.0
2018,RR,PRTB,0.0,3.0,0.0,1.0
2018,RR,PSB,0.0,2.0,0.0,3.0
2018,RR,PSC,0.0,1.0,0.0,1.0
2018,RR,PSD,0.0,1.0,1.0,2.0
2018,RR,PSDB,1.0,0.0,0.0,4.0
2018,RR,PSL,1.0,3.0,0.0,5.0
2018,RR,PSOL,0.0,4.0,0.0,0.0
2018,RR,PSTU,0.0,1.0,0.0,0.0
2018,RR,PT,0.0,1.0,0.0,1.0
2018,RR,PTB,0.0,1.0,0.0,3.0
2018,RR,PTC,0.0,1.0,0.0,1.0
2018,RR,PV,0.0,2.0,0.0,4.0
2018,RR,REDE,1.0,0.0,0.0,3.0
2018,RR,SOLIDARIEDADE,1.0,3.0,0.0,2.0
2018,RS,AVANTE,0.0,2.0,0.0,3.0
2018,RS,DC,0.0,2.0,0.0,0.0
2018,RS,DEM,1.0,0.0,0.0,7.0
2018,RS,MDB,4.0,6.0,0.0,15.0
2018,RS,NOVO,1.0,9.0,0.0,8.0
2018,RS,PATRI,0.0,2.0,0.0,3.0
2018,RS,PC DO B,0.0,4.0,0.0,22.0
2018,RS,PCB,0.0,1.0,0.0,0.0
2018,RS,PDT,3.0,1.0,0.0,19.0
2018,RS,PHS,0.0,3.0,0.0,0.0
2018,RS,PMB,0.0,1.0,0.0,11.0
2018,RS,PMN,0.0,1.0,0.0,2.0
2018,RS,PODE,0.0,1.0,0.0,0.0
2018,RS,PP,4.0,3.0,0.0,11.0
2018,RS,PPL,0.0,10.0,0.0,12.0
2018,RS,PPS,0.0,11.0,0.0,19.0
2018,RS,PR,1.0,0.0,0.0,6.0
2018,RS,PRB,1.0,1.0,0.0,5.0
2018,RS,PROS,0.0,1.0,0.0,8.0
2018,RS,PRP,0.0,3.0,0.0,5.0
2018,RS,PSB,2.0,5.0,0.0,22.0
2018,RS,PSC,0.0,1.0,0.0,8.0
2018,RS,PSD,1.0,2.0,0.0,14.0
2018,RS,PSDB,1.0,1.0,1.0,4.0
2018,RS,PSL,0.0,5.0,3.0,13.0
2018,RS,PSOL,1.0,3.0,0.0,35.0
2018,RS,PSTU,0.0,0.0,0.0,4.0
2018,RS,PT,5.0,4.0,0.0,11.0
2018,RS,PTB,2.0,3.0,0.0,4.0
2018,RS,PTC,0.0,6.0,0.0,1.0
2018,RS,PV,0.0,1.0,0.0,0.0
2018,RS,REDE,0.0,1.0,0.0,5.0
2018,RS,SOLIDARIEDADE,0.0,2.0,0.0,0.0
2018,SC,AVANTE,0.0,2.0,0.0,7.0
2018,SC,DC,0.0,1.0,0.0,0.0
2018,SC,DEM,0.0,2.0,0.0,0.0
2018,SC,MDB,3.0,3.0,0.0,9.0
2018,SC,NOVO,1.0,9.0,0.0,6.0
2018,SC,PATRI,0.0,8.0,0.0,8.0
2018,SC,PC DO B,0.0,1.0,0.0,0.0
2018,SC,PCB,0.0,2.0,0.0,1.0
2018,SC,PDT,0.0,1.0,0.0,0.0
2018,SC,PHS,0.0,0.0,0.0,2.0
2018,SC,PMN,0.0,2.0,0.0,3.0
2018,SC,PODE,0.0,1.0,0.0,4.0
2018,SC,PP,1.0,3.0,0.0,5.0
2018,SC,PPL,0.0,1.0,0.0,1.0
2018,SC,PPS,1.0,0.0,0.0,1.0
2018,SC,PR,0.0,1.0,0.0,0.0
2018,SC,PRB,1.0,1.0,0.0,3.0
2018,SC,PROS,0.0,1.0,0.0,1.0
2018,SC,PRP,0.0,3.0,0.0,6.0
2018,SC,PRTB,0.0,2.0,0.0,3.0
2018,SC,PSB,1.0,3.0,0.0,9.0
2018,SC,PSC,0.0,1.0,0.0,0.0
2018,SC,PSD,2.0,1.0,0.0,6.0
2018,SC,PSDB,1.0,3.0,0.0,13.0
2018,SC,PSL,2.5,9.5,1.5,5.5
2018,SC,PSOL,0.0,5.0,0.0,11.0
2018,SC,PSTU,0.0,0.0,0.0,2.0
2018,SC,PT,1.0,4.0,0.0,6.0
2018,SC,PTB,0.0,1.0,0.0,0.0
2018,SC,PTC,0.0,1.0,0.0,20.0
2018,SC,PV,0.0,1.0,0.0,3.0
2018,SC,REDE,0.0,2.0,0.0,4.0
2018,SC,SOLIDARIEDADE,0.0,1.0,0.0,0.0
2018,SE,AVANTE,0.0,4.0,0.0,2.0
2018,SE,DC,0.0,1.0,0.0,2.0
2018,SE,DEM,0.0,0.0,0.0,5.0
2018,SE,MDB,1.0,0.0,0.0,2.0
2018,SE,NOVO,0.0,2.0,0.0,0.0
2018,SE,PATRI,0.0,1.0,0.0,1.0
2018,SE,PC DO B,0.0,1.0,0.0,1.0
2018,SE,PCB,0.0,0.0,0.0,1.0
2018,SE,PDT,1.0,1.0,0.0,1.0
2018,SE,PHS,0.0,3.0,0.0,0.0
2018,SE,PMN,0.0,1.0,0.0,3.0
2018,SE,PODE,0.0,0.0,0.0,4.0
2018,SE,PP,1.0,0.0,0.0,0.0
2018,SE,PPL,0.0,2.0,0.0,1.0
2018,SE,PPS,0.0,1.0,0.0,1.0
2018,SE,PR,1.0,1.0,0.0,2.0
2018,SE,PRB,0.0,1.0,0.0,1.0
2018,SE,PROS,0.0,1.0,0.0,0.0
2018,SE,PRTB,0.0,2.0,0.0,1.0
2018,SE,PSB,0.0,2.0,0.0,4.0
2018,SE,PSC,0.0,1.0,0.0,0.0
2018,SE,PSD,1.0,0.0,0.0,0.0
2018,SE,PSDB,0.0,2.0,0.0,1.0
2018,SE,PSL,0.0,0.0,0.0,8.0
2018,SE,PSOL,0.0,7.0,0.0,2.0
2018,SE,PSTU,0.0,0.0,0.0,2.0
2018,SE,PT,2.0,0.0,0.0,1.0
2018,SE,PTB,0.0,2.0,0.0,0.0
2018,SE,PV,0.0,6.0,0.0,1.0
2018,SE,REDE,0.0,10.0,0.0,2.0
2018,SE,SOLIDARIEDADE,1.0,0.0,0.0,1.0
2018,SP,AVANTE,0.0,10.0,0.0,86.0
2018,SP,DC,0.0,19.0,0.0,7.0
2018,SP,DEM,4.0,3.0,1.0,6.0
2018,SP,MDB,2.0,7.0,0.0,54.0
2018,SP,NOVO,2.0,8.0,1.0,34.0
2018,SP,PATRI,0.0,5.0,0.0,86.0
2018,SP,PC DO B,1.0,0.0,0.0,1.0
2018,SP,PCB,0.0,2.0,0.0,0.0
2018,SP,PDT,1.0,4.0,0.0,20.0
2018,SP,PHS,0.0,3.0,0.0,8.0
2018,SP,PMB,0.0,0.0,0.0,10.0
2018,SP,PMN,0.0,5.0,0.0,39.0
2018,SP,PODE,3.0,2.0,0.0,68.0
2018,SP,PP,4.0,1.0,0.0,1.0
2018,SP,PPL,0.0,27.0,0.0,24.0
2018,SP,PPS,2.0,2.0,0.0,7.0
2018,SP,PR,7.0,8.0,0.0,29.0
2018,SP,PRB,6.0,11.0,0.0,80.0
2018,SP,PROS,0.0,9.0,0.0,88.0
2018,SP,PRP,0.0,9.0,0.0,69.0
2018,SP,PRTB,0.0,6.0,0.0,33.0
2018,SP,PSB,2.0,7.0,2.0,37.0
2018,SP,PSC,1.0,0.0,0.0,2.0
2018,SP,PSD,2.0,8.0,0.0,12.0
2018,SP,PSDB,5.0,14.0,1.0,37.0
2018,SP,PSL,4.0,12.0,6.0,36.0
2018,SP,PSOL,3.0,3.0,0.0,76.0
2018,SP,PSTU,0.0,3.0,0.0,4.0
2018,SP,PT,8.0,16.0,0.0,48.0
2018,SP,PTB,0.0,3.0,0.0,22.0
2018,SP,PTC,0.0,5.0,0.0,24.0
2018,SP,PV,0.5,5.5,0.5,73.5
2018,SP,REDE,0.0,2.0,0.0,28.0
2018,SP,SOLIDARIEDADE,1.0,8.0,0.0,36.0
2018,TO,AVANTE,0.0,1.0,0.0,0.0
2018,TO,DC,0.0,1.0,0.0,2.0
2018,TO,DEM,2.0,0.0,0.0,0.0
2018,TO,MDB,1.0,0.0,0.0,0.0
2018,TO,PATRI,0.0,1.0,0.0,0.0
2018,TO,PC DO B,0.0,1.0,0.0,1.0
2018,TO,PDT,0.0,1.0,0.0,0.0
2018,TO,PHS,0.0,2.0,0.0,0.0
2018,TO,PMB,0.0,0.0,0.0,2.0
2018,TO,PMN,0.0,1.0,0.0,1.0
2018,TO,PODE,0.0,0.0,0.0,1.0
2018,TO,PP,0.0,1.0,0.0,0.0
2018,TO,PPL,0.0,0.0,0.0,2.0
2018,TO,PPS,0.0,1.0,0.0,0.0
2018,TO,PR,1.0,0.0,0.0,1.0
2018,TO,PRB,0.0,1.0,0.0,1.0
2018,TO,PROS,0.0,1.0,0.0,0.0
2018,TO,PRP,0.0,0.0,0.0,2.0
2018,TO,PRTB,0.0,7.0,0.0,3.0
2018,TO,PSB,0.0,2.0,0.0,1.0
2018,TO,PSC,1.0,0.0,0.0,0.0
2018,TO,PSD,0.0,0.0,0.0,2.0
2018,TO,PSDB,0.0,3.0,0.0,3.0
2018,TO,PSL,0.0,8.0,0.0,2.0
2018,TO,PSOL,0.0,4.0,0.0,0.0
2018,TO,PT,1.0,1.0,0.0,6.0
2018,TO,PTC,0.0,0.0,0.0,1.0
2018,TO,PV,0.0,2.0,0.0,1.0
2018,TO,REDE,0.0,0.0,0.0,1.0
2018,TO,SOLIDARIEDADE,2.0,0.0,0.0,0.0
2022,AC,AGIR,0.0,0.0,0.0,7.0
2022,AC,CIDADANIA,0.0,2.0,0.0,0.0
2022,AC,MDB,0.0,3.0,0.0,6.0
2022,AC,PATRIOTA,0.0,3.0,0.0,3.0
2022,AC,PC DO B,0.0,1.0,0.0,1.0
2022,AC,PDT,0.0,2.0,0.0,7.0
2022,AC,PMN,0.0,0.0,0.0,3.0
2022,AC,PODE,0.0,8.0,0.0,1.0
2022,AC,PP,3.0,4.0,0.0,2.0
2022,AC,PROS,0.0,4.0,0.0,3.0
2022,AC,PSB,0.0,5.0,0.0,2.0
2022,AC,PSC,0.0,0.0,0.0,3.0
2022,AC,PSD,0.0,6.0,0.0,3.0
2022,AC,PSDB,0.0,3.0,0.0,4.0
2022,AC,PSOL,0.0,4.0,0.0,1.0
2022,AC,PT,0.0,2.0,0.0,3.0
2022,AC,PV,0.0,2.0,0.0,0.0
2022,AC,REDE,0.0,2.0,0.0,0.0
2022,AC,REPUBLICANOS,2.0,1.0,0.0,4.0
2022,AC,SOLIDARIEDADE,0.0,8.0,0.0,1.0
2022,AC,UNIAO,3.0,5.0,0.0,1.0
2022,AL,AGIR,0.0,3.0,0.0,4.0
2022,AL,AVANTE,0.0,6.0,0.0,3.0
2022,AL,CIDADANIA,0.0,1.0,0.0,1.0
2022,AL,DC,0.0,2.0,0.0,0.0
2022,AL,MDB,1.0,4.0,1.0,4.0
2022,AL,PATRIOTA,0.0,6.0,0.0,3.0
2022,AL,PCO,0.0,2.0,0.0,0.0
2022,AL,PDT,0.0,9.0,0.0,1.0
2022,AL,PMB,0.0,0.0,0.0,3.0
2022,AL,PMN,0.0,3.0,0.0,0.0
2022,AL,PP,4.0,5.0,0.0,1.0
2022,AL,PROS,0.0,0.0,0.0,7.0
2022,AL,PSB,0.0,6.0,0.0,4.0
2022,AL,PSD,0.0,4.0,0.0,6.0
2022,AL,PSDB,0.0,4.0,0.0,4.0
2022,AL,PSOL,0.0,4.0,0.0,1.0
2022,AL,PSTU,0.0,0.0,0.0,1.0
2022,AL,PT,1.0,0.0,0.0,1.0
2022,AL,PTB,0.0,1.0,0.0,8.0
2022,AL,PV,0.0,5.0,1.0,2.0
2022,AL,REPUBLICANOS,0.0,4.0,0.0,6.0
2022,AL,SOLIDARIEDADE,0.0,0.0,0.0,7.0
2022,AL,UNIAO,1.0,4.0,0.0,4.0
2022,AL,UP,0.0,1.0,0.0,0.0
2022,AM,AGIR,0.0,0.0,0.0,7.0
2022,AM,AVANTE,0.0,7.0,0.0,2.0
2022,AM,CIDADANIA,0.0,3.0,1.0,1.0
2022,AM,DC,0.0,2.0,0.0,3.0
2022,AM,MDB,0.0,4.0,0.0,5.0
2022,AM,NOVO,0.0,1.0,0.0,0.0
2022,AM,PATRIOTA,0.0,5.0,0.0,4.0
2022,AM,PC DO B,0.0,1.0,0.0,1.0
2022,AM,PDT,0.0,6.0,0.0,3.0
2022,AM,PL,1.0,2.0,0.0,6.0
2022,AM,PMN,0.0,4.0,0.0,5.0
2022,AM,PODE,0.0,0.0,0.0,1.0
2022,AM,PROS,0.0,1.0,0.0,4.0
2022,AM,PSB,0.0,0.0,0.0,2.0
2022,AM,PSC,0.0,7.0,0.0,2.0
2022,AM,PSD,2.0,4.0,0.0,3.0
2022,AM,PSDB,0.0,3.0,0.0,1.0
2022,AM,PSOL,0.0,3.0,0.0,0.0
2022,AM,PT,0.0,3.0,0.0,2.0
2022,AM,PTB,0.0,3.0,0.0,3.0
2022,AM,PV,0.0,2.0,0.0,0.0
2022,AM,REDE,0.0,2.0,0.0,4.0
2022,AM,REPUBLICANOS,2.0,1.0,0.0,6.0
2022,AM,SOLIDARIEDADE,0.0,5.0,0.0,0.0
2022,AM,UNIAO,2.0,6.0,0.0,1.0
2022,AP,AGIR,0.0,0.0,0.0,3.0
2022,AP,AVANTE,0.0,0.0,0.0,5.0
2022,AP,MDB,2.0,4.0,0.0,3.0
2022,AP,PATRIOTA,0.0,9.0,0.0,0.0
2022,AP,PC DO B,0.0,2.0,0.0,0.0
2022,AP,PCO,0.0,1.0,0.0,0.0
2022,AP,PDT,3.0,5.0,0.0,1.0
2022,AP,PL,2.0,5.0,1.0,1.0
2022,AP,PODE,0.0,5.0,0.0,4.0
2022,AP,PP,0.0,4.0,0.0,5.0
2022,AP,PRTB,0.0,3.0,0.0,3.0
2022,AP,PSB,0.0,2.0,0.0,3.0
2022,AP,PSC,0.0,2.0,0.0,7.0
2022,AP,PSD,0.0,7.0,0.0,2.0
2022,AP,PSDB,0.0,3.0,0.0,4.0
2022,AP,PSOL,0.0,2.0,0.0,1.0
2022,AP,PT,0.0,3.0,0.0,1.0
2022,AP,PTB,0.0,4.0,0.0,5.0
2022,AP,PV,0.0,1.0,0.0,2.0
2022,AP,REDE,0.0,4.0,0.0,2.0
2022,AP,REPUBLICANOS,0.0,3.0,0.0,5.0
2022,BA,AGIR,0.0,3.0,0.0,10.0
2022,BA,AVANTE,1.0,5.0,0.0,20.0
2022,BA,CIDADANIA,0.0,2.0,0.0,10.0
2022,BA,DC,0.0,13.0,0.0,2.0
2022,BA,MDB,1.0,3.0,0.0,35.0
2022,BA,NOVO,0.0,6.0,0.0,0.0
2022,BA,PATRIOTA,0.0,3.0,0.0,21.0
2022,BA,PC DO B,2.0,0.0,0.0,1.0
2022,BA,PCB,0.0,0.0,0.0,2.0
2022,BA,PDT,2.0,7.0,0.0,30.0
2022,BA,PL,3.0,7.0,0.0,27.0
2022,BA,PMB,0.0,30.0,0.0,1.0
2022,BA,PODE,1.0,13.0,0.0,25.0
2022,BA,PP,4.0,9.0,0.0,25.0
2022,BA,PROS,0.0,7.0,0.0,16.0
2022,BA,PRTB,0.0,2.0,0.0,9.0
2022,BA,PSB,1.0,2.0,0.0,27.0
2022,BA,PSC,0.0,5.0,0.0,33.0
2022,BA,PSD,6.0,5.0,0.0,2.0
2022,BA,PSDB,1.0,3.0,0.0,13.0
2022,BA,PSOL,0.0,16.0,0.0,11.0
2022,BA,PT,7.0,9.0,0.0,10.0
2022,BA,PTB,0.0,5.0,0.0,31.0
2022,BA,PV,1.0,0.0,0.0,2.0
2022,BA,REDE,0.0,8.0,0.0,5.0
2022,BA,REPUBLICANOS,3.0,11.0,0.0,26.0
2022,BA,SOLIDARIEDADE,0.0,14.0,0.0,19.0
2022,BA,UNIAO,6.0,14.0,0.0,14.0
2022,BA,UP,0.0,1.0,0.0,0.0
2022,CE,AGIR,0.0,12.0,0.0,2.0
2022,CE,AVANTE,0.0,17.0,0.0,6.0
2022,CE,CIDADANIA,0.0,1.0,0.0,2.0
2022,CE,MDB,1.0,3.0,0.0,18.0
2022,CE,NOVO,0.0,1.0,0.0,0.0
2022,CE,PATRIOTA,0.0,16.0,0.0,1.0
2022,CE,PC DO B,0.0,1.0,0.0,1.0
2022,CE,PCB,0.0,0.0,0.0,2.0
2022,CE,PCO,0.0,1.0,0.0,0.0
2022,CE,PDT,5.0,4.0,0.0,10.0
2022,CE,PL,3.0,4.0,2.0,9.0
2022,CE,PMB,0.0,8.0,0.0,0.0
2022,CE,PMN,0.0,4.0,0.0,4.0
2022,CE,PODE,0.0,16.0,0.0,2.0
2022,CE,PP,1.0,6.0,0.0,9.0
2022,CE,PROS,0.0,0.0,0.0,12.0
2022,CE,PSB,0.0,6.0,0.0,16.0
2022,CE,PSC,0.0,11.0,0.0,7.0
2022,CE,PSD,3.0,5.0,0.0,9.0
2022,CE,PSDB,0.0,2.0,0.0,9.0
2022,CE,PSOL,0.0,12.0,0.0,6.0
2022,CE,PT,3.0,2.0,0.0,10.0
2022,CE,PTB,0.0,3.0,0.0,16.0
2022,CE,PV,0.0,1.0,0.0,1.0
2022,CE,REDE,0.0,2.0,0.0,2.0
2022,CE,REPUBLICANOS,0.0,7.0,0.0,9.0
2022,CE,UNIAO,4.0,9.0,0.0,10.0
2022,CE,UP,0.0,1.0,0.0,0.0
2022,DF,AGIR,0.0,5.0,0.0,3.0
2022,DF,AVANTE,0.0,4.0,0.0,5.0
2022,DF,CIDADANIA,0.0,3.0,0.0,3.0
2022,DF,DC,0.0,7.0,0.0,2.0
2022,DF,MDB,1.0,3.0,0.0,4.0
2022,DF,NOVO,0.0,1.0,0.0,5.0
2022,DF,PATRIOTA,0.0,2.0,0.0,5.0
2022,DF,PC DO B,0.0,2.0,0.0,0.0
2022,DF,PCO,0.0,5.0,0.0,0.0
2022,DF,PDT,0.0,9.0,0.0,0.0
2022,DF,PL,2.0,2.0,0.0,4.0
2022,DF,PMN,0.0,1.0,0.0,8.0
2022,DF,PODE,0.0,7.0,0.0,2.0
2022,DF,PP,0.0,7.0,0.0,2.0
2022,DF,PROS,0.0,2.0,0.0,6.0
2022,DF,PRTB,0.0,2.0,0.0,1.0
2022,DF,PSB,0.0,4.0,0.0,5.0
2022,DF,PSC,0.0,7.0,0.0,2.0
2022,DF,PSD,0.0,8.0,0.0,1.0
2022,DF,PSDB,0.0,1.0,0.0,2.0
2022,DF,PSOL,0.0,5.0,0.0,1.0
2022,DF,PSTU,0.0,2.0,0.0,0.0
2022,DF,PT,1.0,1.0,0.0,2.0
2022,DF,PTB,0.0,5.0,0.0,4.0
2022,DF,PV,1.0,0.0,0.0,1.0
2022,DF,REDE,0.0,3.0,0.0,0.0
2022,DF,REPUBLICANOS,3.0,4.0,0.0,2.0
2022,DF,SOLIDARIEDADE,0.0,3.0,0.0,4.0
2022,DF,UNIAO,0.0,6.0,0.0,3.0
2022,DF,UP,0.0,1.0,0.0,0.0
2022,ES,AGIR,0.0,0.0,0.0,3.0
2022,ES,AVANTE,0.0,1.0,0.0,6.0
2022,ES,CIDADANIA,0.0,1.0,0.0,1.0
2022,ES,DC,0.0,8.0,0.0,0.0
2022,ES,NOVO,0.0,1.0,0.0,0.0
2022,ES,PATRIOTA,0.0,6.0,0.0,5.0
2022,ES,PC DO B,0.0,1.0,0.0,1.0
2022,ES,PDT,0.0,4.0,0.0,7.0
2022,ES,PL,1.0,10.0,0.0,0.0
2022,ES,PMB,0.0,0.0,0.0,6.0
2022,ES,PODE,2.0,6.0,0.0,3.0
