Ano,Indicador,N válido,Indefinidos,Média,Desvio-padrão,Mínimo,P25,Mediana,P75,Máximo
2018,NECr / E (E > 0),300,486,2.1299299708907187,1.7547584494685422,0.522981751705677,1.0496087680225847,1.6324914131869772,2.2958307103158897,13.50737832964293
2018,NECr − E,786,0,2.3132869372452505,2.9223353278410893,-4.6044247940995815,1.0,1.2471842915454265,2.6765164565956514,28.999841183986035
2022,NECr / E (E > 0),207,441,3.9809215746339506,2.9854287373058517,0.5232870456839885,2.0207246835770993,3.1496042517401555,4.824893307222025,24.557810957480005
2022,NECr − E,648,0,5.1104300222221335,4.439863589812614,-4.290416588844103,2.0,4.183360753560939,6.772567816932649,31.80544177706546
