Ano,UF,Partido,Magnitude,tipo,C,F,Mp,E,Recursos,Recebedores,Sem_recursos,NECr,D,Q,NECr_Mp,NECr_E,NECr_menos_E,k_arredondado,eleitos_top_arredondado,Cobertura_pct,Precisao_pct,Competitivos_top,Fracao_nucleo_pct,Aleatoria_pct,Lift,Excedente_pp,Precisao_aleatoria_pct,Cobertura_competitiva_pct,Lift_competitivo
2018,AM,PDT,Pequeno (8–12),Menos competitivo,3,0,1,0,35000.0,2,1,1.6896551724137931,1.3103448275862069,1.7755102040816326,1.6896551724137931,,1.6896551724137931,2,0.0,,0.0,0.0,56.32183908045977,,,,0.0,,
2018,AM,PHS,Pequeno (8–12),Menos competitivo,2,1,0,0,96485.0,2,0,1.970845925493191,0.029154074506809,1.0147926705632828,,,1.970845925493191,2,0.0,,0.0,1.0,98.54229627465955,,,,0.0,100.0,1.0
2018,AM,PMB,Pequeno (8–12),Menos competitivo,9,0,0,0,3100.0,2,7,1.7763401109057304,7.22365988909427,5.066597294484911,,,1.7763401109057304,2,0.0,,0.0,0.0,19.737112343397005,,,,0.0,,
2018,AM,PMN,Pequeno (8–12),Menos competitivo,7,0,0,0,120000.0,3,4,2.6666666666666665,4.333333333333334,2.625,,,2.6666666666666665,3,0.0,,0.0,0.0,38.09523809523809,,,,0.0,,
2018,AM,PODE,Pequeno (8–12),Menos competitivo,5,1,0,0,19600.0,4,1,2.508554264072091,2.491445735927909,1.993179925031237,,,2.508554264072091,3,0.0,,0.0,1.0,50.17108528144182,,,,0.0,100.0,1.6666666666666667
2018,AM,PP,Pequeno (8–12),Competitivo,2,1,1,1,1897386.0,1,1,1.0,1.0,2.0,1.0,1.0,0.0,1,1.0,100.0,100.0,1.0,50.0,50.0,2.0,50.0,50.0,100.0,2.0
2018,AM,PPL,Pequeno (8–12),Menos competitivo,5,0,0,0,0.0,0,5,,,,,,,0,0.0,,,0.0,,,,,,,
2018,AM,PPS,Pequeno (8–12),Menos competitivo,2,0,0,0,116816.01,1,1,1.0,1.0,2.0,,,1.0,1,0.0,,0.0,0.0,50.0,,,,0.0,,
2018,AM,PR,Pequeno (8–12),Competitivo,3,1,1,1,1989000.0,3,0,1.805850118111584,1.194149881888416,1.6612674384833022,1.805850118111584,1.805850118111584,0.805850118111584,2,1.0,100.0,50.0,1.0,60.1950039370528,66.66666666666667,1.5,33.33333333333333,33.333333333333336,100.0,1.5
2018,AM,PRB,Pequeno (8–12),Competitivo,2,1,1,2,2308380.0,2,0,1.8278675684518504,0.1721324315481498,1.0941711722003695,1.8278675684518504,0.9139337842259252,-0.1721324315481498,2,2.0,100.0,100.0,1.0,91.39337842259252,100.0,1.0,0.0,100.0,100.0,1.0
2018,AM,PROS,Pequeno (8–12),Menos competitivo,2,1,0,0,717250.0,2,0,1.7199021732259607,0.2800978267740392,1.162856836356378,,,1.7199021732259607,2,0.0,,0.0,1.0,85.99510866129803,,,,0.0,100.0,1.0
2018,AM,PRP,Pequeno (8–12),Menos competitivo,4,0,0,0,2000.0,1,3,1.0,3.0,4.0,,,1.0,1,0.0,,0.0,0.0,25.0,,,,0.0,,
2018,AM,PRTB,Pequeno (8–12),Menos competitivo,3,0,0,0,0.0,0,3,,,,,,,0,0.0,,,0.0,,,,,,,
2018,AM,PSB,Pequeno (8–12),Competitivo,2,1,0,0,775000.0,2,0,1.7763401109057304,0.2236598890942696,1.1259105098855358,,,1.7763401109057304,2,0.0,,0.0,1.0,88.81700554528652,,,,0.0,100.0,1.0
2018,AM,PSC,Pequeno (8–12),Menos competitivo,4,1,0,0,100000.0,1,3,1.0,3.0,4.0,,,1.0,1,0.0,,0.0,1.0,25.0,,,,0.0,100.0,4.0
2018,AM,PSD,Pequeno (8–12),Competitivo,4,2,0,1,2520000.0,3,1,3.0,1.0,1.3333333333333333,,3.0,2.0,3,1.0,100.0,33.333333333333336,2.0,75.0,75.0,1.3333333333333333,25.0,25.0,100.0,1.3333333333333333
2018,AM,PSDB,Pequeno (8–12),Competitivo,1,1,2,0,2129609.6,1,0,1.0,0.0,1.0,0.5,,1.0,1,0.0,,0.0,1.0,100.0,,,,0.0,100.0,1.0
2018,AM,PSL,Pequeno (8–12),Menos competitivo,1,0,0,1,5294.0,1,0,1.0,0.0,1.0,,1.0,0.0,1,1.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,100.0,,
2018,AM,PSOL,Pequeno (8–12),Menos competitivo,13,0,0,0,21316.38,12,1,6.192903925737836,6.807096074262164,2.0991767603517526,,,6.192903925737836,6,0.0,,0.0,0.0,47.63772250567566,,,,0.0,,
2018,AM,PSTU,Pequeno (8–12),Menos competitivo,1,0,0,0,0.0,0,1,,,,,,,0,0.0,,,0.0,,,,,,,
2018,AM,PT,Pequeno (8–12),Competitivo,4,1,0,1,910825.18,4,0,2.460059917850748,1.539940082149252,1.6259766564932423,,2.460059917850748,1.460059917850748,2,1.0,100.0,50.0,1.0,61.5014979462687,50.0,2.0,50.0,25.0,100.0,2.0
2018,AM,PTB,Pequeno (8–12),Menos competitivo,1,1,0,0,1479306.6,1,0,1.0,0.0,1.0,,,1.0,1,0.0,,0.0,1.0,100.0,,,,0.0,100.0,1.0
2018,AM,PTC,Pequeno (8–12),Menos competitivo,4,0,0,0,3529.3500000000004,3,1,3.0,1.0,1.3333333333333333,,,3.0,3,0.0,,0.0,0.0,75.0,,,,0.0,,
2018,AM,PV,Pequeno (8–12),Menos competitivo,2,1,0,0,403955.54,1,1,1.0,1.0,2.0,,,1.0,1,0.0,,0.0,1.0,50.0,,,,0.0,100.0,2.0
2018,AM,REDE,Pequeno (8–12),Menos competitivo,7,0,0,0,2092.0,2,5,2.0,5.0,3.5,,,2.0,2,0.0,,0.0,0.0,28.571428571428573,,,,0.0,,
2018,AM,SOLIDARIEDADE,Pequeno (8–12),Menos competitivo,1,1,0,1,280000.0,1,0,1.0,0.0,1.0,,1.0,0.0,1,1.0,100.0,100.0,1.0,100.0,100.0,1.0,0.0,100.0,100.0,1.0
