ano_eleicao,sg_uf,nr_candidato,nm_candidato,sg_partido_norm,eleito,partido,proprios,pessoas_fisicas,coletivo_internet,demais,nao_partidarios,privado_proprio,privado_ampliado,necr,lista_sem_recursos,top_piso,top_arredondado,top_teto,alto_nao_partidarios,alto_privado_proprio
2018,AL,4040,JOÃO HENRIQUE HOLANDA CALDAS,PSB,1,1308000.0,36600.0,50800.0,0.0,0.0,87400.0,87400.0,87400.0,1.0076451482241104,False,1.0,1.0,1.0,False,False
2018,AL,5555,MARX BELTRÃO LIMA SIQUEIRA,PSD,1,1049800.0,0.0,19000.0,0.0,4821.94,23821.94,19000.0,19000.0,1.7242330643047399,False,1.0,1.0,1.0,False,False
2018,AL,4544,TEREZA NELMA DA SILVA PORTO VIANA SOARES,PSDB,1,666867.0,4340.0,153100.0,0.0,396.0,157836.0,157440.0,157440.0,1.9715360675508926,False,0.0,1.0,1.0,True,True
2018,AL,1313,PAULO FERNANDO DOS SANTOS,PT,1,1000000.0,0.0,32000.0,0.0,0.0,32000.0,32000.0,32000.0,1.0,False,1.0,1.0,1.0,False,False
2018,AL,1400,NIVALDO FERREIRA DE ALBUQUERQUE NETO,PTB,1,1250000.0,0.0,32200.0,0.0,422.5,32622.5,32200.0,32200.0,1.6472037296340296,False,1.0,1.0,1.0,False,False
2018,AM,1111,ATILA SIDNEY LINS DE ALBUQUERQUE,PP,1,1897386.0,28000.0,39718.0,0.0,64751.21,132469.21,67718.0,67718.0,1.0,False,1.0,1.0,1.0,True,False
2018,AM,2222,MARCELO RAMOS RODRIGUES,PR,1,1423000.0,0.0,2000.0,0.0,3926.94,5926.9400000000005,2000.0,2000.0,1.805850118111584,False,1.0,1.0,1.0,False,False
2018,AM,1000,ALBERTO BARROS CAVALCANTE NETO,PRB,1,800000.0,0.0,36500.0,0.0,48203.59,84703.59,36500.0,36500.0,1.82786756845185,False,0.0,1.0,1.0,False,False
2018,AM,1010,SILAS CÂMARA,PRB,1,1508380.0,0.0,13.2,0.0,23806.39,23819.59,13.2,13.2,1.82786756845185,False,1.0,1.0,1.0,False,False
2018,AM,5555,SIDNEY RICARDO DE OLIVEIRA LEITE,PSD,1,840000.0,5000.0,500.0,0.0,7650.0,13150.0,5500.0,5500.0,3.0,False,1.0,1.0,1.0,False,False
2018,AM,1717,PABLO OLIVA SOUZA,PSL,1,5294.0,24000.0,23816.0,0.0,3855.15,51671.15,47816.0,47816.0,1.0,False,1.0,1.0,1.0,False,False
2018,AM,1313,JOSE RICARDO WENDLING,PT,1,409193.32,22008.13,40014.36,4484.0,19.26,66525.75,62022.490000000005,66506.49,2.4600599178507476,False,1.0,1.0,1.0,False,False
2018,AM,7777,JOÃO BOSCO GOMES SARAIVA,SOLIDARIEDADE,1,280000.0,39500.0,303199.99,0.0,15814.67,358514.66,342699.99,342699.99,1.0,False,1.0,1.0,1.0,True,True
2018,AP,7070,LEDA MARIA SADALA BRITO,AVANTE,1,210000.0,0.0,14000.0,0.0,1408.45,15408.45,14000.0,14000.0,1.9999756378257174,False,1.0,1.0,1.0,False,False
2018,AP,6565,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,PC DO B,1,896500.0,0.0,34500.0,0.0,0.0,34500.0,34500.0,34500.0,1.0,False,1.0,1.0,1.0,False,False
2018,AP,1111,ANDRE DOS SANTOS ABDON,PP,1,1634541.0,0.0,41976.0,0.0,1408.45,43384.45,41976.0,41976.0,1.0,False,1.0,1.0,1.0,False,False
2018,AP,2222,VINÍCIUS DE AZEVEDO GURGEL,PR,1,1650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8114847929370392,False,1.0,1.0,1.0,False,False
2018,AP,1000,ALINE PARANHOS VARONIL GURGEL,PRB,1,1952976.22,0.0,137000.0,0.0,3000.0,140000.0,137000.0,137000.0,1.0,False,1.0,1.0,1.0,True,True
2018,AP,9000,ACÁCIO DA SILVA FAVACHO NETO,PROS,1,720316.3,0.0,87396.0,0.0,0.0,87396.0,87396.0,87396.0,1.1549621066159306,False,1.0,1.0,1.0,False,False
2018,AP,4040,CARLOS CAMILO GOES CAPIBERIBE,PSB,1,500000.0,0.0,7211.0,0.0,0.0,7211.0,7211.0,7211.0,1.934257325972135,False,1.0,1.0,1.0,False,False
2018,AP,4545,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,PSDB,1,824800.0,0.0,600.0,0.0,26408.45,27008.45,600.0,600.0,1.017578661196208,False,1.0,1.0,1.0,False,False
2018,BA,7000,MANOEL ISIDORIO DE SANTANA JUNIOR,AVANTE,1,532000.0,100829.83,75240.15,0.0,0.0,176069.97999999998,176069.97999999998,176069.97999999998,2.8827511191501722,False,1.0,1.0,1.0,True,True
2018,BA,7070,CARLOS TITO MARQUES CORDEIRO,AVANTE,1,271000.0,5000.0,11180.0,0.0,0.0,16180.0,16180.0,16180.0,2.8827511191501722,False,1.0,1.0,1.0,False,False
2018,BA,2512,ARTHUR DE OLIVEIRA MAIA DA SILVA,DEM,1,940250.0,0.0,511000.0,0.0,0.0,511000.0,511000.0,511000.0,8.389786520975566,False,1.0,1.0,1.0,True,True
