Ano,Medida,Corte,Regra,Fora_n,Fora_alto_pct,Dentro_alto_pct,Diferenca_pp,Razao_prevalencias
2018,privado_proprio,Acima do P75 de todos os candidatos no ano,arredondado,68.0,94.11764705882352,83.59550561797752,10.522141440846,1.1258697027197975
2018,privado_proprio,Acima do P75 de todos os candidatos no ano,teto,63.25,95.25691699604744,83.54641467481935,11.71050232122809,1.140167622594074
2018,privado_proprio,Acima da mediana dos eleitos na UF/ano,piso,89.5,59.77653631284916,47.107438016528924,12.669098296320236,1.2689405076938156
2018,privado_proprio,Acima da mediana dos eleitos na UF/ano,arredondado,68.0,59.55882352941176,47.752808988764045,11.80601454064772,1.2472318339100346
2018,privado_proprio,Acima da mediana dos eleitos na UF/ano,teto,63.25,63.24110671936759,47.359644246803775,15.881462472563811,1.3353374529124682
2018,privado_proprio,Acima do P75 dos eleitos no ano,piso,89.5,32.402234636871505,23.376623376623375,9.025611260248132,1.3860955927995033
2018,privado_proprio,Acima do P75 dos eleitos no ano,arredondado,68.0,33.088235294117645,23.70786516853933,9.380370125578319,1.3956649010315025
2018,privado_proprio,Acima do P75 dos eleitos no ano,teto,63.25,34.78260869565217,23.5686492495831,11.213959446069072,1.475799835931091
2018,privado_proprio,Mais de 50% do financiamento total,piso,89.5,71.50837988826815,8.736717827626919,62.77166206064124,8.184810508832856
2018,privado_proprio,Mais de 50% do financiamento total,arredondado,68.0,88.23529411764706,9.213483146067416,79.02181097157964,9.576757532281205
2018,privado_proprio,Mais de 50% do financiamento total,teto,63.25,92.09486166007905,9.505280711506392,82.58958094857266,9.688810299794282
2018,privado_ampliado,Principal: acima da mediana dos eleitos no ano,piso,89.5,63.687150837988824,46.989374262101535,16.69777657588729,1.3553521798938828
2018,privado_ampliado,Principal: acima da mediana dos eleitos no ano,arredondado,68.0,65.44117647058823,47.52808988764045,17.913086582947784,1.376894729523015
2018,privado_ampliado,Principal: acima da mediana dos eleitos no ano,teto,63.25,67.98418972332016,47.359644246803775,20.624545476516374,1.4354877618809032
2018,privado_ampliado,Acima do P75 de todos os candidatos no ano,piso,89.5,95.53072625698324,82.76269185360094,12.7680344033823,1.1542728265287419
2018,privado_ampliado,Acima do P75 de todos os candidatos no ano,arredondado,68.0,95.58823529411765,83.37078651685394,12.217448777263717,1.1465435230696053
2018,privado_ampliado,Acima do P75 de todos os candidatos no ano,teto,63.25,96.83794466403161,83.32406892718177,13.513875736849846,1.1621845393635282
2018,privado_ampliado,Acima da mediana dos eleitos na UF/ano,piso,89.5,59.77653631284916,47.107438016528924,12.669098296320236,1.2689405076938156
2018,privado_ampliado,Acima da mediana dos eleitos na UF/ano,arredondado,68.0,59.55882352941176,47.752808988764045,11.80601454064772,1.2472318339100346
2018,privado_ampliado,Acima da mediana dos eleitos na UF/ano,teto,63.25,63.24110671936759,47.359644246803775,15.881462472563811,1.3353374529124682
2018,privado_ampliado,Acima do P75 dos eleitos no ano,piso,89.5,32.402234636871505,23.376623376623375,9.025611260248132,1.3860955927995033
2018,privado_ampliado,Acima do P75 dos eleitos no ano,arredondado,68.0,33.088235294117645,23.70786516853933,9.380370125578319,1.3956649010315025
2018,privado_ampliado,Acima do P75 dos eleitos no ano,teto,63.25,34.78260869565217,23.5686492495831,11.213959446069072,1.475799835931091
2018,privado_ampliado,Mais de 50% do financiamento total,piso,89.5,73.74301675977654,8.972845336481699,64.77017142329484,8.218465157306674
2018,privado_ampliado,Mais de 50% do financiamento total,arredondado,68.0,91.17647058823529,9.438202247191011,81.73826834104429,9.660364145658262
2018,privado_ampliado,Mais de 50% do financiamento total,teto,63.25,95.25691699604744,9.72762645914397,85.52929053690347,9.792411067193676
2022,nao_partidarios,Principal: acima da mediana dos eleitos no ano,piso,42.86923076923077,69.1279382738202,48.14945105289854,20.97848722092167,1.4356952522236242
2022,nao_partidarios,Principal: acima da mediana dos eleitos no ano,arredondado,37.80769230769231,70.49847405900306,48.26386078510724,22.234613273895814,1.4606886583917202
2022,nao_partidarios,Principal: acima da mediana dos eleitos no ano,teto,33.47435897435898,69.66679433167369,48.522845761035214,21.14394857063847,1.435752442772379
2022,nao_partidarios,Acima do P75 de todos os candidatos no ano,piso,42.86923076923077,86.7665530235062,86.74264116366967,0.023911859836522886,1.0002756644196642
2022,nao_partidarios,Acima do P75 de todos os candidatos no ano,arredondado,37.80769230769231,87.38555442522889,86.69364629704573,0.6919081281831607,1.0079810707904986
2022,nao_partidarios,Acima do P75 de todos os candidatos no ano,teto,33.47435897435898,88.73994638069705,86.60535251183062,2.13459386886643,1.0246473665536415
2022,nao_partidarios,Acima da mediana dos eleitos na UF/ano,piso,42.86923076923077,70.204557688857,47.413158368375406,22.791399320481588,1.480697766291044
2022,nao_partidarios,Acima da mediana dos eleitos na UF/ano,arredondado,37.80769230769231,71.51576805696847,47.551598543099956,23.964169513868505,1.5039613861171837
