ano_eleicao,grupo_cs,semana,sobrevivencia
2018,Com credencial eleitoral prévia,1,0.7139917695473252
2018,Com credencial eleitoral prévia,2,0.25411522633744865
2018,Sem credencial eleitoral prévia,1,0.8575293056807932
2018,Sem credencial eleitoral prévia,2,0.6902614968440035
2022,Com credencial eleitoral prévia,1,0.5736491487786826
2022,Com credencial eleitoral prévia,2,0.15618060695780903
2022,Sem credencial eleitoral prévia,1,0.8059286146400474
2022,Sem credencial eleitoral prévia,2,0.45226860254083423
