ano_eleicao,sg_uf,nr_candidato,nm_candidato,sg_partido_norm,eleito,competitivo,teto,partido,outros,privado,partido_pct,outros_pct,privado_pct,total_pct,fora,top_piso,top_arredondado,top_teto,vitoria_previa,qe_previo,lag,lag2,hist_ausente,lag_ausente,mulher,negra,demografia_ausente,partido_antes_pct,partido_setembro_pct,privado_antes_pct,outros_antes_pct
2018,AC,1777,ADRIANO JOSÉ CALDAS DE AGUIAR CAMPELLO,PSL,0,False,2500000.0,58.82,5013.2,5013.2,0.0023528,0.200528,0.200528,0.2028808,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
2018,AC,1788,BERENICE NASCIMENTO DE SOUZA,PSL,0,False,2500000.0,58.82,1242.0,1000.0,0.0023528,0.04968,0.04,0.052032800000000004,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0
2018,AC,5012,GLÓRIA THAÍS SOUZA DE MELO,PSOL,0,False,2500000.0,122266.66,13.2,13.2,4.8906664,0.000528,0.000528,4.8911944,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1.0,0.0,0,2.0906664,2.8,0.0,0.0
2018,AC,5013,HAMMERLY DA SILVA ALBUQUERQUE,PSOL,0,True,2500000.0,58266.66,0.0,0.0,2.3306664,0.0,0.0,2.3306664,0.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0.0,1.0,0,1.6906664,0.64,0.0,0.0
2018,AC,5050,FRANCISCO DA SILVA PIYÃKO,PSOL,0,False,2500000.0,72266.66,10570.0,2800.0,2.8906664,0.4228,0.112,3.3134664000000003,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.6906664,1.2,0.112,0.112
2018,AC,5055,GILDOMAR OLIVEIRA GOMES,PSOL,0,False,2500000.0,47266.66,3013.2,13.2,1.8906664,0.120528,0.000528,2.0111944,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,1.0,0,1.2906664,0.6,0.0,0.0
2018,AC,1300,DARLA CRISTINA PENHA ALMEIDA DE OLIVEIRA,PT,0,False,2500000.0,10000.0,1200.0,1200.0,0.4,0.048,0.048,0.448,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1.0,1.0,0,0.0,0.4,0.0,0.0
2018,AC,1313,SEBASTIÃO SIBA MACHADO OLIVEIRA,PT,0,True,2500000.0,900000.0,252000.0,252000.0,36.0,10.08,10.08,46.08,0.0,1.0,1.0,1.0,1,1,0.19922886137916843,0.03969213920643991,0,0,0.0,1.0,0,18.0,18.0,2.36,2.36
2018,AC,1314,RAIMUNDO ANGELIM VASCONCELOS,PT,0,True,2500000.0,900000.0,46636.0,46636.0,36.0,1.86544,1.86544,37.86544,0.0,1.0,1.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,18.0,18.0,1.222,1.222
2018,AC,1331,LEONARDO CUNHA DE BRITO,PT,1,True,2500000.0,900000.0,306395.0,306395.0,36.0,12.2558,12.2558,48.2558,0.0,1.0,1.0,1.0,1,1,0.22609957652359447,0.051121018504148755,0,0,0.0,1.0,0,18.0,18.0,3.6686,3.6686
2018,AC,1377,RAQUEL GLEYCIANE SANTOS DE SOUZA,PT,0,False,2500000.0,68000.0,0.0,0.0,2.72,0.0,0.0,2.72,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,1.0,1.0,0,1.36,1.36,0.0,0.0
2018,AC,1414,CHARLENE MARIA DE LIMA,PTB,0,False,2500000.0,449599.75,11000.0,11000.0,17.98399,0.44,0.44,18.42399,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1.0,0.0,0,3.74,12.14076,0.0,0.0
2018,AC,3611,JOSÉ EDIMAR SANTIAGO DE MELO JUNIOR,PTC,0,False,2500000.0,570000.0,41000.0,41000.0,22.8,1.64,1.64,24.44,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,1.0,0,16.8,6.0,1.46,1.46
2018,AC,4300,ITAMARA SOUZA DA COSTA,PV,0,False,2500000.0,51752.25,19.8,19.8,2.07009,0.000792,0.000792,2.070882,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,1.0,1.0,0,2.04917,0.02092,0.0,0.0
