Ano,Fonte,Modelo,N,N_ponderado,Listas,Listas_variacao_X,Beta,EP,IC_inf,IC_sup,p_bilateral,Controles_retidos,p_Holm
2018,Não partidários (amplo),Todas as candidaturas,7630,7630.0,859,682,0.11244404213586559,0.0357823466139507,0.042212860084292536,0.18267522418743865,0.0017329684511235618,vitoria_previa; qe_previo; lag; lag2; hist_ausente; mulher; negra,0.005982390008633461
2018,Não partidários (amplo),Só competitivos prévios,886,886.0,448,176,-0.028034857215476234,0.09676079145257525,-0.2181974118539404,0.1621276974229879,0.7721543562405859,vitoria_previa; qe_previo; lag; lag2; mulher; negra,
2018,Próprios + pessoas físicas,Todas as candidaturas,7630,7630.0,859,668,0.12091138578983268,0.03795295787750944,0.04641987401592794,0.1954028975637374,0.0014955975021583652,vitoria_previa; qe_previo; lag; lag2; hist_ausente; mulher; negra,0.005982390008633461
2018,Próprios + pessoas físicas,Só competitivos prévios,886,886.0,448,176,-0.0010495377745398252,0.09038475661731706,-0.17868136530200465,0.17658228975292498,0.9907404417643302,vitoria_previa; qe_previo; lag; lag2; mulher; negra,
2022,Não partidários (amplo),Todas as candidaturas,9675,9675.0,711,632,0.1926267365396654,0.08307634764368022,0.029522044502779676,0.3557314285765511,0.020695957953530658,vitoria_previa; qe_previo; lag; lag2; hist_ausente; mulher; negra; demografia_ausente,0.041391915907061316
2022,Não partidários (amplo),Só competitivos prévios,1287,1287.0,385,274,-0.1346012133901532,0.13194945923782964,-0.3940350889299873,0.12483266214968089,0.30832482313205667,vitoria_previa; qe_previo; lag; lag2; mulher; negra,
2022,Próprios + pessoas físicas,Todas as candidaturas,9675,9675.0,711,614,0.18422066971543993,0.08455996849911752,0.01820316880347589,0.350238170627404,0.029691081470448622,vitoria_previa; qe_previo; lag; lag2; hist_ausente; mulher; negra; demografia_ausente,0.041391915907061316
2022,Próprios + pessoas físicas,Só competitivos prévios,1287,1287.0,385,273,-0.12794302807807453,0.13082575821935363,-0.3851675265438743,0.12928147038772522,0.3287072800500397,vitoria_previa; qe_previo; lag; lag2; mulher; negra,
