Ano,Indicador,N válido,Indefinidos,Média,Desvio-padrão,Mínimo,P25,Mediana,P75,Máximo
2018,Competitivos (F),292,0,2.1815068493150687,2.2007341300786725,0.0,1.0,1.0,3.0,14.0
2018,Bancada pré-eleitoral (Mp),292,0,1.7431506849315068,1.5595138697241753,1.0,1.0,1.0,2.0,13.0
2018,F / Mp (Mp > 0),292,0,1.2775419405556392,0.9597417228981822,0.0,1.0,1.0,1.5,7.0
2018,F − Mp (Mp > 0),292,0,0.4383561643835616,1.3671280894331723,-3.0,0.0,0.0,1.0,9.0
2022,Competitivos (F),252,0,4.0436507936507935,3.5169027489110603,0.0,2.0,3.0,5.0,25.0
2022,Bancada pré-eleitoral (Mp),252,0,2.0317460317460316,1.857198798587332,1.0,1.0,1.0,2.0,15.0
2022,F / Mp (Mp > 0),252,0,2.2026228841705033,1.2135483031059637,0.0,1.3833333333333333,2.0,3.0,8.0
2022,F − Mp (Mp > 0),252,0,2.011904761904762,2.2431518499578367,-1.0,1.0,2.0,3.0,18.0
