ano_eleicao,sg_uf,sg_partido_norm,C,NECr,total_recursos_partidarios,lista_sem_recursos,E,k_top_necr,proporcao_top_necr,empate_corte_top_necr,k_80,proporcao_nucleo_80,empate_corte_nucleo_80,k_acima_igual,proporcao_acima_divisao_igual,empate_corte_acima_divisao_igual,top_necr__nucleo_80__comum,top_necr__nucleo_80__uniao,top_necr__nucleo_80__jaccard,top_necr__nucleo_80__A_contida_B,top_necr__nucleo_80__B_contida_A,top_necr__nucleo_80__pesos_identicos,top_necr__nucleo_80__concordancia_candidaturas,top_necr__acima_divisao_igual__comum,top_necr__acima_divisao_igual__uniao,top_necr__acima_divisao_igual__jaccard,top_necr__acima_divisao_igual__A_contida_B,top_necr__acima_divisao_igual__B_contida_A,top_necr__acima_divisao_igual__pesos_identicos,top_necr__acima_divisao_igual__concordancia_candidaturas,nucleo_80__acima_divisao_igual__comum,nucleo_80__acima_divisao_igual__uniao,nucleo_80__acima_divisao_igual__jaccard,nucleo_80__acima_divisao_igual__A_contida_B,nucleo_80__acima_divisao_igual__B_contida_A,nucleo_80__acima_divisao_igual__pesos_identicos,nucleo_80__acima_divisao_igual__concordancia_candidaturas
2018,MG,DEM,13,3.8383070023142576,3706092.13,False,1,4,0.3076923076923077,False,3,0.23076923076923078,False,4,0.3076923076923077,False,3.0,4.0,0.75,0.75,1.0,False,0.9230769230769231,4.0,4.0,1.0,1.0,1.0,True,1.0,3.0,4.0,0.75,1.0,0.75,False,0.9230769230769231
2018,MG,MDB,20,8.120222671285726,11365693.78,False,4,8,0.4,False,7,0.35,False,7,0.35,False,7.0,8.0,0.875,0.875,1.0,False,0.95,7.0,8.0,0.875,0.875,1.0,False,0.95,7.0,7.0,1.0,1.0,1.0,True,1.0
2018,MG,NOVO,36,14.888526341174165,113038.52,False,2,15,0.4166666666666667,True,16,0.4444444444444444,True,11,0.3055555555555556,False,15.0,16.0,0.9375,1.0,0.9375,False,0.9722222222222222,11.0,15.0,0.7333333333333333,0.7333333333333333,1.0,False,0.8888888888888888,11.0,16.0,0.6875,0.6875,1.0,False,0.8611111111111112
2018,MG,PATRI,33,1.992227028641935,1679267.4,False,2,2,0.06060606060606061,False,2,0.06060606060606061,False,2,0.06060606060606061,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MG,PC DO B,8,1.0,1476948.46,False,0,1,0.125,False,1,0.125,False,1,0.125,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MG,PCB,12,3.13026549147838,164770.0,False,0,3,0.25,True,3,0.25,True,2,0.16666666666666666,False,3.0,3.0,1.0,1.0,1.0,True,1.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.9166666666666666,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.9166666666666666
2018,MG,PDT,24,3.611422180668848,1396833.18,False,2,4,0.16666666666666666,False,4,0.16666666666666666,False,4,0.16666666666666666,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MG,PHS,71,2.1755198878304363,2779157.16,False,2,2,0.028169014084507043,False,4,0.056338028169014086,False,7,0.09859154929577464,False,2.0,4.0,0.5,1.0,0.5,False,0.971830985915493,2.0,7.0,0.2857142857142857,1.0,0.2857142857142857,False,0.9295774647887324,4.0,7.0,0.5714285714285714,1.0,0.5714285714285714,False,0.9577464788732395
2018,MG,PMB,5,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MG,PMN,12,1.4608769995222954,185030.0,False,1,1,0.08333333333333333,False,1,0.08333333333333333,False,2,0.16666666666666666,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,1.0,0.5,False,0.9166666666666666,1.0,2.0,0.5,1.0,0.5,False,0.9166666666666666
2018,MG,PODE,26,3.68201525605569,2755229.4199999995,False,1,4,0.15384615384615385,False,3,0.11538461538461539,False,4,0.15384615384615385,False,3.0,4.0,0.75,0.75,1.0,False,0.9615384615384616,4.0,4.0,1.0,1.0,1.0,True,1.0,3.0,4.0,0.75,1.0,0.75,False,0.9615384615384616
2018,MG,PP,8,4.932780416872103,10335651.27,False,2,5,0.625,False,4,0.5,False,5,0.625,False,4.0,5.0,0.8,0.8,1.0,False,0.875,5.0,5.0,1.0,1.0,1.0,True,1.0,4.0,5.0,0.8,1.0,0.8,False,0.875
2018,MG,PPL,28,1.0,400.0,False,0,1,0.03571428571428571,False,1,0.03571428571428571,False,1,0.03571428571428571,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MG,PPS,14,2.8291727568195455,1473011.0,False,0,3,0.21428571428571427,False,2,0.14285714285714285,False,2,0.14285714285714285,False,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.9285714285714286,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.9285714285714286,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MG,PR,6,5.830287347244083,10773013.129999999,False,1,6,1.0,False,5,0.8333333333333334,False,2,0.3333333333333333,False,5.0,6.0,0.8333333333333334,0.8333333333333334,1.0,False,0.8333333333333334,2.0,6.0,0.3333333333333333,0.3333333333333333,1.0,False,0.33333333333333337,2.0,5.0,0.4,0.4,1.0,False,0.5
2018,MG,PRB,8,4.591203211244668,6507577.279999999,False,2,5,0.625,False,4,0.5,False,4,0.5,False,4.0,5.0,0.8,0.8,1.0,False,0.875,4.0,5.0,0.8,0.8,1.0,False,0.875,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MG,PROS,33,3.934154434231291,4083750.26,False,2,4,0.12121212121212122,False,4,0.12121212121212122,False,6,0.18181818181818182,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,6.0,0.6666666666666666,1.0,0.6666666666666666,False,0.9393939393939394,4.0,6.0,0.6666666666666666,1.0,0.6666666666666666,False,0.9393939393939394
2018,MG,PRP,5,2.066951353322148,196135.75,False,0,2,0.4,False,2,0.4,False,2,0.4,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MG,PRTB,52,1.020555745155322,224267.96,False,0,1,0.019230769230769232,False,1,0.019230769230769232,False,1,0.019230769230769232,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MG,PSB,26,6.616167971159441,4904350.0,False,3,7,0.2692307692307692,False,6,0.23076923076923078,False,9,0.34615384615384615,False,6.0,7.0,0.8571428571428571,0.8571428571428571,1.0,False,0.9615384615384616,7.0,9.0,0.7777777777777778,1.0,0.7777777777777778,False,0.9230769230769231,6.0,9.0,0.6666666666666666,1.0,0.6666666666666666,False,0.8846153846153846
2018,MG,PSC,34,4.173651687246089,3398561.2,False,1,4,0.11764705882352941,False,4,0.11764705882352941,False,5,0.14705882352941177,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,5.0,0.8,1.0,0.8,False,0.9705882352941176,4.0,5.0,0.8,1.0,0.8,False,0.9705882352941176
2018,MG,PSD,11,5.223306199089714,5063166.06,False,3,5,0.45454545454545453,False,4,0.36363636363636365,False,4,0.36363636363636365,False,4.0,5.0,0.8,0.8,1.0,False,0.9090909090909091,4.0,5.0,0.8,0.8,1.0,False,0.9090909090909091,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MG,PSDB,20,7.979559411491126,9865844.739999998,False,5,8,0.4,False,6,0.3,False,8,0.4,False,6.0,8.0,0.75,0.75,1.0,False,0.9,8.0,8.0,1.0,1.0,1.0,True,1.0,6.0,8.0,0.75,1.0,0.75,False,0.9
2018,MG,PSL,76,4.003611007259799,376894.98,False,6,4,0.05263157894736842,False,4,0.05263157894736842,False,6,0.07894736842105263,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,6.0,0.6666666666666666,1.0,0.6666666666666666,False,0.9736842105263158,4.0,6.0,0.6666666666666666,1.0,0.6666666666666666,False,0.9736842105263158
2018,MG,PSOL,33,13.50737832964293,184621.39,False,1,14,0.42424242424242425,False,16,0.48484848484848486,False,10,0.30303030303030304,False,14.0,16.0,0.875,1.0,0.875,False,0.9393939393939394,10.0,14.0,0.7142857142857143,0.7142857142857143,1.0,False,0.8787878787878788,10.0,16.0,0.625,0.625,1.0,False,0.8181818181818181
2018,MG,PSTU,5,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MG,PT,26,14.088227047997137,10045076.62,False,8,14,0.5384615384615384,False,11,0.4230769230769231,False,14,0.5384615384615384,False,11.0,14.0,0.7857142857142857,0.7857142857142857,1.0,False,0.8846153846153846,14.0,14.0,1.0,1.0,1.0,True,1.0,11.0,14.0,0.7857142857142857,1.0,0.7857142857142857,False,0.8846153846153846
2018,MG,PTB,20,3.56338954214995,2750719.3600000003,False,0,4,0.2,False,3,0.15,False,4,0.2,False,3.0,4.0,0.75,0.75,1.0,False,0.95,4.0,4.0,1.0,1.0,1.0,True,1.0,3.0,4.0,0.75,1.0,0.75,False,0.95
2018,MG,PTC,25,1.3180125463428423,524401.3,False,0,1,0.04,False,1,0.04,False,2,0.08,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,1.0,0.5,False,0.96,1.0,2.0,0.5,1.0,0.5,False,0.96
2018,MG,PV,14,9.001610366883341,1245770.91,False,0,9,0.6428571428571429,False,8,0.5714285714285714,False,6,0.42857142857142855,False,8.0,9.0,0.8888888888888888,0.8888888888888888,1.0,False,0.9285714285714286,6.0,9.0,0.6666666666666666,0.6666666666666666,1.0,False,0.7857142857142857,6.0,8.0,0.75,0.75,1.0,False,0.8571428571428572
2018,MG,REDE,25,1.1152118329671692,148058.56,False,0,1,0.04,False,1,0.04,False,1,0.04,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MG,SOLIDARIEDADE,8,1.0025493284264264,1105105.93,False,1,1,0.125,False,1,0.125,False,1,0.125,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MS,AVANTE,1,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MS,DC,1,1.0,17000.0,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MS,DEM,5,1.2899328859060404,1550000.0,False,1,1,0.2,False,1,0.2,False,1,0.2,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MS,MDB,11,2.6044711476938387,1811960.0,False,0,3,0.2727272727272727,False,3,0.2727272727272727,False,2,0.18181818181818182,False,3.0,3.0,1.0,1.0,1.0,True,1.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.9090909090909091,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.9090909090909091
2018,MS,NOVO,5,4.433966123982481,8311.8,False,0,4,0.8,True,4,0.8,True,2,0.4,False,4.0,4.0,1.0,1.0,1.0,True,1.0,2.0,4.0,0.5,0.5,1.0,False,0.6,2.0,4.0,0.5,0.5,1.0,False,0.6
2018,MS,PATRI,2,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MS,PC DO B,4,1.0,22000.0,False,0,1,0.25,False,1,0.25,False,1,0.25,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MS,PDT,8,1.5326430831176303,730000.0,False,1,2,0.25,False,2,0.25,False,2,0.25,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MS,PHS,4,2.8421052631578947,36000.0,False,0,3,0.75,False,3,0.75,False,3,0.75,False,3.0,3.0,1.0,1.0,1.0,True,1.0,3.0,3.0,1.0,1.0,1.0,True,1.0,3.0,3.0,1.0,1.0,1.0,True,1.0
2018,MS,PMB,1,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MS,PMN,1,1.0,50000.0,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MS,PODE,5,4.0,800.0,False,0,4,0.8,False,4,0.8,False,4,0.8,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MS,PPL,3,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MS,PPS,2,1.7031077698628982,103008.01,False,0,2,1.0,False,2,1.0,False,1,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.5,1.0,2.0,0.5,0.5,1.0,False,0.5
2018,MS,PR,1,1.0,100000.0,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MS,PRB,3,1.1489195658016333,1673250.71,False,0,1,0.3333333333333333,False,1,0.3333333333333333,False,1,0.3333333333333333,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MS,PROS,4,3.433138024034709,858950.0,False,0,3,0.75,False,3,0.75,False,1,0.25,False,3.0,3.0,1.0,1.0,1.0,True,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,False,0.5,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,False,0.5
2018,MS,PRP,2,1.0,35000.0,False,0,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MS,PRTB,3,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MS,PSB,1,1.0,1300000.0,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MS,PSC,2,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MS,PSD,2,1.2848818387827774,630000.0,False,1,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MS,PSDB,5,3.7845416563376597,2745427.75,False,2,4,0.8,False,3,0.6,False,3,0.6,False,3.0,4.0,0.75,0.75,1.0,False,0.8,3.0,4.0,0.75,0.75,1.0,False,0.8,3.0,3.0,1.0,1.0,1.0,True,1.0
2018,MS,PSL,4,,0.0,True,2,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MS,PSOL,6,5.353472298493993,23676.85,False,0,5,0.8333333333333334,False,4,0.6666666666666666,False,4,0.6666666666666666,False,4.0,5.0,0.8,0.8,1.0,False,0.8333333333333334,4.0,5.0,0.8,0.8,1.0,False,0.8333333333333334,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MS,PT,16,4.3680716742733035,1915656.13,False,1,4,0.25,False,4,0.25,False,4,0.25,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MS,PTB,1,1.0,39496.7,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MS,PTC,1,1.0,150000.0,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MS,PV,8,5.063846539294533,81026.94,False,0,5,0.625,False,4,0.5,False,4,0.5,False,4.0,5.0,0.8,0.8,1.0,False,0.875,4.0,5.0,0.8,0.8,1.0,False,0.875,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MS,REDE,3,3.0,5280.0,False,0,3,1.0,False,3,1.0,False,0,0.0,False,3.0,3.0,1.0,1.0,1.0,True,1.0,0.0,3.0,0.0,0.0,,False,0.0,0.0,3.0,0.0,0.0,,False,0.0
2018,MS,SOLIDARIEDADE,2,1.7241379310344829,600000.0,False,0,2,1.0,False,2,1.0,False,1,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.5,1.0,2.0,0.5,0.5,1.0,False,0.5
2018,MT,DEM,2,1.2461538461538462,450000.0,False,0,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MT,MDB,7,3.179843008567156,5010100.0,False,2,3,0.42857142857142855,False,3,0.42857142857142855,False,3,0.42857142857142855,False,3.0,3.0,1.0,1.0,1.0,True,1.0,3.0,3.0,1.0,1.0,1.0,True,1.0,3.0,3.0,1.0,1.0,1.0,True,1.0
2018,MT,NOVO,13,12.767832554958797,25689.079999999998,False,0,13,1.0,False,11,0.8461538461538461,True,1,0.07692307692307693,False,11.000000000000002,13.0,0.8461538461538463,0.8461538461538463,1.0000000000000002,False,0.8461538461538463,1.0,13.0,0.07692307692307693,0.07692307692307693,1.0,False,0.07692307692307687,1.0,11.000000000000002,0.0909090909090909,0.09090909090909091,1.0,False,0.23076923076923062
2018,MT,PATRI,3,3.0,4800.0,False,0,3,1.0,False,3,1.0,False,0,0.0,False,3.0,3.0,1.0,1.0,1.0,True,1.0,0.0,3.0,0.0,0.0,,False,0.0,0.0,3.0,0.0,0.0,,False,0.0
2018,MT,PC DO B,2,1.840747778885517,28334.0,False,0,2,1.0,False,2,1.0,False,1,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.5,1.0,2.0,0.5,0.5,1.0,False,0.5
2018,MT,PDT,4,1.939733648399493,1200666.45,False,0,2,0.5,False,2,0.5,False,2,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MT,PHS,3,2.2792085704551477,85000.0,False,0,2,0.6666666666666666,False,2,0.6666666666666666,False,2,0.6666666666666666,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MT,PMB,1,,0.0,True,0,0,0.0,False,0,0.0,False,0,0.0,False,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0,0.0,0.0,,,,True,1.0
2018,MT,PMN,1,1.0,40630.0,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MT,PODE,2,1.061074074082154,1006574.0,False,1,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MT,PP,1,1.0,2163379.83,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MT,PPL,3,1.975609756097561,1800.0,False,0,2,0.6666666666666666,False,2,0.6666666666666666,False,2,0.6666666666666666,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MT,PPS,6,1.2400848064347922,497377.88,False,0,1,0.16666666666666666,False,1,0.16666666666666666,False,1,0.16666666666666666,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MT,PR,2,1.999637011860044,1977556.0,False,0,2,1.0,False,2,1.0,False,1,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.5,1.0,2.0,0.5,0.5,1.0,False,0.5
2018,MT,PRB,1,1.0,1325875.64,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,MT,PROS,4,3.873587287640396,754776.08,False,0,4,1.0,False,3,0.75,False,2,0.5,False,3.0,4.0,0.75,0.75,1.0,False,0.75,2.0,4.0,0.5,0.5,1.0,False,0.5,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.75
2018,MT,PRP,2,1.0,120000.0,False,0,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MT,PSB,4,1.3651492772267728,778616.28,False,0,1,0.25,False,1,0.25,False,1,0.25,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MT,PSC,6,2.4987860534772226,830013.2,False,0,2,0.3333333333333333,False,3,0.5,True,1,0.16666666666666666,False,2.0,3.0,0.6666666666666666,1.0,0.6666666666666666,False,0.8333333333333334,1.0,2.0,0.5,0.5,1.0,False,0.8333333333333334,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,False,0.6666666666666667
2018,MT,PSD,2,1.9974268698245707,762299.6799999999,False,0,2,1.0,False,2,1.0,False,1,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.5,1.0,2.0,0.5,0.5,1.0,False,0.5
2018,MT,PSDB,4,2.6282784077257224,1095683.68,False,1,3,0.75,False,2,0.5,False,2,0.5,False,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.75,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.75,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,MT,PSL,5,2.8838248235879473,69416.28,False,1,3,0.6,False,3,0.6,False,2,0.4,False,3.0,3.0,1.0,1.0,1.0,True,1.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.8,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,False,0.8
2018,MT,PSOL,9,1.8955113302744468,111040.30000000002,False,0,2,0.2222222222222222,False,3,0.3333333333333333,False,1,0.1111111111111111,False,2.0,3.0,0.6666666666666666,1.0,0.6666666666666666,False,0.8888888888888888,1.0,2.0,0.5,0.5,1.0,False,0.8888888888888888,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,False,0.7777777777777778
2018,MT,PT,2,1.5152426250020032,1056666.97,False,1,2,1.0,False,2,1.0,False,1,0.5,False,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,0.5,0.5,1.0,False,0.5,1.0,2.0,0.5,0.5,1.0,False,0.5
2018,MT,PTB,2,1.4454798491114031,1872353.68,False,1,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MT,PTC,2,1.0,80000.0,False,0,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,MT,PV,9,7.15142525384827,177022.0,False,0,7,0.7777777777777778,False,6,0.6666666666666666,False,4,0.4444444444444444,False,6.0,7.0,0.8571428571428571,0.8571428571428571,1.0,False,0.8888888888888888,4.0,7.0,0.5714285714285714,0.5714285714285714,1.0,False,0.6666666666666667,4.0,6.0,0.6666666666666666,0.6666666666666666,1.0,False,0.7777777777777778
2018,MT,REDE,6,4.0,76.36,False,0,4,0.6666666666666666,False,4,0.6666666666666666,False,4,0.6666666666666666,False,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0,4.0,4.0,1.0,1.0,1.0,True,1.0
2018,MT,SOLIDARIEDADE,2,1.0907546252782676,934048.91,False,1,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,PA,AVANTE,2,1.0665307172418992,155140.0,False,0,1,0.5,False,1,0.5,False,1,0.5,False,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,True,1.0
2018,PA,DC,1,1.0,20828.78,False,0,1,1.0,False,1,1.0,False,0,0.0,False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0,,False,0.0,0.0,1.0,0.0,0.0,,False,0.0
2018,PA,DEM,5,1.8042975854795695,1483000.0,False,2,2,0.4,False,2,0.4,False,2,0.4,False,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0,2.0,2.0,1.0,1.0,1.0,True,1.0
2018,PA,MDB,6,3.0237006824327017,5568400.0,False,2,3,0.5,False,3,0.5,False,3,0.5,False,3.0,3.0,1.0,1.0,1.0,True,1.0,3.0,3.0,1.0,1.0,1.0,True,1.0,3.0,3.0,1.0,1.0,1.0,True,1.0
