ano_eleicao,sg_uf,nr_candidato,sg_partido_norm,nm_candidato,vr_receita_recursos_partidos,C,NECr,lista_sem_recursos,rank_recursos_partidarios,share_recursos_partidarios,share_acumulado,share_igualitaria,razao_share_igual,top_necr,nucleo_80,acima_divisao_igual,k_top_necr,k_80,k_acima_igual,competitivo_previo,eleito
2018,AL,2500,DEM,ELIELZA MELQUIADES DOS SANTOS,0.0,2.0,,True,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,AL,2511,DEM,ROSINEIDE SILVA DE CARVALHO,0.0,2.0,,True,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,AL,1514,MDB,FERNANDA DA SILVA MONTEIRO,50000.0,3.0,2.0,False,1.0,0.5,0.5,0.3333333333333333,1.5,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0
2018,AL,1515,MDB,ISNALDO BULHÕES BARROS JUNIOR,0.0,3.0,2.0,False,3.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1
2018,AL,1577,MDB,JOSIENE MARIA DA SILVA,50000.0,3.0,2.0,False,2.0,0.5,1.0,0.3333333333333333,1.5,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0
2018,AL,3000,NOVO,ADELMO JOSÉ SILVA DE ASSIS,1099.1599999999999,3.0,2.186741048522975,False,2.0,0.1895927195954104,0.8104072804045896,0.3333333333333333,0.5687781587862313,0.5,0.5,0.0,2.0,2.0,1.0,0.0,0
2018,AL,3001,NOVO,TIBÉRIO DA SILVA ROCHA JÚNIOR,1099.1599999999999,3.0,2.186741048522975,False,3.0,0.1895927195954104,1.0,0.3333333333333333,0.5687781587862313,0.5,0.5,0.0,2.0,2.0,1.0,0.0,0
2018,AL,3030,NOVO,MARIA TAVARES FERRO,3599.16,3.0,2.186741048522975,False,1.0,0.6208145608091792,0.6208145608091792,0.3333333333333333,1.8624436824275374,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0
2018,AL,5123,PATRI,JOSILDO BRAZ COSTA,0.0,3.0,,True,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,AL,5153,PATRI,ADEMARIO DE OLIVEIRA,0.0,3.0,,True,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,AL,5154,PATRI,BRUNA DUARTE HONÓRIO,0.0,3.0,,True,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,AL,6500,PC DO B,FELICIANO DOMINGOS DA SILVA,1288.5,4.0,2.345359374817703,False,4.0,0.019933662750582462,1.0,0.25,0.07973465100232985,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
2018,AL,6544,PC DO B,MARIA DAS GRAÇAS SOARES DE ARAUJO,36942.34,4.0,2.345359374817703,False,1.0,0.5715142776696566,0.5715142776696566,0.25,2.2860571106786263,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0
2018,AL,6555,PC DO B,EMERSON MAMEDE FERREIRA,7442.5599999999995,4.0,2.345359374817703,False,3.0,0.11513968260844004,0.9800663372494176,0.25,0.46055873043376017,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
2018,AL,6565,PC DO B,ROBSON DA SILVA LIMA,18966.0,4.0,2.345359374817703,False,2.0,0.2934123769713209,0.8649266546409775,0.25,1.1736495078852835,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0
2018,AL,1212,PDT,RONALDO AUGUSTO LESSA SANTOS,600000.0,2.0,1.1655172413793102,False,1.0,0.9230769230769231,0.9230769230769231,0.5,1.8461538461538463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2018,AL,1234,PDT,MARCELO TADEU LEMOS DE OLIVEIRA,50000.0,2.0,1.1655172413793102,False,2.0,0.07692307692307693,1.0,0.5,0.15384615384615385,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
2018,AL,3100,PHS,MARCOS ANTONIO FERNANDES DA SILVA ALMEIDA,3758.82,6.0,3.990950190900328,False,5.0,0.08896680662035626,1.0,0.16666666666666666,0.5338008397221375,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0
2018,AL,3110,PHS,MARIO JORGE PONTES DE OLIVEIRA,6499.56,6.0,3.990950190900328,False,3.0,0.15383686838885682,0.7870015140939496,0.16666666666666666,0.923021210333141,1.0,1.0,0.0,4.0,4.0,2.0,0.0,0
2018,AL,3111,PHS,EDVALDO GOUVEIA DA ROCHA JUNIOR,0.0,6.0,3.990950190900328,False,6.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0
2018,AL,3122,PHS,ERALDO FERREIRA DA SILVA,5240.3,6.0,3.990950190900328,False,4.0,0.12403167928569417,0.9110331933796437,0.16666666666666666,0.7441900757141651,1.0,1.0,0.0,4.0,4.0,2.0,0.0,0
2018,AL,3131,PHS,FLAVIO HENRIQUE CATAO NOGUEIRA,11697.86,6.0,3.990950190900328,False,2.0,0.2768744575403985,0.6331646457050928,0.16666666666666666,1.6612467452423911,1.0,1.0,1.0,4.0,4.0,2.0,0.0,0
2018,AL,3133,PHS,MARIA SUELI DA SILVA,15053.15,6.0,3.990950190900328,False,1.0,0.3562901881646942,0.3562901881646942,0.16666666666666666,2.137741128988165,1.0,1.0,1.0,4.0,4.0,2.0,0.0,0
2018,AL,3333,PMN,OLÍVIA COIMBRA CERQUEIRA TENÓRIO,900000.0,1.0,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
2018,AL,1999,PODE,ALVARO JOSÉ DO MONTE VASCONCELOS,0.0,1.0,,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,AL,1100,PP,MARIA DOS PRAZERES DA ROCHA BRANDÃO,250000.0,5.0,2.236587246002682,False,3.0,0.09000064080456253,0.963999743678175,0.2,0.4500032040228127,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
2018,AL,1110,PP,HEMERSON CASADO GAMA,100000.0,5.0,2.236587246002682,False,4.0,0.03600025632182501,1.0,0.2,0.18000128160912507,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
2018,AL,1111,PP,ARTHUR CESAR PEREIRA DE LIRA,1677758.0,5.0,2.236587246002682,False,1.0,0.6039971804599249,0.6039971804599249,0.2,3.0199859022996245,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1
2018,AL,1119,PP,ALIETE DE OLIVEIRA SILVA,0.0,5.0,2.236587246002682,False,5.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0
2018,AL,1144,PP,JOSÉ LUIZ VASCONCELLOS DOS ANJOS,750000.0,5.0,2.236587246002682,False,2.0,0.2700019224136876,0.8739991028736125,0.2,1.350009612068438,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0
2018,AL,5444,PPL,PEROLINA JOANA DA SILVA LINS,670.0,2.0,2.0,False,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0
2018,AL,5454,PPL,JOÃO SILVIO PONTES,670.0,2.0,2.0,False,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0
