Ano,Indicador,N válido,Indefinidos,Média,Desvio-padrão,Mínimo,P25,Mediana,P75,Máximo
2018,Precisão Top-NECr por lista (%),786,0,23.291210295677008,35.74178975102689,0.0,0.0,0.0,50.0,100.0
2022,Precisão Top-NECr por lista (%),648,0,11.312551805773596,21.123871936221324,0.0,0.0,0.0,16.666666666666668,100.0
