Ano,UF,Indicador,N válido,Indefinidos,Média,Desvio-padrão,Mínimo,P25,Mediana,P75,Máximo
2022,ES,Eleitos (E),25,0,0.4,0.7637626158259734,0.0,0.0,0.0,0.0,2.0
2022,ES,NECr,22,3,4.584023493808231,2.901026454972552,1.0,2.656740864963592,3.6581335995805047,6.75949630067385,10.94166177638165
2022,ES,D = C − NECr,22,3,3.0523401425554058,2.4466022423867586,0.0,0.9620496397117693,2.833539443553042,4.422382925046496,7.707035628985845
2022,ES,Q = C / NECr,22,3,1.9822460077890318,1.2974838770383674,1.0,1.2573501756612977,1.661960778151804,1.9995361087677008,7.0
2022,ES,NECr / Mp (Mp > 0),7,18,4.737868003060539,2.3347238495128666,2.1992263861431387,3.1206352862525453,3.762386248736097,6.1777717278887225,8.606649358261999
2022,ES,NECr / E (E > 0),6,19,5.0285008335042685,3.409404605012938,1.4741531007454676,3.002852245080404,4.076100219621379,6.237440128222087,10.94166177638165
2022,ES,NECr − E,22,3,4.129478039262776,2.648041556675263,0.9483062014909351,2.154153528015919,3.5294942463341674,5.767132670247765,9.94166177638165
2022,ES,Cobertura Top-NECr por lista (%),6,19,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,ES,Precisão Top-NECr por lista (%),22,3,7.754492981765709,16.385535761338325,0.0,0.0,0.0,6.818181818181818,66.66666666666667
2022,GO,Candidatos (C),30,0,11.4,5.8108103773380275,1.0,8.0,13.5,16.0,18.0
2022,GO,Competitivos (F),30,0,1.6,1.6733200530681511,0.0,0.0,1.0,3.0,5.0
2022,GO,Competitivos na lista (%),30,0,11.385809451985923,11.1283312203046,0.0,0.0,7.417582417582418,22.023809523809522,31.25
2022,GO,Bancada pré-eleitoral (Mp),30,0,0.5666666666666667,0.8172001541568767,0.0,0.0,0.0,1.0,3.0
2022,GO,Eleitos (E),30,0,0.5666666666666667,0.9714309861845772,0.0,0.0,0.0,1.0,4.0
2022,GO,NECr,29,1,5.286270307685008,3.023621089037252,1.0,2.9472551130247577,4.6510784854211495,7.5704219958951455,12.317679476321194
2022,GO,D = C − NECr,29,1,6.437867623349475,4.224791560955231,0.0,1.823498680156849,7.725593643250858,9.348921514578851,13.613618844725858
2022,GO,Q = C / NECr,29,1,2.4565720199948786,1.4034129666946589,1.0,1.4613142056993913,2.1717413461391506,3.0100545591486223,6.704712683738049
2022,GO,NECr / Mp (Mp > 0),12,18,4.467999634306506,2.95398532510998,1.3344636910762837,2.290657618902674,3.258783816178778,7.606484991915005,9.65651398039723
2022,GO,NECr / E (E > 0),10,20,3.2633096183828854,2.4765445610673704,1.0008477683072128,1.991033325656482,2.4256715373813975,3.5293359669176274,9.65651398039723
2022,GO,NECr − E,29,1,4.700063411133285,3.3366946322470867,0.003391073228851127,1.9756851210531727,4.122123159859009,7.5704219958951455,12.317679476321194
2022,GO,Cobertura Top-NECr por lista (%),10,20,85.0,33.74742788552764,0.0,100.0,100.0,100.0,100.0
2022,GO,Precisão Top-NECr por lista (%),29,1,11.89655172413793,20.420792284482964,0.0,0.0,0.0,20.0,66.66666666666667
2022,MA,Candidatos (C),29,0,11.172413793103448,5.934577644842142,1.0,6.0,12.0,17.0,19.0
2022,MA,Competitivos (F),29,0,1.6551724137931034,2.159296546645384,0.0,0.0,0.0,2.0,7.0
2022,MA,Competitivos na lista (%),29,0,12.310096638590288,17.04611193703177,0.0,0.0,0.0,16.666666666666668,55.55555555555556
2022,MA,Bancada pré-eleitoral (Mp),29,0,0.6206896551724138,0.9029235493443458,0.0,0.0,0.0,1.0,3.0
2022,MA,Eleitos (E),29,0,0.6206896551724138,0.9029235493443458,0.0,0.0,0.0,1.0,4.0
2022,MA,NECr,25,4,5.937610411981568,3.2471793972755965,1.0,3.8225304369141,5.630170542505092,7.518446601941747,13.249101020622993
2022,MA,D = C − NECr,25,4,5.982389588018432,4.520160949841964,0.0,2.2539951317599747,5.858332882566128,10.481553398058253,13.76012829157327
2022,MA,Q = C / NECr,25,4,2.089555593876248,0.9024890731170805,1.0,1.3777380916903728,1.8592319207457046,2.577734012267429,4.245411474178586
2022,MA,NECr / Mp (Mp > 0),11,18,4.128055025637653,2.0421058468725506,1.9619897296632292,2.621689971201011,3.007377061590177,5.415904337562598,8.228729727276693
2022,MA,NECr / E (E > 0),13,16,5.367168906372152,2.353209406375823,1.8796116504854368,4.239871708426729,5.474462150176212,6.180586907449209,10.141667117433872
2022,MA,NECr − E,25,4,5.2176104119815685,3.189142217384683,0.9619897296632292,3.239871708426729,4.583216625511733,6.832807570977917,13.249101020622993
2022,MA,Cobertura Top-NECr por lista (%),13,16,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,MA,Precisão Top-NECr por lista (%),25,4,12.204761904761904,15.146328967084346,0.0,0.0,10.0,20.0,50.0
2022,MG,Candidatos (C),32,0,32.34375,19.142267663219073,1.0,14.25,39.5,48.0,54.0
2022,MG,Competitivos (F),32,0,3.59375,4.0469771674113,0.0,0.0,3.0,5.25,15.0
2022,MG,Competitivos na lista (%),32,0,10.212590198989677,11.427494888630264,0.0,0.0,7.432121491026232,15.242323344432112,50.0
2022,MG,Bancada pré-eleitoral (Mp),32,0,1.65625,2.149409146118848,0.0,0.0,1.0,3.0,7.0
2022,MG,Eleitos (E),32,0,1.65625,2.6953888342393078,0.0,0.0,0.5,2.0,11.0
2022,MG,NECr,30,2,8.226624634358075,5.7813636782525775,1.0,4.006109222308747,7.995166809953808,10.215197477283805,24.32405045098553
2022,MG,D = C − NECr,30,2,25.806708698975264,16.072910063076108,0.0,10.288115403642902,30.368363456693487,38.360884351642014,47.40583221686953
2022,MG,Q = C / NECr,30,2,4.540997885541126,2.7138635515159306,1.0,2.570901908024264,3.7173733252789694,5.899653393722276,10.628371048015692
2022,MG,NECr / Mp (Mp > 0),19,13,5.088871414273071,3.0652157756549374,1.2799349527358053,2.6219493661410693,4.233950790455463,7.191426878274091,12.162025225492766
2022,MG,NECr / E (E > 0),16,16,4.377649735046015,2.320971842212309,1.1268663209695466,3.054176312526599,3.962549384223103,4.56093482442393,10.39477763223749
2022,MG,NECr − E,30,2,6.459957967691408,4.9361809190005435,1.0,3.0584876976138653,5.776856226140553,8.176675703041504,24.32405045098553
2022,MG,Cobertura Top-NECr por lista (%),16,16,99.43181818181819,2.2727272727272734,90.9090909090909,100.0,100.0,100.0,100.0
2022,MG,Precisão Top-NECr por lista (%),30,2,15.863146113146113,19.775066559222996,0.0,0.0,11.25,25.0,83.33333333333333
2022,MS,Candidatos (C),23,0,6.434782608695652,2.483144761212753,2.0,5.0,7.0,9.0,9.0
2022,MS,Competitivos (F),23,0,1.3043478260869565,1.6077873731169026,0.0,0.0,1.0,2.5,5.0
2022,MS,Competitivos na lista (%),23,0,16.38543823326432,20.378080620662374,0.0,0.0,11.11111111111111,29.166666666666668,60.0
2022,MS,Bancada pré-eleitoral (Mp),23,0,0.34782608695652173,0.6472807211834832,0.0,0.0,0.0,0.5,2.0
2022,MS,Eleitos (E),23,0,0.34782608695652173,0.8316847989130756,0.0,0.0,0.0,0.0,3.0
2022,MS,NECr,21,2,3.658437436966974,1.882189083357559,1.0,1.9999999285649939,3.789473684210527,4.755792571986276,6.924894406044575
2022,MS,D = C − NECr,21,2,2.7701339916044545,2.1888372751410397,7.143500613260301e-08,0.9142685400856563,2.236056433916412,4.0,7.451303371852227
2022,MS,Q = C / NECr,21,2,2.1658928689683767,1.377249023025065,1.0000000357175043,1.2996588066590755,1.6666666666666667,2.1111111111111107,5.811338280476478
2022,MS,NECr / Mp (Mp > 0),6,17,3.4363811619067577,0.8568480078525101,2.763943566083588,2.8719138589139606,2.9858018570798457,3.9661974090342045,4.755792571986276
2022,MS,NECr / E (E > 0),4,19,2.921428217038163,2.0390267100558166,1.381971783041794,1.8520039317110712,2.193288800296984,3.262713085624076,5.917163484516891
2022,MS,NECr − E,21,2,3.277485056014593,1.8203098591988638,0.7639435660835878,1.9717169284040816,3.0,4.2898777812597935,6.924894406044575
2022,MS,Cobertura Top-NECr por lista (%),4,19,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,MS,Precisão Top-NECr por lista (%),21,2,8.253968253968255,19.22437826242294,0.0,0.0,0.0,0.0,66.66666666666667
2022,MT,Candidatos (C),22,0,6.818181818181818,2.630161386255398,2.0,5.0,8.5,9.0,9.0
2022,MT,Competitivos (F),22,0,1.4545454545454546,1.7654696590094991,0.0,0.0,1.0,2.0,5.0
2022,MT,Competitivos na lista (%),22,0,19.974747474747474,20.921227130409655,0.0,0.0,15.555555555555555,41.666666666666664,55.55555555555556
2022,MT,Bancada pré-eleitoral (Mp),22,0,0.3181818181818182,0.7798878818298871,0.0,0.0,0.0,0.0,3.0
2022,MT,Eleitos (E),22,0,0.36363636363636365,1.0021621646864365,0.0,0.0,0.0,0.0,4.0
2022,MT,NECr,21,1,4.894835655539028,2.3301554242096834,1.0748967332325787,3.2451614206139503,5.525417938355344,6.721033727871078,8.56692646560488
2022,MT,D = C − NECr,21,1,1.9623072016038285,1.3040986255362925,0.039474965892485336,1.136059121741824,1.7548385793860497,2.7760443209827335,5.57687322414996
2022,MT,Q = C / NECr,21,1,1.550542856570211,0.5421149090139151,1.007957820114013,1.2288677791835008,1.4460257212855117,1.5945575592746366,2.8833073146142847
2022,MT,NECr / Mp (Mp > 0),4,18,2.9963196152138085,1.9101920474143688,1.387295755719713,1.728178423518764,2.4768919094802073,3.7450331011752516,5.644198886175106
2022,MT,NECr / E (E > 0),3,19,2.5791944858222933,0.9449096016076708,1.5559889197543166,2.1593489444659943,2.762708969177672,3.0907972688562815,3.4188855685348907
2022,MT,NECr − E,21,1,4.5138832745866475,2.3304273827631166,1.0748967332325787,2.2239556790172665,4.863940878258176,6.051793588523612,8.56692646560488
2022,MT,Cobertura Top-NECr por lista (%),3,19,91.66666666666667,14.433756729740644,75.0,87.5,100.0,100.0,100.0
2022,MT,Precisão Top-NECr por lista (%),21,1,5.782312925170068,16.29816129348427,0.0,0.0,0.0,0.0,66.66666666666667
2022,PA,Candidatos (C),26,0,11.461538461538462,6.2432733032009375,1.0,5.75,13.0,18.0,18.0
2022,PA,Competitivos (F),26,0,1.7307692307692308,1.7333826422966698,0.0,0.0,1.5,3.0,6.0
2022,PA,Competitivos na lista (%),26,0,16.438187252666893,21.49005253477705,0.0,0.0,12.222222222222221,19.411764705882355,100.0
2022,PA,Bancada pré-eleitoral (Mp),26,0,0.6538461538461539,0.891843380524078,0.0,0.0,0.0,1.0,3.0
2022,PA,Eleitos (E),26,0,0.6538461538461539,1.8749358963400895,0.0,0.0,0.0,0.0,9.0
2022,PA,NECr,23,3,5.093535270418434,3.9172849029495382,1.0,1.5101174172999974,4.464452994136693,8.203852859403849,13.629380883446684
2022,PA,D = C − NECr,23,3,7.254290816538087,4.775896321244522,0.0,4.182315759586722,6.990124496948637,9.145208294422051,16.38600332942402
2022,PA,Q = C / NECr,23,3,3.5951289203651315,3.0674680708419695,1.0,1.7215603851019952,2.0,4.2884372733277205,11.152439362577136
2022,PA,NECr / Mp (Mp > 0),11,15,5.895489973720323,4.242352747083864,0.8069983352879899,3.1475376606521133,4.5029937986899355,8.705796812239594,13.629380883446684
2022,PA,NECr / E (E > 0),5,21,3.4471924014428637,3.6760912511762105,0.5232870456839885,0.5379988901919933,2.334701608625524,4.5029937986899355,9.336980664022876
2022,PA,NECr − E,23,3,4.354404835635824,4.41781331157977,-4.290416588844103,1.1130683668233887,3.9603737126787024,7.203852859403848,13.629380883446684
2022,PA,Cobertura Top-NECr por lista (%),5,21,73.33333333333334,25.276251480171837,50.0,50.0,66.66666666666667,100.0,100.0
2022,PA,Precisão Top-NECr por lista (%),23,3,10.966183574879228,27.945562657760536,0.0,0.0,0.0,0.0,100.0
2022,PB,Candidatos (C),26,0,8.115384615384615,4.283241044600905,2.0,3.0,9.0,12.0,13.0
2022,PB,Competitivos (F),26,0,1.1923076923076923,2.000384578409477,0.0,0.0,0.0,2.75,7.0
2022,PB,Competitivos na lista (%),26,0,10.092791823561054,16.96777585912559,0.0,0.0,0.0,21.853146853146853,53.84615384615385
2022,PB,Bancada pré-eleitoral (Mp),26,0,0.46153846153846156,0.8593378488473195,0.0,0.0,0.0,1.0,3.0
2022,PB,Eleitos (E),26,0,0.46153846153846156,0.8593378488473195,0.0,0.0,0.0,0.75,3.0
2022,PB,NECr,22,4,4.575997518818665,2.415754233365382,1.292939063772568,2.787797763840013,4.326491122205196,5.934052437045549,9.457326951059178
2022,PB,D = C − NECr,22,4,3.696729753908608,3.2286260190277503,0.0,0.3889653032944816,3.654640043057723,7.063091553654075,8.580410718414983
2022,PB,Q = C / NECr,22,4,1.830649178055628,0.8008641709739575,1.0,1.1104989571554231,1.648082129043428,2.3360251728140264,3.642183190593701
2022,PB,NECr / Mp (Mp > 0),8,18,4.149892962104032,1.485869705370743,1.856653878917786,3.0235743542991766,4.326491122205196,5.403019579299888,6.0139460994965
2022,PB,NECr / E (E > 0),7,19,4.102597236151637,2.010136249057868,2.2097946407925084,2.8442277281677786,3.152442317019726,4.878288420250543,7.9109113984125825
2022,PB,NECr − E,22,4,4.03054297336412,2.122069809244699,1.292939063772568,2.493958604776221,3.298178887999995,5.46950100162028,9.189149452326694
2022,PB,Cobertura Top-NECr por lista (%),7,19,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,PB,Precisão Top-NECr por lista (%),22,4,9.583333333333334,15.977311128580768,0.0,0.0,0.0,15.625,50.0
2022,PE,Candidatos (C),31,0,13.451612903225806,8.96228657459475,1.0,3.0,14.0,21.0,26.0
2022,PE,Competitivos (F),31,0,1.8064516129032258,2.386341060266528,0.0,0.0,1.0,3.5,7.0
2022,PE,Competitivos na lista (%),31,0,13.017343293434372,16.039176382082843,0.0,0.0,3.8461538461538463,25.23809523809524,50.0
2022,PE,Bancada pré-eleitoral (Mp),31,0,0.8064516129032258,1.1667434690542067,0.0,0.0,0.0,1.0,5.0
2022,PE,Eleitos (E),31,0,0.8064516129032258,1.3764532886785437,0.0,0.0,0.0,1.0,5.0
2022,PE,NECr,26,5,6.521418010224954,4.547172185291511,1.0079521605609199,2.9014130828881863,6.05870192231472,8.672103570340692,20.681228712693365
2022,PE,D = C − NECr,26,5,8.863197374390431,6.35109982026332,0.0,4.730513733629745,7.699849110289182,13.038885017987553,22.981143007978858
2022,PE,Q = C / NECr,26,5,2.6926198468105684,1.5700129900015307,1.0,1.7336653917621532,2.3499627957723788,3.025120687709734,8.612531189360128
2022,PE,NECr / Mp (Mp > 0),14,17,4.280747221851249,2.9997486914201934,1.0062856640070479,1.7886127990563419,3.4253607509503268,6.224707549437429,10.340614356346682
2022,PE,NECr / E (E > 0),12,19,3.8146379920567006,2.724654416991406,0.754714248005286,1.843194983455593,2.5575078080227645,6.516470608477885,8.438518623507964
2022,PE,NECr − E,26,5,5.559879548686492,4.506755294617784,-0.9811430079788561,1.8966988348829004,5.258343452047719,7.629626916526218,17.681228712693365
2022,PE,Cobertura Top-NECr por lista (%),12,19,97.91666666666667,7.216878364870321,75.0,100.0,100.0,100.0,100.0
2022,PE,Precisão Top-NECr por lista (%),26,5,20.222832722832724,30.476444850383267,0.0,0.0,0.0,30.555555555555557,100.0
2022,PI,Candidatos (C),23,0,7.130434782608695,3.6594131152175327,1.0,3.5,9.0,10.0,11.0
2022,PI,Competitivos (F),23,0,0.9130434782608695,1.8808374217658008,0.0,0.0,0.0,0.5,7.0
2022,PI,Competitivos na lista (%),23,0,9.40711462450593,19.92519947394995,0.0,0.0,0.0,4.545454545454546,77.77777777777777
2022,PI,Bancada pré-eleitoral (Mp),23,0,0.43478260869565216,0.9451352455659808,0.0,0.0,0.0,0.0,3.0
2022,PI,Eleitos (E),23,0,0.43478260869565216,1.079818459343208,0.0,0.0,0.0,0.0,4.0
2022,PI,NECr,20,3,4.181094578893555,2.659687879712855,1.0,1.6588883787210214,3.517128041750115,6.840599663153271,8.646533660847357
2022,PI,D = C − NECr,20,3,3.3189054211064457,2.916641460994046,0.0,0.8577201149184237,2.7009840728342307,4.539694645970848,9.366802291780054
2022,PI,Q = C / NECr,20,3,2.4922994073363514,2.10107004182347,1.0,1.2350500879586108,1.529104149971919,2.410859557502164,7.712930648708298
2022,PI,NECr / Mp (Mp > 0),5,18,3.1933114527040365,2.4618210572421435,1.537913490679623,1.6331977082199467,1.9082677078984789,3.5345164647275213,7.352661891994614
2022,PI,NECr / E (E > 0),4,19,1.8990548226589294,1.1603258131576077,1.0,1.115076338507288,1.5308514129540982,2.3148298971057395,3.5345164647275213
2022,PI,NECr − E,20,3,3.6810945788935547,2.7289083037371435,0.0,1.5490292910060353,3.0060043928521964,5.713720193241894,8.646533660847357
2022,PI,Cobertura Top-NECr por lista (%),4,19,68.75,47.32423621500228,0.0,56.25,87.5,100.0,100.0
2022,PI,Precisão Top-NECr por lista (%),20,3,6.928571428571428,17.70552172241595,0.0,0.0,0.0,0.0,60.0
2022,PR,Candidatos (C),30,0,20.0,10.024108869155883,1.0,12.75,23.5,27.75,31.0
2022,PR,Competitivos (F),30,0,2.2333333333333334,2.8367457476449323,0.0,0.0,1.0,3.0,11.0
2022,PR,Competitivos na lista (%),30,0,10.398346433565923,12.646843273094545,0.0,0.0,7.5,16.203703703703706,50.0
2022,PR,Bancada pré-eleitoral (Mp),30,0,1.0,1.5085960589122316,0.0,0.0,0.0,1.75,5.0
2022,PR,Eleitos (E),30,0,1.0,1.7811271131234425,0.0,0.0,0.0,1.0,7.0
2022,PR,NECr,28,2,8.166667251851797,4.758111309078896,1.0,4.375397920817704,7.626779981922663,11.956709232652688,18.3060985103235
2022,PR,D = C − NECr,28,2,13.154761319576776,7.78150615696902,0.0,7.621360831388636,14.502162645831994,18.340846062876388,28.25374460825273
2022,PR,Q = C / NECr,28,2,3.391224954324525,3.149757521604047,1.0,1.7386987359909507,2.5131166185049167,3.815278038287699,17.17961767893676
2022,PR,NECr / Mp (Mp > 0),13,17,4.140388180688166,2.88363844946191,0.9333460807543815,2.6331303827389694,3.394607194551818,5.056617893505469,12.180215726585908
2022,PR,NECr / E (E > 0),12,18,4.831951648564199,3.5664577202825893,1.244461441005842,1.8973951362226589,3.6964316224649636,6.972127566428832,11.882207068008283
2022,PR,NECr − E,28,2,7.095238680423225,4.650595801082823,0.30193779405037646,3.4020001323258935,6.949576564074089,10.094164623522065,18.3060985103235
2022,PR,Cobertura Top-NECr por lista (%),12,18,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,PR,Precisão Top-NECr por lista (%),28,2,15.933873549419769,26.523696636313655,0.0,0.0,0.0,18.38235294117647,100.0
2022,RJ,Candidatos (C),30,0,34.13333333333333,16.08969113810269,2.0,25.25,42.5,46.0,47.0
2022,RJ,Competitivos (F),30,0,4.466666666666667,5.923264089272431,0.0,0.25,2.5,6.0,22.0
2022,RJ,Competitivos na lista (%),30,0,14.102360752802854,16.615974860510892,0.0,1.0638297872340425,7.358156028368795,16.666666666666668,66.66666666666667
2022,RJ,Bancada pré-eleitoral (Mp),30,0,1.5333333333333334,2.556038601690775,0.0,0.0,0.5,2.0,11.0
2022,RJ,Eleitos (E),30,0,1.5333333333333334,2.501493806581942,0.0,0.0,0.5,1.75,11.0
2022,RJ,NECr,29,1,9.987075250688022,7.6548242719769775,1.0821710253061843,2.9782219330200594,9.710044257831095,13.84633821892707,30.67208725824835
2022,RJ,D = C − NECr,29,1,25.219821301036117,12.578379854993495,0.0002994573246035692,18.422306185328704,27.753767567069296,34.18483533817482,42.89854554543884
2022,RJ,Q = C / NECr,29,1,5.155566502810248,4.516458053663452,1.0001497510843314,2.5587172691970896,3.39439924526428,5.927374059033378,20.15470211880432
2022,RJ,NECr / Mp (Mp > 0),15,15,4.900213698023439,3.8557028071825132,1.6343416414781975,2.383360608037504,4.101454454561155,5.5841106775382015,16.266335346900686
2022,RJ,NECr / E (E > 0),15,15,5.64999406460417,6.1114205005218585,1.6343416414781975,2.3487967483962446,3.769938956731929,4.656988570573078,24.557810957480005
2022,RJ,NECr − E,29,1,8.400868354136296,7.174727083108152,0.9886125385405959,2.9782219330200594,6.977758056260171,12.797605225292312,30.67208725824835
2022,RJ,Cobertura Top-NECr por lista (%),15,15,87.995337995338,28.33791257399308,0.0,100.0,100.0,100.0,100.0
2022,RJ,Precisão Top-NECr por lista (%),29,1,14.25730801458727,18.511348508673716,0.0,0.0,0.0,26.08695652173913,50.0
2022,RN,Candidatos (C),26,0,6.730769230769231,2.836303119311366,1.0,4.0,8.0,9.0,9.0
2022,RN,Competitivos (F),26,0,0.7692307692307693,1.2746040109051067,0.0,0.0,0.0,1.0,4.0
2022,RN,Competitivos na lista (%),26,0,9.722222222222221,16.239906646937186,0.0,0.0,0.0,11.11111111111111,50.0
2022,RN,Bancada pré-eleitoral (Mp),26,0,0.3076923076923077,0.6176879969195302,0.0,0.0,0.0,0.0,2.0
2022,RN,Eleitos (E),26,0,0.3076923076923077,0.9281909617845143,0.0,0.0,0.0,0.0,4.0
2022,RN,NECr,23,3,4.084651525131091,2.353640969191017,1.0,2.118940608440206,3.172662550785123,5.835047379336837,8.749914665306992
2022,RN,D = C − NECr,23,3,2.9588267357384757,2.3788925853090137,0.0,1.1592830672833496,2.385889584416171,4.616516725062278,7.4622470308474735
2022,RN,Q = C / NECr,23,3,2.18865116798414,1.7302496333765172,1.0,1.2275414451076392,1.428471350814819,2.3758293424667847,8.0
2022,RN,NECr / Mp (Mp > 0),6,20,4.605913767933253,2.1740582543382114,1.7976568011465501,2.966403607513166,4.699726454417686,6.3606808947605025,7.135411197531167
2022,RN,NECr / E (E > 0),3,23,2.014104873123142,1.5617904381929812,0.8988284005732751,1.121627021412289,1.3444256422513028,2.571743109398075,3.7990605765448477
2022,RN,NECr − E,23,3,3.736825438174568,2.5093750127230043,-0.40468639770689974,1.834532074038736,3.1133250311332503,5.657356399709572,8.749914665306992
2022,RN,Cobertura Top-NECr por lista (%),3,23,91.66666666666667,14.433756729740644,75.0,87.5,100.0,100.0,100.0
2022,RN,Precisão Top-NECr por lista (%),23,3,7.246376811594204,20.765700495862937,0.0,0.0,0.0,0.0,75.0
2022,RO,Candidatos (C),21,0,7.095238095238095,2.4880667576405964,2.0,6.0,8.0,9.0,9.0
2022,RO,Competitivos (F),21,0,1.3333333333333333,1.5275252316519468,0.0,0.0,1.0,2.0,5.0
2022,RO,Competitivos na lista (%),21,0,16.70445956160242,17.43003541151664,0.0,0.0,14.285714285714286,25.0,55.55555555555556
2022,RO,Bancada pré-eleitoral (Mp),21,0,0.38095238095238093,0.5895922723535711,0.0,0.0,0.0,1.0,2.0
2022,RO,Eleitos (E),21,0,0.38095238095238093,1.023532631438318,0.0,0.0,0.0,0.0,4.0
2022,RO,NECr,19,2,4.650201571228145,2.153023652864985,1.47585601404741,2.649636912331737,4.463840645516008,6.430279352144108,7.911763908302169
2022,RO,D = C − NECr,19,2,2.6129563235086963,1.9228139466343608,0.003773618967834791,1.1464140200132538,2.539441295711784,3.9494253785204467,6.599198944653997
2022,RO,Q = C / NECr,19,2,1.7993138521731964,0.9098374930487068,1.00189037626378,1.189407238197367,1.3930683725582778,2.115058549698796,4.065437239738251
2022,RO,NECr / Mp (Mp > 0),7,14,4.743751266047985,2.1853248749948966,1.5425643633587818,3.1734660522993723,5.120894905492425,6.42232992639363,7.351207636098679
2022,RO,NECr / E (E > 0),3,18,2.2405652428069067,0.8808620364233556,1.5425643633587818,1.7457081881383063,1.9488520129178308,2.5895656825309694,3.230279352144108
2022,RO,NECr − E,19,2,4.229148939649198,2.080704811755897,1.0851287267175636,2.4619628429298004,3.8425842785117887,6.299739940449475,7.911763908302169
2022,RO,Cobertura Top-NECr por lista (%),3,18,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,RO,Precisão Top-NECr por lista (%),19,2,7.894736842105263,19.538203359401304,0.0,0.0,0.0,0.0,66.66666666666667
2022,RR,Candidatos (C),24,0,6.083333333333333,2.586195235689187,1.0,3.75,7.0,8.0,9.0
2022,RR,Competitivos (F),24,0,0.8333333333333334,1.0494995356656043,0.0,0.0,0.5,1.0,3.0
2022,RR,Competitivos na lista (%),24,0,11.20866402116402,13.412938216657802,0.0,0.0,5.555555555555555,21.25,37.5
2022,RR,Bancada pré-eleitoral (Mp),24,0,0.3333333333333333,0.48154341234307685,0.0,0.0,0.0,1.0,1.0
2022,RR,Eleitos (E),24,0,0.3333333333333333,0.816496580927726,0.0,0.0,0.0,0.0,3.0
2022,RR,NECr,22,2,4.816193732623275,1.9504576150982955,1.0,3.576662884090308,4.875419518373608,6.262118549442179,8.19223770015476
2022,RR,D = C − NECr,22,2,1.6383517219221806,1.4377362616923337,0.0,0.7219750883510756,1.372568261051355,2.292754843110494,5.23788445177942
2022,RR,Q = C / NECr,22,2,1.403194418700676,0.44417334504626876,1.0,1.1054045142927253,1.2778620759416175,1.5226048382615138,2.8963306785459393
2022,RR,NECr / Mp (Mp > 0),7,17,5.502061974263136,1.2470793368165853,3.441698090573845,4.715730250634593,5.876090934693003,6.489034029656905,6.787116233992119
2022,RR,NECr / E (E > 0),4,20,3.7180629353408388,1.5423312970752017,2.262372077997373,2.912019704532719,3.3668943643364893,4.172937595144608,5.876090934693003
2022,RR,NECr − E,22,2,4.452557368986911,1.7687068559012327,1.0,3.5280526264284138,4.489338158230826,5.278024911648925,8.19223770015476
2022,RR,Cobertura Top-NECr por lista (%),4,20,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,RR,Precisão Top-NECr por lista (%),22,2,5.5194805194805205,12.671166141077068,0.0,0.0,0.0,0.0,42.857142857142854
2022,RS,Candidatos (C),29,0,17.655172413793103,12.063154829210209,1.0,4.0,23.0,28.0,32.0
2022,RS,Competitivos (F),29,0,2.310344827586207,2.7399615257447647,0.0,0.0,1.0,4.0,8.0
2022,RS,Competitivos na lista (%),29,0,10.416694414017986,11.419913496680168,0.0,0.0,6.666666666666667,17.857142857142858,33.333333333333336
2022,RS,Bancada pré-eleitoral (Mp),29,0,1.0689655172413792,1.6888507183195536,0.0,0.0,0.0,2.0,6.0
2022,RS,Eleitos (E),29,0,1.0689655172413792,1.4863914712858555,0.0,0.0,1.0,1.0,6.0
2022,RS,NECr,26,3,6.697067778273072,5.070917303509862,1.1145406947206677,2.4511313812576523,6.394537664415824,8.046619573523373,20.547842401500933
2022,RS,D = C − NECr,26,3,12.764470683265387,9.255433802964145,0.0005741285475768798,3.8889858580528704,15.391207548948344,21.473374263034056,26.32055029793496
2022,RS,Q = C / NECr,26,3,3.2091313730239097,1.724620388362175,1.0002871467033483,1.6373118302141876,3.1128559043128607,3.998743146923384,7.177844683369774
2022,RS,NECr / Mp (Mp > 0),12,17,3.5161950557073354,2.123140343746056,0.7799082836775066,2.053483676577001,3.2057864895901362,4.015659116334582,7.5928115280393
2022,RS,NECr / E (E > 0),15,14,3.772535248424877,2.4089317144452194,1.1145406947206677,2.160670559927326,2.7933951590049197,5.817869124973734,7.600934886800204
2022,RS,NECr − E,26,3,5.504760085965381,5.298109216838896,0.11454069472066775,1.9396764306530128,3.911572979180273,6.497766705195805,20.547842401500933
2022,RS,Cobertura Top-NECr por lista (%),15,14,91.66666666666667,26.16340592361419,0.0,100.0,100.0,100.0,100.0
2022,RS,Precisão Top-NECr por lista (%),26,3,21.625457875457876,27.011544149782704,0.0,0.0,12.5,41.51785714285714,100.0
2022,SC,Candidatos (C),28,0,10.428571428571429,5.9218901601416984,1.0,4.5,12.5,16.0,17.0
2022,SC,Competitivos (F),28,0,1.75,1.9172704363041553,0.0,0.0,1.0,3.0,6.0
2022,SC,Competitivos na lista (%),28,0,12.33161854485384,13.02024857439273,0.0,0.0,11.437908496732026,19.0625,46.15384615384615
