Ano,Partido,Indicador,N válido,Indefinidos,Média,Desvio-padrão,Mínimo,P25,Mediana,P75,Máximo
2022,SOLIDARIEDADE,Eleitos (E),24,0,0.16666666666666666,0.38069349381344053,0.0,0.0,0.0,0.0,1.0
2022,SOLIDARIEDADE,NECr,22,2,6.200756611728417,4.5305905600879735,1.47585601404741,2.972603344645785,4.667688396637651,7.697752409276423,16.625583194295245
2022,SOLIDARIEDADE,D = C − NECr,22,2,10.071970660998856,11.683947514896133,0.22900763358778775,2.457686196708398,7.592992046363351,10.058247233470624,42.89854554543884
2022,SOLIDARIEDADE,Q = C / NECr,22,2,2.9920441513872684,2.3131944859062203,1.0480000000000003,1.5357170168083072,2.372431043994972,3.614701360458672,11.459349487041633
2022,SOLIDARIEDADE,NECr / Mp (Mp > 0),8,16,7.733092798306679,4.459529913475166,2.8622651131772003,4.535829712031766,6.170707181153679,10.841137155824594,15.303993633062348
2022,SOLIDARIEDADE,NECr / E (E > 0),4,20,8.165622708259548,5.789891665965565,2.8622651131772003,3.7916571192151665,7.248116043399323,11.622081632443704,15.303993633062348
2022,SOLIDARIEDADE,NECr − E,22,2,6.018938429910236,4.464703188485912,1.47585601404741,2.972603344645785,4.667688396637651,7.697752409276423,16.625583194295245
2022,SOLIDARIEDADE,Cobertura Top-NECr por lista (%),4,20,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2022,SOLIDARIEDADE,Precisão Top-NECr por lista (%),22,2,3.4090909090909096,8.796302625247717,0.0,0.0,0.0,0.0,33.333333333333336
2022,UNIAO,Candidatos (C),26,0,19.03846153846154,15.57043549610805,7.0,9.0,10.5,25.25,66.0
2022,UNIAO,Competitivos (F),26,0,5.0,4.46318272088428,0.0,3.0,4.0,4.75,20.0
2022,UNIAO,Competitivos na lista (%),26,0,29.39119745997774,14.57667028719958,0.0,17.803030303030305,30.952380952380956,42.209011264080104,55.55555555555556
2022,UNIAO,Bancada pré-eleitoral (Mp),26,0,2.0384615384615383,2.2712246781112473,0.0,1.0,1.0,2.0,8.0
2022,UNIAO,Eleitos (E),26,0,2.269230769230769,1.8233527866585184,0.0,1.0,2.0,3.0,6.0
2022,UNIAO,NECr,26,0,10.735001830436055,7.657318821075746,3.993508416801347,6.402296154334198,7.790057327066785,10.192764274243336,37.6766117799526
2022,UNIAO,D = C − NECr,26,0,8.303459708025482,8.983117955352762,1.2045919483286767,2.2200093076321643,4.500515410462179,9.73299710465695,32.14186057951649
2022,UNIAO,Q = C / NECr,26,0,1.73474506304612,0.6226628631246847,1.154525836280041,1.2828778858134058,1.6396066762261812,1.9230592544414313,4.014622335736482
2022,UNIAO,NECr / Mp (Mp > 0),20,6,5.477596575399741,2.411199184864722,1.9967542084006735,3.657139494565478,5.083127389249602,7.052700328119532,10.340614356346682
2022,UNIAO,NECr / E (E > 0),22,4,4.818028723833025,2.3191279868754036,1.9488520129178308,3.1557753894372245,3.845706938887986,6.740166002338033,9.780468573922851
2022,UNIAO,NECr − E,26,0,8.465771061205288,6.416607863682314,1.993508416801347,4.457374159860898,6.043869950910191,8.73701377000764,31.6766117799526
2022,UNIAO,Cobertura Top-NECr por lista (%),22,4,98.86363636363636,5.330017908890261,75.0,100.0,100.0,100.0,100.0
2022,UNIAO,Precisão Top-NECr por lista (%),26,0,21.33496742456433,14.242876416662705,0.0,12.946428571428571,20.0,30.576923076923077,50.0
2022,UP,Candidatos (C),13,0,1.3846153846153846,0.6504436355879909,1.0,1.0,1.0,2.0,3.0
2022,UP,Competitivos (F),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,UP,Competitivos na lista (%),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,UP,Bancada pré-eleitoral (Mp),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,UP,Eleitos (E),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,UP,NECr,13,0,1.282640435078177,0.5626221919636201,1.0,1.0,1.0,1.014618290366188,2.7170665743498352
2022,UP,D = C − NECr,13,0,0.1019749495372076,0.2767471375419503,0.0,0.0,0.0,0.0005741285475768798,0.985381709633812
2022,UP,Q = C / NECr,13,0,1.0849866134695063,0.2678621676579017,1.0,1.0,1.0,1.0002871467033483,1.9711846504148627
2022,UP,NECr / Mp (Mp > 0),0,13,,,,,,,
2022,UP,NECr / E (E > 0),0,13,,,,,,,
2022,UP,NECr − E,13,0,1.282640435078177,0.5626221919636201,1.0,1.0,1.0,1.014618290366188,2.7170665743498352
2022,UP,Cobertura Top-NECr por lista (%),0,13,,,,,,,
2022,UP,Precisão Top-NECr por lista (%),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
