ano_eleicao,sg_uf,sg_partido,nr_candidato,nm_candidato,vr_receita_recursos_partidos,prop_vr_receita_candidato,prop_votos_nominais_lag,negra,mulher
2018,MG,PRTB,2800,RODRIGO ALEXANDRE ASSIS SILVA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2801,GLAUCIENE NOGUEIRA,100.0,0.0004458951693322577,,1.0,1.0
2018,MG,PRTB,2802,DANIEL SANTOS RAMOS,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2803,PEDRO DOS SANTOS MOREIRA,20.0,8.917903386645155e-05,0.0,1.0,0.0
2018,MG,PRTB,2806,MARIA LUCIA SOARES MAYER,0.0,0.0,0.0,1.0,1.0
2018,MG,PRTB,2807,MARCELO FREITAS DE OLIVEIRA,0.0,0.0,0.0,0.0,0.0
2018,MG,PRTB,2808,IGOR FERREIRA DE JESUS ARAUJO,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2810,JOAO DOS REIS DE SOUZA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2811,EDICARLOS SOUSA PIRES JUNIOR,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2815,JARI TRINDADE MENDONÇA,0.0,0.0,0.0,0.0,0.0
2018,MG,PRTB,2816,ERICK SANTOS NAZARETH,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2817,CLAYTON CESAR RIBEIRO DA SILVA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2818,JULIO MARCIO LIMA E CUNHA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2819,LILIAN BERNARDINO DA SILVA,120.0,0.0005350742031987092,0.0,0.0,1.0
2018,MG,PRTB,2820,SERGIO RODRIGUES GODINHO,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2822,FERNANDA DAIBERT ESCOBAR DE ALBUQUERQUE,120.0,0.0005350742031987092,0.0,1.0,1.0
2018,MG,PRTB,2823,WANDERSON FERREIRA,265.75,0.001184966412500475,0.0,0.0,0.0
2018,MG,PRTB,2824,MARCOS ANTONIO DO NASCIMENTO,20.0,8.917903386645155e-05,0.0,1.0,0.0
2018,MG,PRTB,2825,NILSA ANTÔNIA DA SILVA,20.0,8.917903386645155e-05,0.0,1.0,1.0
2018,MG,PRTB,2828,LUIZ HENRIQUE RABELO PIRES,221996.81,0.9898730518617105,0.0,0.0,0.0
2018,MG,PRTB,2830,JOAQUIM XAVIER DE SOUZA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2831,MARCOS JUNIOR DE OLIVEIRA SILVA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2832,MARIA DA CONCEIÇÃO SALES,120.0,0.0005350742031987092,0.0,0.0,1.0
2018,MG,PRTB,2833,RONALDO MARTINS ROCHA,0.0,0.0,0.0,0.0,0.0
2018,MG,PRTB,2835,ELVIRA PIRES RAMOS,120.0,0.0005350742031987092,0.0,0.0,1.0
2018,MG,PRTB,2836,JOSE AFONSO GOMES FERREIRA,20.0,8.917903386645155e-05,0.0,1.0,0.0
2018,MG,PRTB,2838,DALVA PEREIRA DE OLIVEIRA,120.0,0.0005350742031987092,0.0,0.0,1.0
2018,MG,PRTB,2839,CARLA CRISTIANE DE CASTRO,505.40000000000003,0.0022535541858052306,0.0,0.0,1.0
2018,MG,PRTB,2840,ALESSANDRO OTAVIO DE SOUZA RIBEIRO NEVES,20.0,8.917903386645155e-05,0.0,1.0,0.0
2018,MG,PRTB,2844,ROQUE SALDANHA ROSA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2851,MARY ELLEN DA SILVA CUNHA,0.0,0.0,0.0,0.0,1.0
2018,MG,PRTB,2856,HEZIO HENRIQUE DA SILVA,0.0,0.0,0.0,0.0,0.0
2018,MG,PRTB,2860,JUAREZ DE SOUSA DA ROCHA,0.0,0.0,0.0,0.0,0.0
2018,MG,PRTB,2861,MARIA DAS GRAÇAS OLIVEIRA,120.0,0.0005350742031987092,0.0,0.0,1.0
2018,MG,PRTB,2863,ANGELA MARIA DE PAIVA SILVA,100.0,0.0004458951693322577,0.0,0.0,1.0
2018,MG,PRTB,2865,IVANICE CALDEIRA DO AMARAL,100.0,0.0004458951693322577,0.0,0.0,1.0
2018,MG,PRTB,2866,MARILEI SANTOS PEREIRA,120.0,0.0005350742031987092,0.0,0.0,1.0
2018,MG,PRTB,2867,ZILDA APARECIDA DE OLIVEIRA DIAS,0.0,0.0,0.0,0.0,1.0
2018,MG,PRTB,2868,FERNANDO LUIZ FRANCO,0.0,0.0,0.0,0.0,0.0
2018,MG,PRTB,2870,OSAIR JOSE FERNANDES SANTIAGO,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2871,JAZIEL SOUSA CARDOSO,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2875,MARCELO ALVES DE OLIVEIRA,20.0,8.917903386645155e-05,0.0,0.0,0.0
2018,MG,PRTB,2877,ANA PAULA BORONI REIS,100.0,0.0004458951693322577,0.0,0.0,1.0
2018,MG,PRTB,2878,RAIANE SANTOS FRANCO DO PRADO,0.0,0.0,0.0,0.0,1.0
2018,MG,PRTB,2880,NEILSON GONÇALVES DE OLIVEIRA,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2882,EDERSON BATISTA BALBINO,0.0,0.0,0.0,1.0,0.0
2018,MG,PRTB,2883,SILVERIO JOSE DA SILVA,20.0,8.917903386645155e-05,0.0,0.0,0.0
2018,MG,PRTB,2885,MARCELA DE JESUS COSTA,0.0,0.0,0.0,1.0,1.0
2018,MG,PRTB,2889,JOSE CARLOS PEREIRA DA SILVA,0.0,0.0,0.0,0.0,0.0
