ano_eleicao,sg_uf,sg_partido,nr_candidato,vr_receita_recursos_partidos,eleito,candidato_competitivo
2018,MS,PSL,1707,0.0,1,False
2018,MS,PSL,1717,0.0,0,False
2018,MS,PSL,1722,0.0,0,False
2018,MS,PSL,1733,0.0,1,False
